CHARACTER	DIALOGUE
PERSEUS	Amoun, it seems an odd coincidence you came into my life as tutor, so long ago, and now, once again you instruct me. No matter what you believe, Porpoise, some things are fated. I've been looking forward to this journey for a long, long time. He spurs his horse, riding ahead. Spyros drops back beside Perseus.
SPYROS	Who would have thought we'd be on a journey like this? Two simple fishermen.
PERSEUS	I'm afraid I've dragged you into real danger, Father, when I have little idea of what I'm doing.
SPYROS	Living at the mercy of the sea so long has convinced me some adventures are unexpected and some dangers unavoidable. It's all in your attitude.
PERSEUS	What's our attitude about destroying Leviathan?
SPYROS	The Kraken is just another big fish. Perseus smiles, but is not as sanguine.
Tiamat's Palace-Galleon is bigger than anything man can	effort, she sends a hurricane down on Joppa. Set the Void approaches the prow.
TIAMAT	The demigod and his retinue are joined. They march for the counsel of the Norn Sisters, to seek the frailty of my Leviathan. The Sisters...
TIAMAT	Yes. I beseech you, track the expedition.
SET	To plainly thwart them would betray our intentions and draw the wrath of Zeus and the others.
TIAMAT	That, we cannot have. I merely suggest that the road to Skolothia is hazardous.
SET	I take your meaning. And your loyal brute, he is fixed upon the hunt?
TIAMAT	Fear not, he is about and he will do his share of damage. Set leaves. Tiamat resumes stirring the storm clouds. Peshet glides to Andromeda, who's wide awake, red-eyed, distressed.
PESHET	You must sleep. Princessat You must take care of yourself. A CRACK OF THUNDER. Andromeda looks over at her,
ANDROMEDA	My father was ready to sacrifice me to the monster.
PESHET	I'm sure that is not so.
ANDROMEDA	I saw it. I heard the words. My loving father, his beloved child. Only Perseus stayed his decision. And do you know the worst part, Peshet? He was right. Peshet's feline eyes widen. More LIGHTNING.
ANDROMEDA	The city is besieged, the people suffer.
ANDROMEDA (CONT'D)	Because of me, because he did not offer me up. Is that right?
PESHET	Go to sleep, my lady.
ANDROMEDA	Sleep? Sleep will come soon enough for me, faithful one. In one month... at the latest. The palace shakes with the ROLLING THUNDER.
PERSEUS	Joppa is pummelled by the Dark Goddess. It will not stop. Tiamat knows no mercy.
PERSEUS	By what name may mortals call you?
WILTING GIRL	I have no name.
PERSEUS	Who do your worshippers pray to?
WILTING GIRL	I can't remember.
PERSEUS	Perhaps that is why they are falling in number? The Wilting Girl flinches, and Perseus feels guilty about
PERSEUS	I have to call you something... Since we're naming you on this road, what about 'Via Dahlia'? She gives him a sharp look. Is he mocking her? He's
PERSEUS	That's a pretty name. Wait, better yet -- 'Vidalia'? How's that... 'Vidalia'? That's more than pretty, beautiful really, just as you are. She is pleased, self-conscious, concentrating on the road
PERSEUS	You don't like it? What's that? I missed it --
WILTING GIRL	I do not object. She picks up the pace, moving her horse a little ahead. Mongke and Tamburlane emerge from the woods with armfuls
DRACO	More. The Mongols stare -- either not comprehending or ready to
DRACO	It must last all night. Get some more. I'll find some more.
ABAS	Commander, I'll get some, too. Perseus and Abas head off into the woods in different Perseus sees Vidalia on the far side, her back turned. through the vines.
HIS POV	The leaves offer tantalizing cover to her naked body.
PERSEUS	Now is when an honorable man would turn around and walk away... . but they say I am not really a man. Vidalia surfaces and drifts on her back, looking sadly into the sky. Perseus fixates on the sadness in her eyes. His RAINDROPS fall as the SKY OPENS and a CLOUDBURST pelts Perseus' HEART POUNDS in his ears as he watches. KRA- heartbeat -- BOOM, BOOM, BOOM! Vidalia instantly knows he is nearby. She looks around Perseus retreats. After a few yards, he stops, face
PERSEUS	Vidalia... A DARK FIGURE is standing behind him, larger than a man,
Only a few streaks of sunlight penetrate the canopy of	
SET	Hear me, my pet. Let my instructions be seared to your primal mind as natural law.
L	The monster's eyes shoot open; its pupils shrink to pinpoints.
SET	You are starving. Your gut says you'll soon perish. No earthly meat will still that hunger. What you need, what you ache for, is the flesh of... a demigod! Draco, Boreas, Icos and Perseus -- thrilled -- hide in a
DRACO	Pegassi, stallions of the Gods.
ICOS	Perseus. How long do you think you could stay on one of those? Icos and Boreas exchange a sly look.
BOREAS	Don't goad the boy, Icos. No Man can ride a Pegasus.
ICOS	Did not Bellerophon tame the Great White Pegasus?
BOREAS	You're right. But he was a demigod... Then this will be a good way to find out just what I am.
DRACO	Stop it, rogues. One of our own has disappeared without a trace and all you can think is to cause mischief. What if Perseus is bucked to his death from a thousand feet up?
BOREAS	Don't worry, Commander, the boy won't even get on its back. With a "watch this" grin, Perseus rises. Draco pulls him
DRACO	Don't do this. If we go back to camp right now, we can avoid trouble and keep our goal in sight. A true leader will not be distracted.
PERSEUS	I'm not the leader, Draco, Amoun is. I'm too young to start avoiding trouble. Perseus jumps up and approaches a roan Pegasus, speaking The Pegasus rears up, and leaps over Perseus' head. It face-first into the dirt. Icos and Boreas are laughing, but when Draco gives them a
BOREAS	I'll collect him right now, Commander. Suddenly, Humbaba erupts from the thicket with a HOWL.
DRACO	Perseus, get out of there! Icos, fetch the others. Icos bolts. Draco and Boreas leap into the clearing with does the same.
DRACO	I told you to run, boy. You'll make things worse.
ICOS	A Humbaba! Mongke and Tamburlane fly into the woods; the others
DRACO	Boreas! Draco hacks at the monster's leg, to no avail. it rips Perseus CRIES OUT and leaps at the creature, sword
AMOUN	No, Perseus!
VIDALIA	Get back! Vidalia spins her shepherd's sling to pitch lead sling- Tamburlane hoists an ancient BAZOOKA. Mongke lights the The Humbaba staggers from the shot, but lunges and
VIDALIA	A delusion is planted in its mind. It thinks it's starving and it wants to feed on -- The Humbaba's eyes bulge with surprise as a saber pierces
VIDALIA	I can't reverse the powerful curse. But if the monster's hungry, I can feed it. Vidalia raises her arms and shuts her eyes. A cyclone of Now! The belly! Slash the belly! Draco moves to do that when Perseus leaps forward, lunges
TO THE GROUND.	The flock of ravens, liberated from Humbaba's gut, shake
VIDALIA	I should cast a spell upon you and leave you forever a stone upon this stream.
PERSEUS	I didn't beckon the Humbaba.
VIDALIA	You did, with your childish recklessness, and Boreas has paid the price! Perseus, already rife with guilt, is stung by the truth.
VIDALIA	Your safety is entrusted to me by the mightiest power on Olympos. But without a thought, you risk life and limb, your own and your fellows'.
PERSEUS	The monster killed my friend. I could not contain my rage. But you, Goddess, are aloof from the emotions of Men. Vidalia's eyes narrow, enraged.
VIDALIA	Yes, a tyrannical Goddess, who dares question your mad rush to annihilation. The hopes of multitudes reside with you. You're late in learning you cannot act upon every impulse. She whirls and walks away. Perseus is left with the leads Peshet in from the rain. She is frightened; Agenor
PESHET	Where have you brought me?
AGENOR	It's okay... Peshet tries to leave, but Agenor stops her.
AGENOR	Just listen to this good man. He needs your help. Fantasos comes forward. He fixes her with a hypnotic
FANTASOS	Do you know who I am, child?
PESHET	You are the Priest of the Streets.
FANTASOS	That's right. You know that the good common people of Joppa trust that I will look after their welfare.
PESHET	Some do...
FANTASOS	Do you love the people of Joppa, Peshet? Do you want them to be destroyed by this awful curse? No, of course not. You want what's best for the people.
PESHET	I have always served the royal family.
FANTASOS	Yes, you have, good Peshet. And now you may be in a better position than anyone to help the Princessa save the city.
PERSEUS	Master Amoun... You knew about me, didn't you? When you came to our village?
AMOUN	Your birth was written in the stars. I sought you out and took it as my cause to teach you.
PERSEUS	You chose a poor student. I have learned little and my mistakes cost dearly.
AMOUN	Understanding that is the first step toward knowledge.
PERSEUS R	It won't do Boreas any good.
AMOUN	You can honor Boreas by the way you act from this moment forward.
PERSEUS	I'm no demigod, Tutor. I'm not even much of a human.
AMOUN	It is not your choice. You are what you are. Amor fati, Perseus. 'Love thy fate.'
PERSEUS	I do not believe my fate is to be half a God. No demigod could feel as confused as I do tonight.
AMOUN	Concentrate on the task before you. All answers will come with that.
PERSEUS	Tell me of the Cleon Desert Legion.
AMOUN	A fierce group. Trained to fight... Amoun's DESCRIPTION CONTINUES as we --
TERRITORIES	The desert camp of the Legion is lit by torches. The going about their evening business -- eating, cleaning
AMOUN (V.0.)	. behind enemy lines. A LOOKOUT peers into the dark desert, listening. Now he
LOOKOUT	The Night Patrol returns on the Gorge Road! That message is shouted along from Sentries to Guards in the camp. OUT IN THE DARKNESS on the dusty Gorge Road, a dozen
AMOUN (V.0.)	. They've been chasing Djinn Raiders in the mountains for years.
PERSEUS (V.0.)	Djinn Raiders?
AMOUN (V.0.)	Yes, Godly zealots, supposedly insane. They fight like Hades himself is keeping score... From the dark SURROUNDING DESERT, WE SEE the Night Patrol
AMOUN (V.0.)	.. That's how the Desert Legion came to be called 'God-slayers.' I'm not ashamed to say I'll be relieved to have their protection the rest of the way... Amoun's Voice FADES. TILT DOWN TO the barren, desert Strange, beautiful MAGENTA FLOWERS sprout magically where there had been only dirt and cacti. The LOTUS BLOSSOMS -- Tiamat, ensconced in a natural throne of rock. Turning a Lotus blossom in her hand, she smiles on
TIAMAT	My loyal friend. it is beneath you to stalk this band of infidels one by one. Events demand more decisive action. Kalibos' SPEECH is as tortured and deformed as his body --
KALIBOS	Grorashnrd... I to be... ruler... rhodirs... made whole... sovfrenty... kingdom mine...
TIAMAT	Yes, Kalibos, the time is nigh when I restore you to your rightful form -- proud Acrisius. With me, your protector, on the throne of Olympos... the violator Zeus deposed. Kalibos reacts, with what must be satisfaction.
TIAMAT	Go down into this valley. See what I am building for you -- an army dangerous and fearless as you, their leader. petals and chew them. The rest of the Legion filters out between the tents to Kalibos watches the handsome, powerful warriors from Andromeda. Peshet races out.
FANTASOS	How much are we meant to suffer? Where is your mighty King? Safely cloistered above the flood... on the high ground, with the high- born -- the privileged gentry!... The angry crowd responds, fists shaking. Peshet moves
FANTASOS	. Does Kepheus worry about you? No! Only the Princessa... And still, the Kraken comes! Does the King build his defenses at the water's edge? "NO!" cries the crowd. Peshet is shocked to find herself stage.
AGENOR	No! He makes his stand at his daughter's chamber door!... We will show Kepheus we're not sacrificial fodder. We will tremble the walls of his Basilica! RABID SUPPORT from the mob. Peshet stops suddenly,
HER POV	at the fringe of the crowd, Andromeda herself watches
AGENOR (O.S.)	Andromeda is the one Tiamat wants! We die so she may live... As the crowd EXPLODES, Andromeda hurries away in tears.
FANTASOS	Peshet, you've come at the right time. Fantasos engages her with hypnotic power. Peshet nods,
FANTASOS	One night soon, a gong will sound three times. When you hear it, unlock the back gate of the Basilica. Then go to Andromeda's chambers... . and bring the Princess out. My men will take her to Leviathan. Peshet just stares at the dagger, hands trembling.
FANTASOS	Do you understand me? Peshet, do you understand how important your part is? She nods, horrified by her predicament.
AMOUN	You wanted to know about Djinn Raiders. Here they are.
DRACO	Look sharp. Watch your surround.
VIDALIA	The Alkali Lotus... She stops, spotting something in the distance. Kosmo
VIDALIA	What is that?
THEIR POV	shimmering through the desert heat -- tents and flags. An army bivouac... flying the flag of Joppa. Its the Cleon Legion.
DRACO	Where is everyone? Spyros HEARS something and follows the SOUND to a tent, Spyros, uneasy, backs out.
L	Spyros comes out.
SPYROS	Draco, tell me what this -- Everyone is standing perfectly still. DARK FIGURES surround them. The transformed Cleon Legion creatures: LOTOPHAGI.
CLOSE ON A DEFORMED FOOT	as it plants in the dust. The companion foot lands the air around Perseus. Lotophagi. Lotus-eaters. We should leave... now.
PERSEUS	I won't do anything rash. I've learned my lesson.
VIDALIA	This time you must do something rash. We all must. Kalibos leans close to Perseus.
KALIBOS	Tosharicana... demigod... expulsotat... Zeusl
PERSEUS	No... Perseus. PERSEUS WHIPS OUT HIS SWORD. The whole Expedition comes THE LOTOPHAGI ATTACK, swift and brutal. Long arms thrash Mongke and Tamburlane BLAST the swarm with HANDGONNES.
AMOUN	Muster to me! Thad, Krikor and Perseus are the first there. Amoun
AMOUN	Come on! You can pass through! Draco bolts for the barrier. A Lotophagi spears Kosmo, killing him. Draco slides inside the swarm. He looks back at Kosmo in horror. Polluc slashes zombies and runs toward the swarm. He's the corpse into the protected circle. The tide of HOWLING and SHRIEKING Lotophagi claw at the
AMOUN	Only humans can penetrate the shield! Perseus takes quick stock of the group inside the swarm,
PERSEUS	Only humans... He looks over the Lotophagi and sees Vidalia out there, toward the barrier.
PERSEUS	Drop the barrier! r
AMOUN	No! It's too late for her!
PERSEUS	Drop it, Amoun! At that moment, Kalibos grabs Vidalia and drags her to
PERSEUS	Take the barrier down or I'll go through it!
AMOUN	Have you learned nothing? If you break out now, we're all at risk. On the boulder, Kalibos grabs Vidalia's white flesh.
PERSEUS	I've learned one thing for certain! Perseus shouts at Thad, the massive Praetorian.
PERSEUS	Get down! Perseus backs away three steps. To the others --
PERSEUS	Get ready to defend yourselves! Perseus runs, plants a foot on Thad's back and leaps out stunned Lotophagi come to their senses.
DRACO	Let's kill these freks! Perseus runs over the backs of the Lotophagi. Hurtling look: "You're the one that I want." They face off, looking for an opening. Perseus lunges, Perseus sweeps his sword at Kalibos' head. The monster Kalibos pounces, pins Perseus. He opens his jaw and Perseus leaps in the air and catches Kalibos in the back Kalibos slams down on the jagged boulders and ricochets Perseus lands on his back, weak from the bite. When he Okay... sshh... I've got you. A THUNDEROUS SOUND SURGES in the distance. Vidalia scans
DOWN BELOW	Draco, Spyros, Amoun and the others hack away, fending The earth VIBRATES. The Lotophagi are distracted, looking around nervously. Over a rise stampede SCORPIOCHS, rhino-sized scorpions. all but their blue eyes. They lay into the Lotophagi. The Scorpiochs skewer the
ATOP THE ROCKS	in Vidalia's arms, the fading Perseus watches as the in.
PERSEUS	Vidalia... we need to help them... He blacks out. Vidalia cranes to look over the edge of The deformed monster Kalibos is gone. In his place, neck cannot hear her --
VIDALIA	To save me, you risked everything -- your mission, your friends... the fate of multitudes. Men need better judgment in the one who is meant to lead them... No longer able to lecture, she regards him with love.
VIDALIA	You shouldn't have risked your life for me. It is a waste to save me when I'll be gone so soon. She strokes his hair and kisses his forehead.
VIDALIA	Thank you for your reckless disregard. Thank you, Perseus... Vidalia holds her palm above the floor and mutters a The wound bulges, then squirms deeper into Perseus. Perseus gags. A VIPER WRIGGLES from his throat and stomach.
VIDALIA	The poison is gone now.
PERSEUS	Where... Where are we? The
VIDALIA	In the Djinn caravan. They're escorting us to the Skolothian border.
PERSEUS	But I thought the Djinn...
VIDALIA .	We all did. But their leader, Shaikh Suleiman, has some special interest in you. Just sleep. She waves her palm over his face, and he does sleep. suddenly the petals blacken and curl. The creature, spooked, sniffs the air. All at once, the Lotophagi age years in seconds and keel surveying the battlefield.
DRACO	The Skolothians have suffered more than their share in this war. The Legions of the Gods have battered them.
SPYROS	It's no wonder they shy away from all strangers. Perseus looks ahead, where the Expedition is parting company with the Djinn Raiders. only one of the Djinn is
PERSEUS L	Why does this Djinn priest stay with us?
AMOUN	Because of you. You're the reason they saved us.
PERSEUS	Me? I don't understand.
AMOUN	Why don't you ask him?
PERSEUS	I thought they didn't speak.
AMOUN	They have no mouths. That doesn't mean they do not speak.
AMOUN	The Pillar of Moirai. Lair of the Norn Sisters.
PERSEUS	Tell me of them.
AMOUN	They're witches in the form of Strix. Not a pleasant sight, a Strix. They have powerful magic and dreadful habits. Baby-eaters, among other things. But they owe me a favor. When the war broke out, they lent their power to men against the Gods in exchange for infant sacrifice. Tiamat struck them blind for their treachery. When they came for help, I fashioned them an artificial eye, for their Second Sight.
PERSEUS	You made only one eye?
AMOUN	Yes. They have to take turns. If they all could see at once, they would be invincible, which one cannot risk in beings so grotesque. OUT OF THE DARKNESS runs Spyros, his harpoon raised for a
SPYROS	Stay away from my boy! Without touching him, the Shaikh throws the fisherman over his head, where he lands hard with an "UMPH!" Suleiman raises his hand and freezes Spyros in his
PERSEUS	Spyros, he means me no harm. The Shaikh lowers his hand: Spyros falls into the dirt.
PERSEUS	I hear you and I understand you. But I don't know how.
SHAIKH SULEIMAN	Moi ne epos ae'prositi, mene daeva.
PERSEUS	You are praying to me? There must be a mistake. The Shaikh proffers the gleaming bronze sickle which has
PERSEUS	An offering'? I thank you and take it humbly, as agift from a friend, not an offering. He takes the weapon and bows his head, surprising the
SHAIKH SULEIMAN	Tuj patir esti ho theos kosmosr.
PERSEUS	You honor my father? You honor Spyros?
SHAIKH SULEIMAN	Ho Zeus Patir... Zeus... Perseus reacts, taken aback to hear it from this mysterious stranger. A FLAP of WINGS and suddenly perched atop the stones are ARTIFICIAL ORB. The Strix toss the Eye between them and
URD	Amoun... So sorry to see you again.
AMOUN	Likewise, Urd. I seek your counsel. You want us to tell you about Leviathan.
AMOUN	You know already... of course.
VERDANDI	We know this -- the Kraken cannot be defeated. You've wasted a journey. I trust it was not a taxing one. The Sisters CACKLE HORRIBLY. Skuld SWOOSHES down. Icos irritation.
AMOUN	Surely the beast from the sea has some weakness. You owe me this answer at least.
URD	The Sisters owe nothing to you or any Man! She tosses the Eye to Verdandi, who focuses her attention
VERDANDI	There's something wrong with that one. I don't like having him here.
SKULD	Let me take a look. Verdandi tosses the Eye to Skuld. Perseus leaps and
PERSEUS	Tell us what we want to know or your Eye has seen its last. The Norns flap their wings and puff up their feathers.
VERDANDI	You've brought a thief into our nest!
URD	A villain!
SKULD	Scum!
AMOUN	No, good Sisters... the son of Zeus. The Strix react in horror and all land on the same monolith.
PERSEUS	Since you cannot see, let me tell you what's about to happen. I'm about to throw this evil Eye to the rocks far below. I fear its journey will be a taxing one. The members of the Expedition are impressed; Vidalia, Strix are panicked --
URD	We can't tell you. We don't dare betray Tiamat again.
VERDANDI	She sees all! Her touch is felt in every evil thing!
SKULD	A second offense and she will
PERSEUS	You don't have to tell us the secret. But you will have to live as blind as she made you.
SKULD	No! Give us the Eye and we'll tell.
PERSEUS	Tell me first. If I like the answer, you get your Eye.
VERDANDI	We need the Eye to see the answer!
AMOUN	You know the answer sure as you already knew the question. The Norn Sisters confer, enclosed in a curtain of wings.
SKULD	Leviathan can be destroyed...
VERDANDI	The beast has one weakness.
SPYROS	Tell us now! The Strix are torn, frightened. Finally --
URD	The stare of Medusa. No creature can look directly in her eyes and still survive. The answer hangs in the silence of the stunned Expedition.
AMOUN	They're lying, Perseus. Perseus studies the Sisters, weighing his response.
PERSEUS	I believe them. Here's your second sight. Verdandi launches and catches it in her beak, pops it in
PERSEUS	And Medusa! Where does she abide?
SKULD	In Tartaros, beyond the frozen Tethys Sea. Only Charon's ferry dare challenge the ice.
PERSEUS	How can she be slain?
VERDANDI	With extraordinary cunning and unimaginable luck. Skuld flaps to the pitch-black portal to an UNDERGROUND
SKULD	And the proper tools. Explore our cache of spoils. You may find such a tool. Perseus stares into the black entrance.
DRACO	Don't go in there, Perseus. It's a trap.
VERDANDI	No. We have guaranteed the rage of Tiamat with this revelation...
SKULD	. we ask only that the young God mention our aid... ... to his Father. If ever I should meet him. I need a light. The Shaikh holds a branch near his eyes until the end him, he shoulders it and leaves.
FIRST MATE	Captain, the storm is too great!
CAPTAIN	Joppa is under siege! King Kepheus needs these supplies! Something huge breaches the surface. The captain squints the fleet untouched. But then -- they HEAR a sound BIGGER than the typhoon. impossible speed -- TIAMAT'S PALACE-GALLEON so dwarfs the Fleet that it PLOWS Lit by FLASHES OF LIGHTNING. The Goddess smiles in shield he got from the Norns, looks to Amoun, who sits smoking.
PERSEUS	Tell of the Gorgoneion.
AMOUN	The Rape of Medusa? Everyone falls silent. The soldiers shift, suddenly nervous.
THAD	With respect, Magi, do not recite that black tale. You'll bring the sky down upon us.
SPYROS	Does a fairy tale frighten you, soldier? Thad looks at him, sharply.
DRACO	Tell the story, sir. My men fear only one thing -- to let fear in their hearts. Mongke says something that means, "Go ahead already."
AMOUN	Medusa was a tender young woman once -- a mortal creature of such rare beauty as to tempt even the Gods. One night, on the road home, she caught the eye of the God of Deserts and Entropy -- Set the Void.
AMOUN (V.0.)	She hastened to hallowed ground, thinking the Goddess Tiamat would protect her in her temple. But the God Set followed. A SHADOW passes swiftly over the shattered pitcher, in His cloak ripples as SHAPES PUSH THROUGH THE SPECTRAL
AMOUN (V.0.)	He ravished her on the cold floor. She felt the heartless passion of a God.
SAME SCENE - LATER	Alone, Medusa crawls with bloody fingernails toward the
AMOUN (V.0.)	Despoiled and broken in the shadow of Tiamat's altar, she prayed for comfort and pleaded for courage... But the Goddess of the Deep regarded Medusa with disdain. The prayers of such a frail and filthy mortal angered Tiamat. A bust of Tiamat chiseled from black crystal opens her
AMOUN (V.0.)	The Goddess twisted young Medusa into a loathsome new thing... The contorting shadow shows the transformation. Legs The Expedition all hang on Amoun's every word.
AMOUN	.. and cursed her with a hateful stare that petrifies to stone all that look upon her. Grave silence. Draco realizes he's burned his dinner on NOISES come from the fog: SPLINTERING ICE; SLOSHING
AMOUN	Charon's ferry.
CHARON	Better stoke those fires, boys, it's going to get cold soon.
VIDALIA	She's got a tail and she'll use it just like that. Perseus opens his eyes.
VIDALIA	Keep your eyes shut! Open them with Medusa and it will be your last look. You're enjoying this too much.
CONTINUED:	He can't see her smile. Or that she regards him with something hotter than amusement. She tries to punch him,
VIDALIA	Good! Pleased, he doesn't sense her right cross, which knocks him down.
VIDALIA	Do you think the Gorgon will hit once and then surrender her head? He gets up, eyes closed, and resumes the defensive
VIDALIA	Listen... you will hear her muscles coil. Feel her hunger in your gut. Ask, how will she feed it?
PERSEUS	I wish it, but I can't perceive the world that way.
VIDALIA	You can. You're the son of a God.
PERSEUS	Nothing I have done has convinced me of that.
VIDALIA	You do not see yourself clearly yet. In time, your actions in crisis will sharpen your view. Her faith touches him deeply. She resumes the lesson:
VIDALIA	You can do those things, Perseus, and much more. He shadows her movements more closely, back and forth.
VIDALIA	We think a room is silent until someone points out the wind. Then the wind is all we hear. She strikes. He dodges and locks her neck. Pleased, she
CONTINUED:	Surprisingly, he lands on his feet, and immediately
PERSEUS	I'm beginning to hear the wind. Vidalia... why are you afraid? She kisses him, deeply. He returns it. Suddenly, she
PERSEUS	Wait... She is already climbing the ladder. She stops for only a
VIDALIA	You've learned enough for now.
PERSEUS	What?
SPYROS	Nothing.
PERSEUS	What do you see?
SPYROS	A look I know well.
PERSEUS	From me?
SPYROS	Never before.
PERSEUS	Then where? Spyros smiles, puts his huge, calloused hand on Perseus'
SPYROS	In my own mirror, son.
PERSEUS	When does it go away?
SPYROS	If we're lucky... never.
SHAIKH SULEIMAN	Jaggous temploi Tartaros de Gorgoneion maitress.
AMOUN	The Temple of Tartaros... Medusa's lair. Mongke and Tamburlane exchange words and point. They all TWO STONE STATUES flank the entrance: a pair of enormous
AMOUN	Medusa must have turned them to stone. Perseus swings his sickle, measuring its balance, and
PERSEUS	I'm going into the Temple.
DRACO	I am with you. I go with my boy. Perseus, Spyros, and Draco split off toward the temple. spiky maces of jagged iron. Vidalia readies her sling. The Shaikh draws his scimitar. Mongke and Tamburlane load their handgonnes,
DRACO	Are you afraid?
PERSEUS	Of what?
DRACO	Good boy.
PERSEUS	Yes. You? Stay close and I'll steer us through. They tie on blindfolds and feel their way into the Temple. Thad, enraged, races at Nessus, but the Centaur dodges killing him. Nessus charges Amoun. Amoun throws a handful of sand, Tamburlane rolls under the beast and fires his weapon. goes for him when -- -- Shaikh Suleiman jumps between them. His scimitar
HIS HEAD.	Nessus' mace shatters Shaikh Suleiman's head of charred Draco, Spyros and Perseus move blindly through the screams. The men can't see it, but one wall suddenly frames a WE SEE only GLIMPSES of Medusa as she slides through the CUTTING BETWEEN Spyros, Perseus and Draco, moving OUR VIEW of Draco is suddenly BLOCKED by Medusa -- she
DRACO	I hear her, Perseus. She's near! Her torso behind him, she RATTLES her tail in front.
PERSEUS (O.S.)	Draco, be wary -- ! Medusa gingerly tugs Draco's blindfold free. Draco sees and looks. Medusa's face is inches from Draco's. His muscles lock a gaping wound in his head. Medusa regards her fallen minion in horror, loosing a Spyros HEARS HER and blindly hurls his harpoon toward the WITH THE HARPOON as its sails cleanly through slanted through a tiny opening and -- THUDS into Medusa's body! The Monster SCREAMS, whipping
SPYROS (O.S.)	Perseus, I think she's hit!
PERSEUS (O.S.)	Where?
SPYROS (O.S.)	Near to the left! Medusa's enraged attention shifts back and forth between
SPYROS (O.S.)	Perseus... I don't hear her near me! Perseus steps back and BUMPS into a column.
ABOVE HIM F-	Medusa is coiled around the column, harpoon stuck in her Eyes closed, Perseus slashes the air, sweeping the sickle Perseus waits and listens. Then, PING!, one drop of Perseus opens his eyes and peers into his shield. In the Eyes shut, he windmills his weapon above him. Medusa's Perseus scrambles for it on his hands and knees. Behind Perseus. Perseus reaches the sickle. He lifts his shield up in He shuts his eyes and wheels around, blade sweeping. A Perseus and Spyros, spent and saddened, stand at the top
KEPHEUS	The relief fleet is lost. Monsters gather outside our walls. Soon I won't be able to keep my own people at bay. And still, no word from the Expedition. Kepheus raises a spyglass to survey the view beyond the on the plain outside the city. BONFIRES RAGE, monster
KEPHEUS	Tiamat commands a massive horde. How many days remain?
MINISTER OF DEFENSE	Four, Majesty... Kepheus lowers the glass, looking grim.
GENERAL ANDOR	Our forces prepare. We have cards yet to play. We'll buy the time we need until...
KEPHEUS	Until the Expedition perhaps returns?... Until we're saved by the fisherman's son?
MINISTER OF DEFENSE	My king, remember and take hope... he is not truly the son of a fisherman. From your lips, I pray, to his true father's ear. Andromeda has appeared. All are shocked to see her. She
ANDROMEDA	I would speak with the King in private.
MINISTER OF DEFENSE	Princess, let us find a protected
ANDROMEDA	We can speak here, in the elements our subjects endure. The King's men exchange looks, then bow discreetly away,
KEPHEUS	They take refuge from the Lower Wharf. A sight I wish you'd never seen.
ANDROMEDA	You've sheltered me too long from the hard things in this world.
KEPHEUS	I would have it no other way.
ANDROMEDA	And I thank you for the gift of my cosseted youth. But now, with Mother so... It's time I shared this burden you've carried so long. Filled with emotion, he puts an arm around her.
KEPHEUS	You make me proud, but you are only a child... my little one.
ANDROMEDA	No, no longer. Your protection of me has brought hardship to our people...
ANDROMEDA (CONT'D)	and to me, perhaps, new understanding. I must ask you something, Father. She turns away from his gaze and looks down at the city.
ANDROMEDA	If you could end this siege with just one unselfish act, would you do it?
KEPHEUS	To save my people, yes, of course.
ANDROMEDA	Such an act is within my power. He studies her a moment, then becomes alarmed.
KEPH EUS	Stop itl I forbid you to entertain such thoughts.
ANDROMEDA	Perseus and the others were willing to give everything.
KEPHEUS	Listen to me. By the time this is over, your mother and I may well be gone. But I guarantee the day is coming when Joppa will know glory under Queen Andromeda. She embraces him, head upon his shoulder, where he can't
ANDROMEDA	Be at peace, Father, I will not cause you any more sadness than I already have.
An ancient walled road curves over the pastoral orchard	
REMAINING	The exhausted Expedition is now six: Perseus, Vidalia, Amoun, Spyros, Mongke, and Tamburlane. They've stopped at a well beside a MILESTONE. Spyros studies the ancient words carved into the Eleven stadia to the South... What is 'Polis of Jove Pater'? I'm ignorant of this.
AMOUN	Jove the Father is another name by which Zeus was known. This milestone dates from when city states were named for their patron deities. Perseus, filling his canteen, peers at the marker as
AMOUN	'The Polis of Jove Pater' is the ancient name of --
PERSEUS	-- Joppa.
AMOUN	Yes, Joppa... once the most sacred site in the worship of Jove.
PERSEUS	Tiamat chooses the city of Zeus to take hostage. She compels the people to make human sacrifice of the Princess Andromeda...
AMOUN	. and transforms Joppa into the new church of Tiamat. The ancient abode of Zeus... becomes the new home of Tiamat, granting her sway to supplant him as the God of Gods. You can't allow Tiamat to rule Olympos. Perseus holds her look. "No," he won't let that happen.
PERSEUS	Father, we've seen much on this journey we cannot hold in our hands. Yet these things are real enough. At each turn, we find monsters and Gods.
SPYROS	Yes, the evidence is everywhere once we leave our island. That's why I so rarely leave. These Gods, what do you make of them?
PERSEUS	As you always said, they're petty, vengeful... and dangerous.
SPYROS	Yes, as bad as men. And would you have that sort guide your life?
PERSEUS	No. Men must be accountable to themselves. Otherwise we serve poor masters.
SPYROS	That's my boy. Amoun rides up.
AMOUN	We should stop for the night.
PERSEUS	We must keep moving. Time is running out.
SPYROS	If we don't rest the horses, they won't make it to Joppa. We all need rest. If you don't save yourself, you'll have nothing left when you face the Kraken. Riding behind them, Vidalia (paler and more ephemeral
PERSEUS	Vidalia! Perseus slides from his horse and follows her. Mongke
AMOUN	Why don't we stop here tonight? Spyros smiles, looking off after Perseus. THROUGH A STAND OF TREES, Vidalia appears again, and
