CHARACTER	DIALOGUE
LOUIS LINDSTROM	Greenlight the S.E.A.L. incursion. MASON, in black dry suits, join COMMANDER ANDERSON nine other S.E.A.L.s.
COMMANDER ANDERSON	Listen up, men. Mr. MASON here will run point for us. Lieutenant Shepherd will be attached to your
COMMANDER ANDERSON	Shep, what's the status on the special operational gear for Mason.
S.E.A.L. SHEPHERD	one aluminum fork and one quart of motor oil in a squeeze tube.
GOODSPEED	Motor oil?
MASON	For cottonmouth.
COMMANDER ANDERSON	GOODSPEED here's our specialist. We will cover him while he neutralizes the' chemical threat. If he does his job we'll
MASON	After you, 'lace."
COMMANDER ANDERSON	Activate mini-cams.
NAVAL MEDIC	Atropine. Any contact with the gas, use it.
GOODSPEED	Uhn uhn. I hate needles.
SANCHEZ	Mini-cams operational.
CARLA	Would you please tell me what is going on?
AGENT CORD	Can't do that, malam. Sorry.
COMMANDER ANDERSON	You know what you're doing?
MASON	Yes. Little fancier than I'm used to.
RADAR TECHNICIAN	off radar, headin' 'round Treasure
COMMANDER ANDERSON	Prepare to deplore! sit down on the S.D.U. S.E.A.L. BOYER, the S.D.U.ls driver. the sled with harnesses (the unit's version of a seat-belt.) S.E.A.L. DANDO, reading the two S.D.U.s. GOODSPEED
GOODSPEED	Wait a minute. What if this thing crashes ...
MASON	Smile Goodspeed. Live a little. Life is short... especially the S.D.U.ls are released, rolling out of the Sea Stallion on a set the bay here. The S.D.U.s' XENON headlamps on. rest of the S.E.A.L.s, equipment and single man mini-S.D.U. units, jump from the Sea three-man and single S.D.U.s head toward passing ABOVE CAMERA. SEARCHLIGHT atop the lower scans the bay, back and forth. It fixes on something. and Baxter watch from window. Captain Fryels voice emanates from the walkie-talkie.
CAPTAIN FRYE	Something on radar, sir. Two Hueys in standard formation, due east and approaching.
BAXTER	Decoy? Royce, Scarpetti, Gamble, Starling: get to the west end of the island on the double. Think we have visitors.
ROYCE	You heard the man, let's move it. 33 earlier.
ROYCE	Looks all clear, sir.
BAXTER	Nothing.
HUMMEL	Tell 'em to stay out there.
COMMANDER ANDERSON	Thank-you very fucking much, Mr. Mason, you've led us to a room with no exit. Skipper, blow it or burn it?
COMMANDER ANDERSON	No time for the torch. Explosives'll bring the fucking world down on us. (turns to Mason) An idea, please, we're tight
MASON	Wait for me to unlock the door.
COMMANDER ANDERSON	You do not look like Jesus Christ, Mr. Mason, so I'm having a hard time how you're going to accomplish that.
MASON	Under there.
COMMANDER ANDERSON	You are shitting me. You catch one of those steam bursts and you're a corpse.
MASON	True. I memorized their timing.
S.E.A.L. SHEPHERD	Uhh sir, you said never leave his side ...
COMMANDER ANDERSON	You're not required to follow, Lieutenant Shepherd. This man is going to die.
MASON	That's been said to me before .... one revolution... STEAM
S.E.A.L. REIGERT	Who the fuck is this guy? Houdini? past the STEAM RELEME VALVE and
MASON	Welcome to the Rock.
S.E.A.L. DANDO	She's at least three inches thick sir.
COMMANDER ANDERSON	Shit. Burn it.
MASON	Guys are worthless.
COMMANDER ANDERSON	Who is this guy... ? up to one of them.
COMMANDER ANDERSON	The shower room? After you.
COMMANDER ANDERSON	Motion sensor.
ROYCE	Sir. Anti-disturbance temblar tripped in the shower. We got visitors.
COMMANDER ANDERSON	Stand fast. We'll secure the area.
SANCHEZ	What's that...what the hell is that?
GOODSPEED	What's going on?
S.E.A.L. SHEPHERD	Don't know.
HUMMEL	Drop your weapons.
ANDERSON	here, General Hummel. Commander. Team
HUMMEL	Commander Anderson, if you have any concern for the lives of your men, you will order them to safety their weapons and place them
SANCHEZ	Oh Christ this isn't happening.
COMMANDER ANDERSON	Sir, we know why you're out here. God knows I agree with you sir, but like you sir, I swore to defend this country against all enemies. Foreign, sir, and domestic. (shouts now) General, we've spilled the same blood in the same mud. You know goddamn well that I cannot give that order... A COLUMN - S.E.A.L.s REIGERT and BOYER stare into the
HUMMEL	Your unit is covered from an elevated position, Commander. I'm not going to ask again.
HUMMEL	Don't do anything stupid, Commander. No one has to die here.
COMMANDER ANDERSON	You men following the General: You are United States Marines and under oath you forgotten that? We all have shipmates we remember - some of 'em were shit on and spit on by the Pentagon - that
HUMMEL	That's a nice speech, Commander. I heard plenty like it in the Pentagon and on Capitol Hill. They all added up to zero. Pretty words
S.E.A.L. BOYER	It's us or them, Reigert, fuck they're gonna waste us ...
S.E.A.L. REIGERT	Get a grip on yourself .... him. Tries to pull him down.
GOODSPEED	Don' t do it. S.E.A.L. SHEPHERD Let go of me. MARINE COX AND MCCOY fire a 50 CAL. GUN (as powerful as HOLD YOUR FIRE HOLD YOUR FIRE .... MASON freeze. Thinking fast, rips the TAC RADIO from Shepherd's helmet, takes his 9 MM PISTOL
SANCHEZ	It's over.
F.B.I. TECHNICIAN	We've still got movement. Numbers eleven and twelve. That's GOODSPEED and.... Mason.
F.B.I. DIRECTOR WOMACK	If mason's still alive, it's not over.
GOODSPEED	We're never gettin off this island.
GOODSPEED	.... god Jesus we're gonna die
SANCHEZ	You told me I am on a "need to know" basis. Well goddamn it, I need to know. Who the fuck is John Mason. Start talking, Director, or 1962. J. Edgar Hoover is head of the F.B.I., some say the country. It's no secret the esteemed Mr. Hoover kept himself.
F.B.I. DIRECTOR WOMACK	The British sent over their best operative, John Mason, to steal it.
F.B.I. DIRECTOR WOMACK	Our agents caught MASON at the Canadian border but with no microfilm. It's never been found.
SANCHEZ	What about the daughter? why didn't Hoover use her as leverage?
F.B.I. DIRECTOR WOMACK	He died in 1972. She wasn't born yet Today it's a different Bureau and no one wants to touch this.
SANCHEZ	My god, you're not saying ...
F.B.I. DIRECTOR WOMACK	has been incarcerated without trial on American soil since 1962. He knows our most intimate secrets of the last half century. The alien landing at Roswell, the truth about
F.B.I. DIRECTOR WOMACK	John MASON was an S.A.S. trained killer, one of MI-6's best operatives ever - John MASON was one of the most dangerous men on earth. his -9 mil pistol in self-defense.
GOODSPEED	Don't shoot me. MASON was actually slinging it over his shoulder...
MASON	For christ's sake. MASON trudges down the tu=el. Goodspeed
GOODSPEED	Wait. Where're you going?
MASON	Off this island. You mind?
GOODSPEED	Yes I mind. I mind very much.
SANCHEZ	Goodspeed, Goodspeed, come in.
MASON	You've got a phone call.
GOODSPEED	It's me sir.
SANCHEZ	What is happening? Where's Mason?
GOODSPEED	He says he's leaving the island sir.
SANCHEZ	Don't let him do that.
GOODSPEED	He's got a gun, sir.
SANCHEZ	What do you have, a FUCKING WATER PISTOL? Get him back!
HUMMEL	I never wanted this. Jesus christ.
BAXTER	We knew it might happen, Frank.
CAPTAIN DARROW	Maybe now they'll pay up.
CAPTAIN HENDRIX	Maybe now they won't.
CAPTAIN DARROW	Then maybe we'll execute a few hostages.
S.E.A.L. DANDO	You'll go to hell for this General.
CAPTAIN DARROW	Put a bullet in him.
CAPTAIN FRYE	You heard him. End it.
HUMMEL	CAPTAIN, HOLSTER THAT SIDEARM.
CAPTAIN DARROW	Yes sir. kneels. Feels Dandols carotid artery.
ROYCE	He's dead anyway sir. at HUMMEL on the monitor.
HUMMEL	You have a made a terrible mistake and more of our brothers have died in vain. Let's not repeat this.
SGT. CRISP	General! This man's weapons and tac radio are missing!
HUMMEL	Rodent problem, people. Let's flush the pipes. and his men exit the Cell House and fan out in teams across the island. still trailing after
GOODSPEED	would you stop. Just stop. I don't know whatyou did or why you were sent to jail, but there are a million Fuck this. Stop. Freeze. his g gun trained on him. He's not the most gun handler.
CAPTAIN HENDRIX	Rodents located. advances.
GOODSPEED	F.B.I. Stop right there. I really mean it.
MASON	If you really mean it, take the safety off.
SANCHEZ	Goodspeed. Goodspeed, come in. Have you resolved this?
GOODSPEED	Now he has all the guns, sir. . You've got to help me. What do you want me to do, beg?
MASON	Save your breath and your dignity, if you have any. I am leaving. I am getting my daughter and getting the hell out of here. the wall of flame ROARING them. MASON Goodspeed.
MASON	Hold your breath.
MASON	Come on. And keep your mouth shut. Now what?
MASON	Across that, then 50 yards to the morgue. You said that's where the fucking poison is, Goodspeed.
GOODSPEED	I don't get it. You're going to help me?
MASON	No. I'm going to give you dancing lessons. What the fuck do you think?
GOODSPEED	You don't have to get all bent out of shape.
MASON	What's bent out of shape, idiot, is the tunnel I was going through
GOODSPEED	All right, all right. Don't call me idiot, okay?
	And there.
MASON	Cottonmouth snakes. They breath through their skin. Oil clogs
MASON	sprays the motor oil across the pool. The snakes scatter. The pool's now coated with an OIL SLICK. MASON wades in. Goodspeed follows.
GOODSPEED	Something's a little off here: I'm the F.B.I. Agent, you're the convict, and you have all the guns. at a fork in the tunnel. _
GOODSPEED	The morgue?
MASON	Never hesitate.
GOODSPEED	You didn't learn that in prison.
MASON	No, and I used to be a lot quicker.
GOODSPEED	I've got some questions for you but they can wait.
GOODSPEED	Careful. The second you don't respect this, it kills you. I need a hand here. Mason. Now. the poison pearl strand to Mason. MASON holds it like a string What... exactly does this do to you?
GOODSPEED	Any epidermal exposure or inhalation and you'll know: A twinge at the small of your back as the poison seizes the nervous system. Then loss of muscular function. Then you spit your guts out, it looks like a tub of spaghettils spilled
MASON	Sounds like my first marriage. the chip from each chem round and pockets it.
GOODSPEED	Pier 39 come in.
SANCHEZ	Goodspeed? Where the hell have you been. Talk to me.
GOODSPEED	We're in the morgue. I'm removing the rocket's guidance system chips. Without em the rocketslll fly about 500 feet and splash down like a wounded duck.
	on to the third and fourth chem rounds. Suddenly there's
HUMMEL	Gamble, Starling. Come in.
HUMMEL	Privates Gamble and Starling, come in.
HUMMEL	The morgue. Hummel and Baxter exit quickly. goes faster; his hands are trembling. It's like he's lost his spine.
MASON	C'mon c'mon.... faster ....
MASON	I thought you were cool under pressure.
GOODSPEED	Shut up; you're making me nervous. has dealt with eight chem There should be seven more, but there's not. GOODSPEED them ....
MASON	They'll be on us in twenty seconds.
GOODSPEED	Wait a minute. Fuck. Hummel stole fifteen chem rounds. There's only twelve here. Here. Quickly. Do these last four. across floor, BULLETS chewing the They dive into the MORGUE INCINERATOR CHUTE, GOODSPEED
HUMMEL	Hendrix! Take Royce and Scarpetti! SCARPETTI dive into the incinerator after MASON Goodspeed.
BAXTER	Gamble and Starling are dead. Mason. Hendrix shouts back to Royce:
CAPTAIN HENDRIX	FOLLOW ON FOOT! GOODSPEED duck as BULLETS RICOCHET around the tunnel walls. as the GRENADE PROJECTILE wings their heads, continues down the tunnel DETONATES against the tunnel wall. A SPLINTERED TIMBER and releases from the CART 1, with GOODSPEED continues down the mono-rail. Cart 3! SCENE over his shoulder at MASON Hendrix locked in mortal combat. He pulls the CART BRAKE. Cart 1 begins the floor of the cart. Hendrix dives Mason, strangling him. mason's head is bent over the front lip of that his cart is going to ram Mason's head. He releases the brake, and Cart 1 picks up speed ...
MASON	BRAKE! ! ! the cart brake and -- Cart 3, SLAMMING his head against the wall. MASON falls unconscious.to the tunnel floor, while -- gets to his feet. Jumps down from the cart.
GOODSPEED	Mason! up. Sees MASON concussed, Royce draws his GLINTING KNIFE. Kneels over Mason. He's
GOODSPEED	Wait.
GOODSPEED	Pretty easy killing an unconscious man. How about trying me? Punk. What're you waiting for? Limp dick.
ROYCE	I am going to fuck you up something fierce. You rolled the wrong number, shithead. You crapped out.
GOODSPEED	I rolled snake-eyes. Shithead.
MASON	Limp dick?
GOODSPEED	all I could think of.
MASON	I think I've got arthritis.
HAYDEN SINCLAIR	The President arrives in three hours. His directive is to string Hummel along until the airstrike is operational.
LOUIS LINDSTROM	What's the word from Mojave, General?
GENERAL KRAMER	They're going as fast as they can.
LT. FISK	We're fucked, cap'n.
CPT. GILER	Are we fucked with a pencil or are we fucked with a baseball bat.
LT. FISK	We're fucked with a telephone pole. (turns to the missiles) we
CPT. GILER	What are you saying?
LT. FISK	The pilots are gonna have to drop em manually. We're talkin, from the mono-rail tunnel. The launcher on Alley is in the b.g. Suddenly, from the loudspeaker above them:
HUMMEL	Attention Navy Seals, attention.
GOODSPEED	He thinks we're Seals. Congratulations. You've taken some things of mine. I can't convince you to return them so I'll put on someone who can.
MALE VOICE	Hell... hello.
HUMMEL	Tell them your name and age.
LARRY HENDERSON	My n...name is L... larry Henderson. I'm forty-eight.
HUMMEL	Good Mr. Henderson, continue ...
LARRY HENDERSON	I don't know who you are, but p please, there's a gun kill me quivering voice trails off. Replaced by:
HUMMEL	Convinced? Mr. Henderson hopes so. You have two minutes. turns to Mason.
GOODSPEED	I'll go.
MASON	Wrong.
GOODSPEED	What, vou?
MASON	I'm not the chemical weapons expert.
GOODSPEED	Good point. Okay here, take 'em. What are you doing?
MASON	Now they only have three rockets left.
GOODSPEED	What about Mr. Henderson?
MASON	Hummel's a soldier, not a murderer.
GOODSPEED	Wait.
MASON	Find the rockets. If they're guarded, kill the men guarding them.
GOODSPEED	I... I don't know if I can do this.
MASON	There's only one way to find out. I'll try to give you time. And Goodspeed.... Don't be an idiot. Put that on.
GOODSPEED	Well thank-you, thank-you very much.
CAPTAIN DARROW	Gotta be kidding me. They send an old man.
HUMMEL	I thought I'd been in the service a long time. Name and rank, sailor.
MASON	John Paul Mason. Royal Navy. Commander.
HUMMEL	You're a long way from England, Commander Mason.
MASON	I feel strangely at home.
HUMMEL	How's that?
MASON	You wouldn't believe me if I told you.
HUMMEL	Do you have some unique knowledge of this prison facility, Commander Mason?
MASON	Quite unique.
HUMMEL	How's that?
MASON	I was a guest here. Suddenly a voice:
GOODSPEED	Freeze. Drop the weapon and turn around. Slowly. PVT. MCCOY appears. Looking down, sees GOODSPEED and Cox. He cinches his REPELLING CLIP to the steel
HUMMEL	Well you're some kind of joker, Mason. Maybe you're a lunatic. Are you of sound mind, Mason?
MASON	I'm not threatening the lives of a million innocent people. You are. demeanor changes. Hard now. Tight.
HUMMEL	Give me the guidance chips.
MASON	I threw them in the bay.
HUMMEL	That was stupid of you.
MASON	Would you have shot him7
HUMMEL	You seem like a bright man, Commander. Bright men understand necessity.
MASON	Bright men also obey the law. "Wherever law ends, terror begins."
HUMMEL	"Where there is no law, there is no transgression." The Bible. Romans, Chapter 4, Verse 15.
MASON	Article 7, American Constitution? "Treason against the United States shall consist of... 11
HUMMEL	The American Constitution was written by traitors, Commander. Traitors against a government founded on injustice and tyranny and stupidity. I see little difference in my motivation.
HUMMEL	Do you, Commander Mason?
HUMMEL	Frye, Crisp, go! wildly his gun until CLICK, the clip is spent. Cox and McCoy step
MCCOY	Swallow that and I swear on my Aunt Myrtle's grave I'll cut your belly open and pull it out.
GOODSPEED	Mason. Mason?
MASON	It's about time.
GOODSPEED	Where are you?
MASON	Above you. Literally and figuratively. BRAIDING THE STRIPS into a long rope. The rope is quite
GOODSPEED	This is tiny.
MASON	You referring to your intellect, Goodspeed? Or another portion of your anatomy ....
GOODSPEED	The cell, Mason.
MASON	Five feet by seven. Try living in one for a year. What happened?
GOODSPEED	I only got one chem round. There are two left. I fucked up.
MASON	Surprise, surprise.
GOODSPEED	I'm not a field agent, all right? So cut me a break.
MASON	An F.B.I. Man asking me for a break. How droll.
GOODSPEED	What is your beef with the Bureau, anyway Clmon. Tell me.
MASON	Let's say our countries had a little dispute. They both knowingly shafted me.
GOODSPEED	How?
MASON	Familiar with the name Hoover, Goodspeed? I don't mean a vacuum cleaner ... listens intently and PETERSON The target. Alcatraz Island. This is not a precision
GENERAL PETERSON	Captain Giler?
CPT. GILER	We jerry-rigged a release lever. You'll find it on the left side of the cockpit. It's got two positions: safety and release. Throw
GOODSPEED	Jesus. Why didn't you just tell Hoover and the bureau where the microfilm was? Make a trade?
MASON	Some trade. They'd get the microfilm and I'd get a bullet in the
GOODSPEED	I see your point. Something's been on my mind. About your escape.
MASON	What?
GOODSPEED	You went down the shower drain, through the tunnels to the power plant, under the steam engine and out through the intake pipe -
GOODSPEED	I only ask because, in our current situation, it might be useful information ...
MASON	Trade secret, Billy, I'll tell you this: it was easier than getting in.
	yanks the rope toward him. The heavy rolling caster shooting in an arc around the corner of the cell block, still pulling
	the rope taut like he's just snagged a fish. Then he pulls
	hears the doors opening above
GOODSPEED	Hey! Hey what's happening? Mason. Mason?
MASON	You're on your own, kid. Your gear's over there.
GOODSPEED	Shit....
	his guns and gear and follows after
HUMMEL	Time.
BAXTER	Fifteen minutes Frank.
FRYE	have two operational rockets left, General. One on the lighthouse, one on the rooftop, ready for fire. (no response)
HUMMEL	I heard you Captain.
CAPTAIN DARROW	Prepare for launch General? General?
HUMMEL	Not yet.
CAPTAIN FRYE	General Hummel, noon is approaching.
HUMMEL	I'm aware of the time, Captain.
LOUIS LINDSTROM	When was the last communication from our men on Alcatraz?
GENERAL KRAMER	Seven hours ago.
GENERAL KRAMER	Get me the President.
GOODSPEED	Mason. John. What happened - the injustice done to you - doesn't mean you can walk away from this. A million people across that Bay will die.
MASON	Only one of them I care about.
GOODSPEED	You were once a different man.
MASON	You don't know what kind of man I was.
GOODSPEED	You were a civil servant. Sworn to do your duty. Just like me. begins climbing down to the waterline.
CAPTAIN DARROW	Eleven fifty-seven, General. Three minutes to go.
HUMMEL	They're going to call.
CAPTAIN FRYE	They are not going to call General.
HUMMEL	I... I don't understand this.
CAPTAIN DARROW	I understand it. They're calling our bluff. We have two operational rockets left. We have to stick one of those rockets in their ear, General.
HUMMEL	Atom?
BAXTER	I'...I don't know Frank.
HUMMEL	Seventy thousand peqple... I didn't... i didn't ever...
CAPTAIN FRYE	You didn't ever what? You didn't ever what, General? General, forty-eight hours ago I was in a cushy job at Pendleton. As of this moment I am subject to prosecution for treason and murder. Do you know what that means. It means the electric chair. For all of us.
BAXTER	He's right Frank. Authorize the launch or it's over.
CAPTAIN DARROW	Authorize the launch, General.
GOODSPEED	You'll never make it.
MASON	I once swam the English Channel, but you're entitled to your,opinion. disgusted, turns and heads back, grumbling.
GOODSPEED	Fine. I'll fuckin, do it myself.
HUMMEL	Launch coordinates 675 dash 439.
CAPTAIN FRYE	Aye aye General: coordinates 675 dash Awaiting launch command.
CAPTAIN FRYE	General, your command.
HUMMEL	Fire.
MASON	My god. MASON looks up. GOODSPEED stands above on the
GOODSPEED	That change things?
F.B.I. RADAR TECHNICIAN	They fired a rocket. It's headed east.
SANCHEZ	East. But that's... Oakland. (dawns on him) My god. The football game.
	back up the embankment. Faces Goodspeed-with grim resolve:
GOODSPEED	Partners?
MASON	Partners. TO SCENE - HUMMEL watches the video monitor nervously. His jaws looks at the ROCKET GUIDANCE CONTROL COMPUTER. He looks at the video can't take it. Hummel lunges for the ROCKET GUIDANCE CONTROL
F.B.I. RADAR TECHNICIAN	Sir, it's heading.,.into the bay?
CIWTER FISHERMAN	What the hell.... ? and Crisp stare across the Bay in disbelief.
CAPTAIN FRYE	I don't believe it. He pulled the plug.
HAYDEN SINCLAIR	They need a decision Mr. President.
PRESIDENT	These past few hours have been the longest, darkest of my life. This is when you wish the buck did not stop here. A balance between two tragedies. On one hand the fate of a million civilians.
HAYDEN SINCLAIR	The glass is half full not half empty, sir. No civilian casualties so far.
PRESIDENT	I don't believe in half full or half empty, Sinclair. There are chemical weapons and there are civilians. And there are men on ROOM ADJACENT TO COMMAND CENTER - DAY There's a 4 x 16 inch themselves on either watching and eavesdropping on the drama unfolding within. Darrow and Baxter. All staring at Hummel.
CAPTAIN FRYE	You're gutless. I knew it.
CAPTAIN DARROW	The problem is now thev know it.
HUMMEL	Careful son. I'd maintain discipline if I were you. reactions.
CAPTAIN DARROW	I'm relieving you of your command General. Captain Frye?
CAPTAIN FRYE	I'm in.
CAPTAIN DARROW	Major?
HUMMEL	Tom?
BAXTER	It's over Frank. I'm in. blinks. He can't believe this.
HUMMEL	Tom, I warn you.
BAXTER	Stand down, General.
HUMMEL	I'm giving you a direct order.
BAXTER	I'm not accepting it. MASON exchange a tense look. mason his gun through the slit ...
	through the slit, killing Baxter as --
	the semi-consious Hummel and drags him down the Hummel inside. Hummel against the wall. the washrooms doorway.
HUMMEL	My god what have I done ...
GOODSPEED	It's not too late, General. Tell me where the last chem round is.
HUMMEL	Lower lighthouse ...
MASON	Do your job, Billy. - I'll try to hold ,em off.
	away at Frye and Darrow, allowing GOODSPEED sprint for exit toward the lower lighthouse. fire, Darrow sprints for the opposite Frye, firing while retreating, moves back inside the Command exits and sprints toward the lower
GOODSPEED	Don't ...
	- DAY MASON toward the command center's door. the HEAVY STEEL DOOR creaks open and -- and sprints away. Frye bolts from the room,
	away as the satchel DETONATES, imploding the corridor walls,
FRYE	Darrow, come in... (thinks; clicks walkie talkie to channel) Cox, McCoy, get your asses up here! other. GOODSPEED holds the chem in front of him.
CAPTAIN DARROW	Give that to me.
GOODSPEED	You shoot me, I'll drop this and we're both dead. One of these pearlslll kill everything within 200 feet. You know how this shit
CAPTAIN DARROW	You know how this shit works?
GOODSPEED	You know the Elton John son, "Rocket Man"?
CAPTAIN DARROW	I hate it. lunges. GOODSPEED the IGNITION SWITCH. The VX ROCKET OFF, HITTING Darrow square in the chest.
GOODSPEED	Well it happens to be my favorite fuckin, song!
F.B.I. RADAR TECHNICIAN	Second rocket's away, sir. (confused look) It went in the Bay sir. looks around frantically. Only place to go. Up. GOODSPEED up the interior metal stairs.
	on the roof. Sets down the chem round. Pulls out the three. The FOURTH drops, hitting SHOE. It rolls along the rooftop. GOODSPEED aside the other and dives, grabbing the stray pearl an inch from the roof,s edge. GOODSPEED, bleeding, terrified, cowers, death. the rifle aside, KNEES McCoy in the solar
CAPTAIN FRYE	Give me the guidance chip. Lands hard on the ground below and sprints off. aside and rams Cox over the Cox falls to his death on the floor below. MASON down him.
	hate the stuff. the machinery, jamming his fingers into Fryels mouth and ramming
CAPTAIN FRYE	You're comin, with me. SOUADRON OF F-16S.
SANCHEZ	May god have mercy gn their souls.
CARLA	You can't do this, you can't let this happen.
	and kneels, reaching for HIS OTHER PANTLEG. PUllS out
F.B.I. TECHNICIAN	Ten seconds to the drop zone. And now counting eight, seven, six ...
F.B.I. TECHNICIAN	Green smoke! It's... GOODSPEED!!
SANCHEZ	Abort. Abort immediately.
F-16 FLIGHT CONTROLLER	ABORT, RED THUNDER, ABORT!
REAR F-16 PILOT	Sir, something's wrong. I can't disengage... !
LEAD F-16 PILOT	Then peel off... the New Industries Building pier into the bay.
drags GOODSPEED	
GOODSPEED	Pier 39 come in. Pier 39 ... My god he's alive. Womack grabs the mike.
F.B.I. DIRECTOR WOMACK	this is Director Womack. Are the alive?
GOODSPEED	Every one of em sir.
F.B.I. DIRECTOR WOMACK	What about Mason?
F.B.I. DIRECTOR WOMACK	Goodspeed. Is Mason-alive?
GOODSPEED	Just come and get me, sir. I'm tired.
SANCHEZ	Name your vacation spot, Goodspeed. The Bureau'll pay for it.
GOODSPEED	Mason, uhm, John, I have something to tell you. You know that pardon contract you signed?
MASON	Womack ripped it up, right?
GOODSPEED	You knew? All this time?
MASON	I'm not a fool, Billy.
GOODSPEED	All I know is that whatever you did, you don't deserve to go back.
MASON	Goodspeed. You know the etymology of your name?
GOODSPEED	God's speed.
MASON	Yes. To wish someone a prosperous jouey. back. There is an immediate tacit
MASON	And if you turn around I'll tell you a secret. look. Slowly turns around. Camera doesn't leave him.
MASON	St. Michael's Church, Fort Walton, Kansas. Front pew. Right leg. Hollow.
GOODSPEED	What's that? (beat) Mason? is standing on the dock. Sanchez comes down the gangplank.
SANCHEZ	You surprised me, kid. Never thought you could do it.
GOODSPEED	Neither did I sir.
F.B.I. DIRECTOR WOMACK	Where's Mason?
GOODSPEED	Vaporized, sir. Blown out to sea.
GOODSPEED	He saved my life, sir. Is SANCHEZ going to accept this? .
SANCHEZ	Yes Poor son-of-a-bitch.
F.B.I. AGENT	Sir, the White House calling. It's the President.
F.B.I. DIRECTOR WOMACK	I'll take it.
elbows past GOODSPEED	Sanchez.
F.B.I. AGENT	Uhm, sir, actually it's for Goodspeed.
GOODSPEED	Bill Goodspeed, Mr. President.
PRESIDENT	I am in your debt, Goodspeed, the country is in your debt. You're a hero, son.
GOODSPEED	Thank you, Mr. President. The man you should be thanking is John Mason.
PRESIDENT	So I've been informed. Would you put the F.B.I. Director on please?
GOODSPEED	Director Womack.
F.B.I. DIRECTOR WOMACK	I can explain all of this, sir ...
PRESIDENT	I don't want your explanation, Womack. I want your resignation. to her. He opens a WORN PLASTIC CANISTER. Spools out a REEL OF MICROFILM.
CARLA	Would you please tell me what this is all about... ?
GOODSPEED	You want to know who really killed President Kennedy, honey...?
