CHARACTER	DIALOGUE
PHILIP	LOSE ON pen and paper - a letter being written in haste. The Tyger is in dock. Raleigh emerges from his cabin to RALEIGH The Queen has sent you to me. BESS Yes - RALEIGH Tell the Queen that I will my ship's repairs are complete I will ask permission to sail. BESS The Queen asks me to assure you - RALEIGH I need no assurances. I'm no courtier and never have been. I've lost my appetite for playing games that it seems I'm too stupid to understand.
BESS	That is unfair -
RALEIGH	You call me unfair!
BESS	Let me speak!
BESS	The Queen shouts at you once, and you sulk like a child. I thought you more of a man than that. And I thought you a better friend to the Queen. Her every move is watched by a hundred eyes. Assassins plot to kill her. Enemies prepare to overwhelm her country. And you say she's playing games? Raleigh is watching her as she speaks, and he's impressed. command? BESS
ELIZABETH	You ask permission to go.
RALEIGH	Yes, majesty. ELIZABETH You plan to return to the New World. To your colony. For two, or three, or four years. RALEIGH If your majesty grants me your royal warrant. ELIZABETH That is a long time. RALEIGH There's nothing left for me to do here. At sea I know what I'm to do, I know the risks, I know the rewards. Here -
ELIZABETH	But you're quite wrong. You are needed here. I have decided to appoint you Captain of my personal guard.
RALEIGH	Captain of your - !
ELIZABETH	Kneel.
ELIZABETH	Rise, Sir Walter Raleigh. gratitude. This is too great an honour.
ELIZABETH	If it's such an honour, why are you staring at your boots? RALEIGH You know why. raises his eyes, but he still doesn't look at her.
ELIZABETH	Now you stare at the wall. Am I so old and hideous that you can't even look me in the face? Why do you talk like a fool when you're anything but a fool?
ELIZABETH	My friend, forgive me. I'm a vain and foolish woman. At court it's all a game. I like to be admired. I require it. I grow accustomed to it. But it's all - nothing. You come here as if from another world, and I - You have real adventures, you go where the maps end. I would follow you there if I could, believe me. Raleigh looks long into her eyes. If anything, he admires
ELIZABETH	The storm clouds are gathering, my friend. Please don't leave me now. CLOSE ON Throckmorton as the noose is tightened round his
CROWD (O.S.)	Hang! Hang! Hang!
RESTON (V.O.)	Lord have mercy on the soul of your servant, who gives his life for your eternal truth... A candle-lit cellar, where Reston and the conspirators pray
BABINGTON	Francis is about to die! We must act! R ESTON He enters heaven as a soldier returns home victorious from war. BABINGTON Why don't we strike? What's he dying for? Is this part of your plan?
RESTON	Lord, be with us as the end approaches. We will not fail in our duty. We look beyond death, to eternity. Throckmorton drops. His body flails. His neck breaks. A 55A 55B Bess is on her knees before the simple altar, her head Oh! It's you!
RALEIGH	I'm sorry. I didn't mean to disturb you.
BESS	My prayer's done.
RALEIGH	Something has distressed you.
BESS	And I thought I prayed in silence.
RALEIGH	So you did.
BESS	A man was hanged today. A Papist. I knew him well. He was my cousin. He died because I gave information. I gave information to prove my loyalty. Because I was afraid.
RALEIGH	That's necessity. That's the world we live in. BESS He told me he wanted to change. Become part of the new England. I was afraid that he was lying to me. But what if - what if it was true? He sees the horror in her eyes, at the thought that she has if I was the one person he thought he could trust?
RALEIGH	If you knew him well, you will have sensed the truth. BESS I thought so. RALEIGH He was hoping to use you. You did
RALEIGH	There, now. He wipes away a tear from her cheek. In desperate need of
RALEIGH	We're all mortal, Bess. We do what we can. He strokes her cheek. She meets his eyes, filled with
OMITTED	A brewer's wagon, pulled by two dray horses and carrying
BURTON	Morning. Another filthy day on God's stinking earth.
GUARD	Morning to you. Burton, standing outside, rolls the barrels through a trap URTON Last cask!
ELLARMAN	Nothing but beer. Satisfied? CLOSE ON the bungs, unnoticed on a side shelf. nnette, Mary Stuart's maid, walks calmly up to the GUARD May 1 Blue Draft 28 June - p. 63 nce inside, Annette abandons her calm manner, and hurries
ANNETTE	Madame! Madame!
MARY	The gentlemen are ready. It will be soon now.
ANNETTE	Blessed Mother of God pray for us!
MARY	Bring me pen and paper, Annette. They wait on my reply. Hurry, now, hurry! W ell, Dr Dee. Here I am again, back to consult the wisdom of your charts. The finest library in England. The greatest array of
DEE	The alignment of the planets is most unusual this year. Mars is due to take the ascendant three days after the anniversary of your birth - your majesty was born on September 7th - and I see that twelve days before the anniversary of your birth - transfers his attention to a different, astronomical
DEE	- there will be a full moon - the moon which -
DEE	- governs the fortunes of all princes of the female gender.
ELIZABETH	Princes of the female gender.
DEE	I mean to say, a prince who is also a woman.
ELIZABETH	Yes, Dr Dee. I am following you. So what does it all mean? D EE It means the rise of a great empire, majesty. And it means convulsions, also. The fall of an empire.
ELIZABETH	Which empire is to rise, and which is to fall?
DEE	That I can't say. Astrology is, as yet, more an art than a science.
WALSINGHAM	Nothing more, Dr Dee? No more specific calamities that we can guard against?
ELIZABETH	He means, Will I be assassinated?
WALSINGHAM	Queens are mortal.
DEE	Elizabeth is mortal. The Queen will never die.
ELIZABETH	You see, Francis? This is a mystery. He has no patience with mysteries. W
ALSINGHAM	What I don't know, I can't use.
DEE	And yet mysteries have power. Have you not learned that?
ELIZABETH	Francis. Leave us for a moment.
ELIZABETH	And the private life of this prince of the female gender, Dr Dee? What do the stars foretell there? Or is this too a mystery?
DEE	These are matters of state, majesty.
ELIZABETH	Do the stars not foretell matters of state?
DEE	For such a prediction, I must look in a different chart.
DEE	Wonderful... Out of such suffering, to have forged such strength... You will need all your strength in days to come... And love... So much love... But you doubt yourself, my child... I've not seen fear in
DEE	Something has weakened you... strength lies in your spirit. Nothing else matters. There are
hard days coming. You must trust	the power of your spirit.
DEE	But I'm no prophet. I see no more than the shadows of ghosts. ELIZABETH An art, not a science. I understand. The royal barge returns down the night river. Elizabeth Raleigh and Bess make love. Elizabeth stands before a long mirror, alone in her She wears a plain shift. She loosens the ties of her shift R 67 eston sits at the table, writing by candle light. Burton
RESTON	You have it?
RESTON	What do you think? There must be
WILLIAM (O.O.V.)	No. It won't do. Reston nods agreement. He returns to the table and dashes
RESTON	We wait on a direct order. He completes the note and gives it to Burton.
RESTON	One more journey, my friend. Then consummatum est! It is finished. 67A Bess lies restlessly asleep. Suddenly she gives a start and
BESS	Please! I'm innocent! I've always been a loyal servant of the Queen. I'd never betray the Queen, never -
WALSINGHAM	But you have, my dear. And you do. We both know that. May 1 Blue Draft 28 June - p. 68
WALSINGHAM	Keep me informed, and all will be well. I don't like surprises. DANCING MASTER Jump!
ANCING MASTER	When I push like this, my lady, give a jump into the air.
ELIZABETH	Let him throw you round, Bess. You can trust him.
DANCING MASTER	And round - and round - and round - and down!
LIZABETH	L a Volta, Mr Raleigh. The jump. I require all my ladies to learn it. You see how fearless Bess is.
RALEIGH	You like your ladies to jump at your command?
ELIZABETH	Sometimes. Do you think that wrong? May 1 Blue Draft 28 June - p. 69
RALEIGH	No, no. You're the Queen. You are to be obeyed.
ELIZABETH	To tell you the truth, Mr Raleigh, there are times when I'm tired of being always in control.
RALEIGH	Nonsense.
ELIZABETH	What?
RALEIGH	You don't mean a word of it. You eat and drink control.
ELIZABETH	Do you say so?
ELIZABETH	Bess, you must try a dance with Mr Raleigh. He's eager to show us his skill.
RALEIGH	No skill at all, majesty. I don't know the steps.
ELIZABETH	Oh, it's very simple.
ELIZABETH	You stand like this, with your hands firmly clasped here - and when she jumps, on the eighth step, you swing her round - once, twice, three times - and you're back to the beginning. What could be simpler?
DANCING MASTER	Your majesty knows the dance better than I.
ELIZABETH	So come, Mr Raleigh. Take your position. I am to be obeyed.
RALEIGH	As your majesty wishes. May 1 Blue Draft 28 June - p. 70
ELIZABETH	Hold her tight. I don't want her dropped. Play!
ELIZABETH	Leave her alone, Walsingham. I want both of them left alone. SCENE RENUMBERED- SEE SCENE 67A
ARY	Am I a danger to England even when I pray? P AULET As always, ma'am, my concern is for your safety.
MARY	I pray for my cousin Elizabeth. Do you think she prays for me? Mary's latest letter is now in Reston's hand. Babington and
RESTON	`If our forces are in readiness, both within and without the realm, then your Queen commands you to set the gentlemen to work.' I think we have it.
WILLIAM	This is the spark that will set England ablaze. Reston takes out pistols, and hands one to Ramsay, one to ESTON We've been patient long enough. Let God's work begin. Walsingham is at work at his desk. A knock on the door.
WILLIAM	It's me. William.
WALSINGHAM	Where have you been? We haven't seen you for days.
WILLIAM	I met up with some old friends.
WALSINGHAM	From Paris, no doubt.
WILLIAM	Yes.
WALSINGHAM	And now you've come back.
WALSINGHAM	Do you know, I can still remember the day you were born?
WALSINGHAM	I was eleven years old. And you, this helpless bundle. I looked at you in your crib, with your little wrinkled face, and I loved you from the first. I vowed then to look after you. I watched you grow up with your head in the clouds, always a dreamer. I couldn't follow you there. And now I've failed you, haven't I? Forgive me if I haven't loved you enough.
WALSINGHAM	Did you really think I didn't know?
WALSINGHAM	Was it for money? At least tell me you got a good price. W illiam shakes his head.
WALSINGHAM	What then? What would you murder your own brother for?
WILLIAM	Eternal life.
WALSINGHAM	Eternal life. The bribe no man can refuse. CLOSE ON Elizabeth, surrounded by courtiers and bodyguards,
ROYAL SERVANT	The Queen is at her prayers! T he chapel doors begin to close.
BABINGTON	Now!
RAMSAY	God for Mary! England's true Queen! Babington bursts into the chapel, sees a line of ladies
BABINGTON	Elizabeth! Mary paces impatiently in her room, trailed by her little
MARY	You bring news?
PAULET	The Queen has been attacked -
MARY	Yes?
PAULET	The assassin seized -
MARY	Yes?
PAULET	The Queen unharmed -
MARY	Unharmed?
PAULET	And you, ma'am, are under arrest.
MARY	Me? What has any of this to do with me? P AULET That's the trouble with intrigue, isn't it? With so many secrets, you can never quite tell who's on who's side, until the game ends.
PAULET	My own invention. Theatrical, but effective. My master has every letter you've written.
MARY	Your master?
PAULET	Walsingham.
MARY	Traitors. I'm surrounded by traitors. Who am I to trust?
MARY	Only my little one... Walsingham has a lamp in his hand. He moves slowly along a
WALSINGHAM	Ready to die, I see, Jesuit.
RESTON	I have done what I was sent to do.
WALSINGHAM	Why was the gun not loaded? ALSINGHAM What was the Jesuit sent to do?
WILLIAM	To kill the Queen. You know it. You know everything.
WALSINGHAM	Not quite everything.
WILLIAM	I've told you all I know. Go ahead and kill me. Take what's left of me. I don't care any more. All my life you've had everything and I've had nothing. So finish it. There's a better world waiting for me. We'll all be judged in the end, brother. Even you.
WALSINGHAM	You're no martyr. You weren't even much of a murderer. Go back to France. Back to your dreams. Never let me hear of you again.
RESTON	Send me home. P 78 hilip sits listening intently, staring into space, the
DON GUERAU	Stuart's own hand. All England
PHILIP	Elizabeth sits deep in thought, Bess by her side. Shadows
ELIZABETH	They say she's taller than me. Her hair is chestnut in colour. Her eyes are hazel. They say she's beautiful. But people lie. They say I am beautiful. A dismissive shrug. Clearly she does not think herself BESS She plotted to kill you. ELIZABETH Yes, it's true. I've read her letters. I too was a prisoner I've done terrible things - just to live.
BESS	So do we all.
ELIZABETH	I can be merciful. But she
protests her innocence, and that	is a lie. Why will she not admit she has wronged me?
BESS	She'll go on lying til you cut ELIZABETH You used to be gentler, Bess.
BESS	I used to be quieter, majesty. Mary Stuart sits before her accusers in the Great Hall of orchid revision 28 June -p. 77A
MARY	Who are you to sit in judgement on me? By what authority do you condemn a Queen? God alone has made me what I am. He is my only judge. Raise your law above God's law, and what law remains? In your vanity and ignorance you set loose the monster of misrule. You know neither who you are nor what you do. But I know who I am. I die as I have lived - trusting in the mercy of my God - a Queen.
ELIZABETH	Must die? Mary Stuart must die? Where is it written? Who dares to
ALSINGHAM	Majesty, this is no time for mercy -
ELIZABETH	Don't preach at me, old man. Look at you! You can hardly stand. Go home to your wife. Go home to your bed.
WALSINGHAM	The law must have its way.
ELIZABETH	The law is for common men, not for princes. Raleigh comes hurrying towards the Queen's quarters. Bess
BESS	Thank God you've come. I've never seen her so distressed. She's been alone in her rooms since morning. She'll see no one.
RALEIGH	Has she asked for me?
BESS	No. But she needs you. I know she does. hand in his, discreetly.
ESS	Go to her. Elizabeth sits alone, deep in thought.
RALEIGH	My Queen.
ELIZABETH	My friend. Did Bess bid you come? Have you a Queen? RALEIGH No. You don't need me to instruct you in your duty.
ELIZABETH	My duty? Was it my father's duty to murder my mother? I would be
RALEIGH	Since when were you so afraid?
ELIZABETH	Yes, I am afraid. I am always afraid.
RALEIGH	You fear your soul will be touched. Royalty is close to immortality. Kill a Queen - and queens are mortal.
ELIZABETH	You understand me well.
RALEIGH	We mortals have many weaknesses. We feel too much. Hurt too much. And all too soon, we die. But we do have the chance of love. orchid revisions 28 june - p.79A
ELIZABETH	Do we? Do we really? I owe England my life. Don't ask for my soul. Mary Stuart at supper, feeding titbits from the table to may 1 blue draft 28 June - p. 80
MARY	Your face tells me. It's decided.
PAULET	Tomorrow morning. At eight.
MARY	Please don't cry. The great timbered hall of the castle has been specially T here are more chairs in the body of the hall, occupied by lizabeth, alone. She knows what's happening. She can't As Mary mounts the stage, the executioner kneels.
EXECUTIONER	Forgiveness, your grace. may 1 blue draft 28 June - p. 81
MARY	I forgive you with all my heart, for now, I hope, you will make an end of all my troubles. ow deeply distressed, Elizabeth suddenly bursts out of the
ELIZABETH	I want it stopped! Elizabeth is hysterical, shouting in Raleigh's restraining
ELIZABETH	No! It must be stopped! Mary kneels, puts her head on the block. M ARY Into your hands, O Lord, I commend my spirit. Elizabeth cries out, as if the axe has fallen on her neck. may 1 blue draft 28 June - p. 82 God save the Queen! ON THE FACES of the awed spectators. We see, FOREGROUND, he sound of cheering crowds outside in the plaza calling
PHILIP	childless- BASTARD! Blood must pay for blood! We have just and Christ to war! Elizabeth! Blood- soaked virgin Elizabeth! You will ON WALSINGHAM - As he walks through the palace.
WALSINGHAM (V.O.)	Forgive me. In my weakness and my vanity, I have failed you. Walsingham on his knees before Elizabeth, abasing himself E LIZABETH How have you failed me? What am I to forgive you for?
WALSINGHAM	Philip of Spain is a God-fearing man. He cannot make war without just cause. He sent the Jesuit to kill a Queen. But not you.
ELIZABETH	Not me!
WALSINGHAM	The Jesuit's mission was to draw Mary Stuart into the murder plot. He knew I was reading her every letter. He waited until she wrote the words that sealed her guilt.
ELIZABETH	And I ordered her execution. I murdered God's anointed Queen. And now God's most dutiful son makes holy war to punish me.
WALSINGHAM	Forgive me, majesty. Let me go. ELIZABETH Yes... Go... The great Standard of the Armada, bearing the image of the
ARCHBISHOP	Exurge, domine et vindica causam tuam. Amen. And at once there is a great outpouring of emotion, the Elizabeth is alone, pacing slowly, reading a book - the
ELIZABETH (V.O.)	`Think you that there is any certainty in the affairs of mankind, when you know that one swift hour can destroy the greatest among us?'
ELIZABETH	Boethius.
RALEIGH	The Consolation of Philosophy.
ELIZABETH	Thank you for coming at this late hour.
ELIZABETH	We're at war. Who knows when we'll meet again. If we'll meet again.
RALEIGH	May the Lord God preserve England's Queen.
ELIZABETH	The same God in whose name Philip wages his holy war. Philip is a righteous man, and righteous men love to destroy. They burn whole worlds to make them pure, and leave behind - ashes.
RALEIGH	He'll not burn England.
ELIZABETH	He may. His Armada is invincible, they say. If London falls, I fall. If England is lost, I am lost.
RALEIGH	Never!
ELIZABETH	Never? It's night. My thoughts turn dark. Don't you ever think that one day, perhaps one day soon, you too will die?
RALEIGH	The closer I come to death, the more I want to live. The hungrier I am for life. LIZABETH You're right. We must live while we can.
RALEIGH	Why be afraid of tomorrow? Today's all we have, and all we know.
ELIZABETH	Today. Tonight.
RALEIGH	Now.
ELIZABETH	I wish -
RALEIGH	I've never known a woman like you.
ELIZABETH	In some other time, in some other world, could you have loved me?
RALEIGH	I know only one world. In this world, I have loved you.
ELIZABETH	Then there's... something you could do for me - something I've not known for a very long time - if you felt so inclined - LIZABETH Something not to be spoken of afterwards - to be forgotten - but just for now -
ELIZABETH	A kiss? CLOSE IMAGES as the Armada standard is carried in Bess appears ahead, and beckons him to a secluded corner. ALEIGH Bess, I've been ordered to my ship -
BESS	I'll be quick. I have something to tell you. But I ask for nothing. Is that understood? Your life is your own. Nothing will change.
RALEIGH	What is this, Bess?
BESS	I'm -
RALEIGH	You're pregnant?
BESS	No one knows. My plans are made. I shall ask the Queen for permission to leave court. I shall live quietly in the country with - with my child. The Queen must know nothing. displays of strong feeling.
ALEIGH	Where will you go?
BESS	To my mother's house.
BESS	I'm a ward of the Queen. I can't court a man without her permission. I can't marry without her permission. As for having a child -
RALEIGH	When were you planning to leave?
BESS	As soon as I'm allowed.
RALEIGH	Am I not to see you again? What's to become of the child? Bess - may 1 blue draft 28 June - p. 88
BESS	Hush! We've no choice. You know it as well as I do.
RALEIGH	All I know is nothing's as it should be.
BESS	Please listen. You once said to me, `Whatever I have to give, ask and it's yours.' Do you remember?
RALEIGH	Of course I remember.
BESS	I ask that you forget me. Go to your ship. Do your duty. Forget me.
R	aleigh gazes at her, deeply moved.
RALEIGH	Oh, Bess...
MARGARET	Bess! We're summoned.
ESS	I'm coming. Goodbye.
OMITTED	An empty horizon. may 1 blue draft 28 June - p. 89 Elizabeth starts up in bed, calls out in sudden fear.
ELIZABETH	Air! I must have air!
RALEIGH (V.O.)	With this ring I thee wed. With my body I thee worship...
RALEIGH	... and with all my worldly goods H I thee endow.
RALEIGH	In the name of the father -
RALEIGH	And of the Son -
RALEIGH	And of the Holy Spirit.
RALEIGH	Amen. A room in which a map of Europe is inlaid in the floor. A Grey Revisions 22 June -p.90
ELIZABETH	This Spanish Armada is at sea carrying an army of ten thousand men. The Duke of Parma has fifteen thousand men on the French coast. WALSINGHAM They plan to cross the Channel in barges, under the protection of the Spanish fleet, and sail up the Thames. ELIZABETH
But they don't yet have enough	barges at Calais. We have a little time. WALSINGHAM That is so. ELIZABETH Our forces defend the Thames men?
HATTON	We have three, possibly four thousand, majesty. WALSINGHAM If the Spanish fleet reaches Calais in strength, the combined armies will be beyond our power to resist.
LIZABETH	Therefore, the Spanish fleet must not reach Calais.
HOWARD	Majesty, this vast Armada will surely smash through our naval defences. We must be prepared for the worst. E 107 lizabeth walks briskly through the great public rooms back May 1 Blue Draft -p.91
WALSINGHAM	How did you know about the numbers of the Dutch barges, majesty? I don't recall supplying you with that information.
ELIZABETH	You may observe, Walsingham, that I don't see my way with only one eye. Nor do I hop along on only one leg. Why then would I rely on only one source of information?
LIZABETH	Where's Bess? ELIZABETH Where is she? We are on the very tip of England. e runs down the steps from the tower. He lights a bundle Doors burst open and Elizabeth comes storming out, barely ELIZABETH Bess! Bess Throckmorton! Bess comes running from the far end.
BESS	Here, my lady!
ELIZABETH	Tell me! Is it true? Are you married? Are you with child? Are you WITH CHILD? stands before her with her head bowed. BESS Yes, my lady. falls on her with uncontrolled rage, striking out
ELIZABETH	You traitress! You dare to have secrets from me! I am your Queen! You ask my permission before you rut - before you marry - before you breed! My bitches wear my collars! Do you hear me? How dare you be with child!
WALSINGHAM	Majesty, please! Dignity - mercy -
ELIZABETH	This is no time for mercy! That's what you said to me. I don't forget. But you showed mercy, Walsingham! Go to your traitor brother, and leave me to my business! alsingham turns white. Elizabeth is back berating Bess.
ELIZABETH	Is it his child? Tell me! Say it! Is the child his? Tell me! Say it! Is it his?
BESS	Yes, my lady. It is - my husband's child. May 1 Blue Draft -p.93
RALEIGH	This is not the Queen I love and serve.
ELIZABETH	This gentleman has seduced a lady under my care. This lady has married without my consent. These are offences punishable by law. Arrest him. rom way up high we see beacon after warning beacon
ELIZABETH	The fall of an empire, you told me. Did you mean the English empire? Because by God, England will not fall while I am Queen! If that's your prophecy, sir, prophesy again!
DEE	You want me to tell your majesty only what your majesty chooses to hear? May 1 Blue Draft -p.94
ELIZABETH	I will not be a toy of the fates! Have I not faced an assassin's bullet and lived? E
LIZABETH	Just tell me there's no certainty. The shadows of ghosts, you said. Any outcome is possible. Give me hope.
DEE	The forces that shape the world are greater than all of us, majesty. How can I promise you that they'll conspire in your favour, even though you are the Queen? But this much I know. When the storm breaks, each man acts in accordance with his own nature. Some are dumb with terror. Some flee. Some hide. And some spread their wings like eagles and soar on the wind.
ELIZABETH	You're a wise man, Dr Dee.
DEE	And you, madam, are a very great lady. 112B lizabeth stares out of the window, watches as the last S
ELIZABETH	My lords, I can offer you no words of comfort. If this Armada succeeds there will be no more freedom in our land, and England will be no more. We cannot be defeated. The unending line of Spanish ships advances over the water.
RALEIGH	What news? Is the fleet at sea?
SERVANT	Yes, sir. May God preserve them. Raleigh lies awake and fully dressed on the bed in his RALEIGH What news?
SERVANT	The Spanish are off Portland.
RALEIGH	And the fleet?
SERVANT	Still at Plymouth, joined by
RALEIGH	All but me. The white cliffs of England, seen from the Channel. England's white cliffs. The Queen, Sir Christopher Hatton, Walsingham and her E LIZABETH The bells are to ring in every church in the land.
ELIZABETH	Labourers are to leave the fields and take up arms. The harvest must wait.
ELIZABETH	Release all prisoners. England is their country too.
ELIZABETH	Release Raleigh. He is forgiven... As I too pray to be forgiven...
ELIZABETH	Leave me. All of you.
P	as at an equal. SPEED TRACK down a palace corridor, urged on by the beat of The chant powers on. ON PHILIP as the chant drives on, murmuring his own prayer.
PHILIP	Tu es Deus qui facis mirabilia solus. Notam fecisti in gentibus virtutem tuam... 120A CLOSE ON RALEIGH - A Royal Official has just handed him a RALEIGH Tell the Queen I will join my The chant continues - The Queen's advisers mill round Elizabeth. Walsingham is ELIZABETH Are our ships at sea? Has the fleet left Plymouth? That can't be so hard to know. The enemy has been engaged, majesty.
ADMIRAL WINTER	A brave action. Two ships lost.
ELIZABETH	With what gain?
HATTON	The enemy continues to advance. FOREGROUND - Floating wreckage, and the bodies of English Double Pink revision 18 July- p.98 Lord Howard bent over a mass of charts with his commanders
DRAKE	We must attack! What choice do we have?
HOWARD	We're decisively outgunned, Drake. We are losing too many
DRAKE	There has to be a way of getting inside this crescent formation. RALEIGH Our ships may be smaller but the strengths we've got.
HOWARD	I tell you, we're out-gunned. Do you want to lose the whole fleet? RALEIGH Break their formation and we have
HOWARD	We can't get near them. Elizabeth among her advisers. An air of mounting panic.
WALSINGHAM	The Spanish are barely a day away, majesty.
HATTON	t would be wise to withdraw to safer ground.
WALSINGHAM	I beg you to appreciate the gravity of the situation, majesty. There is very little time.
ELIZABETH	Then we must act. A low distant beat as we TRACK THROUGH the English camp. O N THE SOLDIERS' FACES - Staring, half afraid, half In the midst of the advancing array of banners and flags, The Queen cries out to ore) army, her voice echoing in the chill air.
ELIZABETH	My loving people! We see the sails of the enemy approaching. We hear the Spanish guns over the water. Soon now we will meet them face to face. In that encounter, England lives, or England dies. I am resolved in the midst and heat of the battle to live or die amongst you all! A cheer from the men. ELIZABETH While we stand together no invader shall pass. Let them come with all the armies of Hell, they will not pass. The crowd gives another mighty cheer.
ELIZABETH	So let us sound the advance and I myself will be your general, judge and rewarder of every one of your virtues in the field. When this day of battle is ended, we meet again in heaven, or on the field of victory.
SOLDIERS	Aye! Dr Dee studies his charts. A ship's lamp sways in the window. A sailor notes the Elizabeth looks around her as the tent shudders in the
SPANISH OFFICER	
2ND OFFICER	
SPANISH OFFICER	Raleigh and Drake hurry along the deck in the whipping wind
DRAKE	They've dropped anchor. These Spanish monsters can't handle our English seas. RALEIGH We have the wind in our favour. Do we go?
DRAKE	We go. God speed, my friend. And don't forget to jump. The tent is full of commotion, soldiers and ministers come DoubleGreen- 22 July- p.102
ADMIRAL WINTER	Under whose orders is he acting?
HATTON	He was told not to risk any more ships of the fleet. Raleigh at the helm of the Tyger gazing intently ahead. A Spanish officer reacts to the danger and shouts commands.
SPANISH OFFICER	Ropes are slashed by flailing axes and cut away from the Philip stares in horror at the flickering candle. The far- 140A Elizabeth's entourage look at the maps stretched out on the WALSINGHAM How many Spanish ships are burning?
WALSINGHAM	Not enough.
ELIZABETH	One empire will rise, and one will fall... Raleigh on the prow of the Tyger as it sails towards the Chaos and panic amongst the Spanish sailors as the fire- Cannonballs crash into the side of the flaming Tyger. The prelaid fuses amongst the Tyger's cannons ignite, as The Tyger's cannons explode causing devastation on the From underneath, men leap into the water. A horse swims 146A John Dee stands on his roof, looking at the sky through a 146B Raleigh, singed and wet from his exploits, is with Drake in RALEIGH How many ships are burning?
DRAKE	Four.
RALEIGH	Not enough. He turns his face towards the coast of England. He speaks The candle flickers. A clap of thunder, and the candle goes 147A Elizabeth looks out to sea. The wind roars, the clouds Images of the beginning of the destruction of the Armada: Raging waves, black sea. The howl of the storm, the rending Elizabeth stands there drinking in the tempest, the wind The space that echoed before to the chants of war is silent
T	he Infanta remains standing beside him, impassive, staring 153A Elizabeth triumphant in the roaring wind. From inside a cave looking out to sea, a scene of CLOSE ON BESS - Screaming in pain. A final spasm passes Walsingham lies in bed, his eyes closed. His wife Ursula lizabeth has come to him. She looks down on him with deep
ELIZABETH	Francis. My old friend. An anonymous man - Agent 3 - walks down a shabby Paris The anonymous man is let into the house by a figure we
AGENT 3	I come from your brother.
WILLIAM	What does he want?
AGENT 3	He asks your forgiveness.
WILLIAM	My forgiveness? Walsingham speaks to his Queen with difficulty.
WALSINGHAM	I have served your majesty - in all things...
ELIZABETH	I know it, old friend. Don't leave me now.
WALSINGHAM	
Y	ou don't need me any more. Permission - to go -
ELIZABETH	You always did do as you pleased, whether I wanted it or not. I've no doubt you'll do as you please now. We see Raleigh from behind. He's holding something, and
OYAL SERVANT	Her majesty the Queen!
ELIZABETH	When was the birth?
RALEIGH	our nights ago.
ELIZABETH	The mother is well?
RALEIGH	Thank God.
ELIZABETH	And the child?
RALEIGH	My son is well.
ELIZABETH	Your Elizabeth has a child. You must be proud.
RALEIGH	Yes.
ELIZABETH	And fulfilled?
RALEIGH	As any man can be. looks at him in silence for a long moment.
ELIZABETH	And do you still dream of your shining city, your New World? ALEIGH More than ever. turns to go. But before she reaches the door, she
LIZABETH	I'd like to give your son my blessing.
RALEIGH	I would be honoured.
LIZABETH (V.O.)	I am called the Virgin Queen. And are all my children. There is no jewel, be it never so rich a prize, which I put before this jewel: I mean, your love. I want no more wars. England is enough for me. I want no lordship over your souls. Only a free people can love. And in your love - is my life. TITLES
