CHARACTER	DIALOGUE
NoMan	can start by telling me why you're on this plane?
NoMAN	
NoMAN	of a prison. We will come back for the girl. And when we do, it of this world once before. And you're the closest thing to a own brother. belief that God could never forgive your 'grievous offenses'. So Are you serious?
