film_title,bechdel_test,male_rating,male_num_reviews,female_rating,female_num_reviews,majority_reviewer_gender,gender_who_preferred,large_diff
Flukt,pass,5.9,1209,6.2,204,male,female,FALSE
For a Good Time Call...,pass,5.7,4693,6.4,3622,male,female,TRUE
Foreign Letters,pass,6.4,46,6.1,28,male,male,TRUE
Four Assassins,fail,3.6,306,3.6,52,male,equal,FALSE
Frances Ha,pass,7.5,13876,7.6,5610,male,female,FALSE
Frankenweenie,fail,6.9,35695,7.2,13090,male,female,FALSE
Future Weather,pass,5.8,188,6.1,76,male,female,FALSE
Gambit,fail,5.7,7613,5.8,2798,male,female,FALSE
Game Change,pass,7.4,10497,7.6,2453,male,female,FALSE
Gayby,pass,6.1,1000,6.1,340,male,equal,FALSE
Ginger and Rosa,pass,6.1,2492,6.4,1889,male,female,TRUE
Girl in Progress,pass,5.2,1733,5.8,2121,female,female,TRUE
Girl Vs. Monster,pass,4.9,240,6.4,280,female,female,TRUE
Gone,pass,5.8,16181,6.2,7980,male,female,TRUE
Goodbye,pass,7.2,252,7.7,61,male,female,TRUE
Grabbers,pass,6.2,6842,6.3,1027,male,female,FALSE
The Grey,fail,6.8,126082,6.5,18320,male,male,FALSE
The Guilt Trip,pass,5.7,14388,6,5477,male,female,FALSE
Gyo,pass,5.8,354,6.1,58,male,female,FALSE
Hannah Arendt,pass,7.1,2534,7.4,923,male,female,TRUE
Hannibal,pass,8.5,39229,8.6,17338,male,female,FALSE
The Haunting of Whaley House,pass,3.8,800,4,391,male,female,FALSE
Hemingway & Gellhorn,fail,6.3,2919,6.5,1438,male,female,FALSE
The History of Future Folk,fail,7.1,745,7.3,117,male,female,FALSE
Hit and Run,pass,6.1,17315,6.3,3794,male,female,FALSE
Hitchcock,fail,6.9,32385,7,9733,male,female,FALSE
The Hobbit: An Unexpected Journey,fail,8,308689,8.2,77634,male,female,FALSE
Holy Motors,fail,7.1,16095,7.1,3282,male,equal,FALSE
Hope Springs,pass,6.3,14749,6.4,9416,male,female,FALSE
Hotel Transylvania,pass,7,61181,7.4,26556,male,female,TRUE
House at the End of the Street,pass,5.4,25259,5.9,12074,male,female,TRUE
The Hunger Games,pass,7,296147,7.9,128652,male,female,TRUE
Hyde Park on Hudson,fail,5.8,4544,5.9,1663,male,female,FALSE
I Belong,pass,6.7,203,6.6,73,male,male,FALSE
If I Were You,pass,6.5,281,7.4,301,equal,female,TRUE
Ill Manors,pass,7,4706,7.1,639,male,female,FALSE
The Impossible,fail,7.5,71478,7.9,24956,male,female,TRUE
In The Dark Half,pass,5.4,116,6,43,male,female,TRUE
Inch'Allah,pass,6.8,848,6.9,278,male,female,FALSE
Interview with a Hitman,fail,5.7,2980,5.7,314,male,equal,FALSE
Iron Sky,pass,6,54051,5.9,5627,male,male,FALSE
It's a Disaster,pass,6.5,4158,6.4,1027,male,male,FALSE
Jack and Diane,pass,4.2,799,4.8,585,male,female,TRUE
Jack Reacher,fail,7,119882,6.8,17067,male,male,FALSE
Jagten,fail,8.3,60035,8.3,15309,male,equal,FALSE
Jayne Mansfield's Car,pass,6.3,931,6.3,284,male,equal,FALSE
John Carter,pass,6.6,130506,6.7,21363,male,female,FALSE
John Dies at the End,fail,6.5,16357,6.4,2384,male,male,FALSE
Kahaani,pass,8.2,17885,8.2,1752,male,equal,FALSE
Kapringen,fail,7.2,5923,7.3,1005,male,female,FALSE
The Key and the Frame,pass,no data,no data,no data,no data,no data,no data,
Killer Joe,fail,6.8,34159,6.5,5175,male,male,FALSE
Killing Them Softly,fail,6.3,70457,5.8,8125,male,male,TRUE
Kiss of the Damned,pass,5.5,1645,5.7,517,male,female,FALSE
Klip,pass,5.8,2569,6.4,614,male,female,TRUE
Kon-Tiki,fail,7.3,17734,7.4,3360,male,female,FALSE
La cinquieme saison,pass,7.1,428,7.1,150,male,equal,FALSE
Lake Effects,pass,4.9,123,6.2,131,equal,female,TRUE
Lawless,fail,7.3,99426,7.5,18062,male,female,FALSE
Le grand soir,fail,5.8,806,6.1,144,male,female,FALSE
Le prenom,pass,7.2,4090,7.4,1257,male,female,FALSE
Les Miserables,pass,7.6,100688,8,56020,male,female,TRUE
Life of Pi,fail,8,206950,8.2,57550,male,female,FALSE
Lincoln,pass,7.5,107989,7.4,23504,male,male,FALSE
The Lizzie Bennet Diaries,pass,5.7,185,9.1,1241,female,female,TRUE
Looper,fail,7.5,230357,7.5,44320,male,equal,FALSE
The Lorax,fail,6.3,36935,6.9,16643,male,female,TRUE
The Lords of Salem,pass,5.2,10218,4.9,2157,male,male,FALSE
Lore,pass,7,5012,7.5,1711,male,female,TRUE
The Lucky One,pass,6.1,17930,6.8,20572,female,female,TRUE
Madagascar 3: Europe's Most Wanted,fail,6.9,56022,7.2,16800,male,female,FALSE
Magic Mike,pass,6,32750,6.2,31027,equal,female,FALSE
The Magic of Belle Isle,pass,6.9,5787,7.1,1854,male,female,FALSE
Man on a Ledge,fail,6.6,76039,6.8,15256,male,female,FALSE
The Man with the Iron Fists,fail,5.4,35675,5.4,3791,male,equal,FALSE
The Master,fail,7.1,54712,6.7,9942,male,male,TRUE
Men in Black III,fail,6.9,145336,7.1,28363,male,female,FALSE
Mental,pass,5.9,1743,6.5,1087,male,female,TRUE
Mirror Mirror,pass,5.4,26796,5.8,23771,male,female,TRUE
Monster High: Ghoul's Rule,pass,4,117,7,110,equal,female,TRUE
Moonrise Kingdom,pass,7.8,110718,7.9,36466,male,female,FALSE
Morgana,pass,3.5,100,3.8,40,male,female,FALSE
Mosquita y Mari,pass,5.4,158,6.5,137,male,female,TRUE
Much Ado About Nothing,pass,7.2,5554,7.7,2698,male,female,TRUE
No,fail,7.4,8620,7.5,2481,male,female,FALSE
Not Fade Away,pass,6,2035,5.8,505,male,male,FALSE
The Odd Life of Timothy Green,pass,6.4,14505,6.9,9883,male,female,TRUE
Oh Boy,fail,7.5,3330,7.5,941,male,equal,FALSE
Okami kodomo no ame to yuki,pass,8.1,3287,8.2,1233,male,female,FALSE
One for the Money,pass,5.1,13895,5.6,10947,male,female,TRUE
The Pact,pass,5.8,8755,5.8,3009,male,equal,FALSE
Papadopoulos & Sons,fail,6.1,535,6.6,216,male,female,TRUE
The Paperboy,pass,5.7,13586,5.9,5027,male,female,FALSE
Paradies: Liebe,pass,7,2706,7.1,866,male,female,FALSE
Paranormal Activity 4,pass,4.5,26227,4.7,7444,male,female,FALSE
ParaNorman,fail,6.9,36733,7.2,12283,male,female,FALSE
Parental Guidance,pass,5.8,9686,6.5,4735,male,female,TRUE
Paris-Manhattan,pass,6,1149,6.5,617,male,female,TRUE
Passion,pass,5.4,7113,5,2997,male,male,TRUE
Paulette,pass,6.5,1707,6.9,486,male,female,TRUE
People Like Us,pass,7.1,15232,7.2,7882,male,female,FALSE
The Perks of Being a Wallflower,fail,8,128457,8.2,71049,male,female,FALSE
The Pirates! Band of Misfits,fail,6.7,22474,6.8,5288,male,female,FALSE
Pitch Perfect,pass,7,57161,7.7,50400,male,female,TRUE
The Place Beyond the Pines,fail,7.4,92046,7.3,21729,male,male,FALSE
Populaire,pass,6.7,2718,7,1533,male,female,FALSE
The Possession,pass,5.9,23725,6.1,8222,male,female,FALSE
Premium Rush,pass,6.5,56749,6.7,10546,male,female,FALSE
Price Check,pass,5.5,991,5.2,299,male,male,FALSE
Privacy,pass,5.1,20,6.7,15,male,female,TRUE
Prometheus,pass,7.1,263657,6.8,45750,male,male,FALSE
Quartet,pass,6.7,6132,7.1,3366,male,female,TRUE
Qwerty,pass,5.4,122,6.6,32,male,female,TRUE
Radio Rebel,pass,6.1,759,6.6,1289,female,female,TRUE
The Raven,fail,6.3,43200,6.6,12442,male,female,FALSE
Red Dawn,fail,5.3,33616,6.2,8123,male,female,TRUE
Red Tails,fail,5.8,18345,6.4,2903,male,female,TRUE
Renoir,pass,6.5,1271,6.7,592,male,female,FALSE
Resident Evil: Retribution,pass,5.2,62557,5.8,10309,male,female,TRUE
Rise of the Animals,pass,3.6,344,2.5,52,male,male,TRUE
Rise of the Guardians,fail,7.1,48432,7.9,22586,male,female,TRUE
Robot & Frank,fail,7.1,28220,7.1,5996,male,equal,FALSE
Rock Jocks,fail,4.9,215,5.5,43,male,female,TRUE
Rock of Ages,pass,5.8,29175,6.2,14591,male,female,TRUE
Ruby Sparks,pass,7.2,34475,7.2,15450,male,equal,FALSE
Ruroni Kenshin: Meiji kenkaku roman tan,pass,7.5,6338,7.9,1084,male,female,TRUE
Safe,fail,6.5,47743,6.6,6163,male,female,FALSE
Safety Not Guaranteed,pass,7.1,51338,7.1,13474,male,equal,FALSE
The Sapphires,pass,6.9,4242,7.4,2700,male,female,TRUE
Sassy Pants,pass,6,327,6.4,549,female,female,TRUE
Savages,pass,6.6,61128,6.6,14886,male,equal,FALSE
Seeking a Friend for the End of the World,fail,6.7,43475,6.8,13366,male,female,FALSE
The Sessions,fail,7.2,20005,7.3,6815,male,female,FALSE
Seven Psychopaths,fail,7.2,100871,7.2,22049,male,equal,FALSE
Shelter,pass,5.1,16,7,8,male,female,TRUE
Sightseers,pass,6.5,10484,6.6,1860,male,female,FALSE
Silent Hill: Revelation 3D,pass,5,27366,5.2,6550,male,female,FALSE
Silver Linings Playbook,pass,7.9,226224,7.8,89453,male,male,FALSE
Sinister,fail,6.8,59426,6.8,16829,male,equal,FALSE
The Skinny,pass,6.1,125,6.1,47,male,equal,FALSE
Skyfall,pass,7.8,283469,7.8,53956,male,equal,FALSE
Sleepwalk With Me,fail,6.8,5626,6.6,1360,male,male,FALSE
Smashed,pass,6.8,6095,6.7,2068,male,male,FALSE
Smiley,pass,3.4,3008,4.1,1072,male,female,TRUE
Snackbar,fail,5.8,57,5.8,6,male,equal,FALSE
Snow Queen,pass,5.1,295,5.2,104,male,female,FALSE
Snow White and the Huntsman,pass,6.1,106144,6.5,51270,male,female,TRUE
Sparkle,pass,5.2,1985,6.1,1815,equal,female,TRUE
Spring Breakers,pass,5.5,51776,5,17198,male,male,TRUE
Starlet,pass,6.7,1830,6.8,656,male,female,FALSE
Stars Above,pass,6.2,57,6.9,31,male,female,TRUE
Steel Magnolias,pass,4.9,313,5.9,581,female,female,TRUE
Step Up Revolution,pass,6.2,16637,6.9,10697,male,female,TRUE
Stories We Tell,pass,7.7,3713,7.7,1120,male,equal,FALSE
Strike Witches - The Movie,pass,5.6,42,8.3,3,male,female,TRUE
Struck by Lightning,pass,6.1,3969,6.8,4194,equal,female,TRUE
Superman vs. The Elite,fail,7.1,4646,6.9,232,male,male,FALSE
Supporting Characters,fail,6.4,343,5.9,105,male,male,TRUE
The Swing,pass,no data,no data,no data,no data,no data,no data,
Tabu,pass,7.5,2672,7.5,643,male,equal,FALSE
Taken 2,fail,6.2,113782,6.5,19672,male,female,FALSE
The Tall Man,pass,5.9,17445,6.2,4962,male,female,FALSE
Tango libre,fail,6,249,5.7,108,male,male,FALSE
Tears of Steel,fail,5.6,593,5.4,42,male,male,FALSE
Ted,fail,7.1,232058,6.7,58374,male,male,TRUE
That's My Boy,fail,5.7,38340,5.4,8506,male,male,FALSE
Think Like a Man,pass,6.2,11814,7,8808,male,female,TRUE
This Is 40,pass,6.2,51148,6.1,18368,male,male,FALSE
This Means War,fail,6.2,67648,6.8,31951,male,female,TRUE
Tim and Eric's Billion Dollar Movie,fail,5.2,5139,4.9,546,male,male,FALSE
Tinkerbell and the Secret of the Wings,pass,6.7,2019,7.6,2019,equal,female,TRUE
To Rome With Love,fail,6.3,30997,6.3,14195,male,equal,FALSE
To the Wonder,pass,6.2,9682,5.5,2884,male,male,TRUE
Total Recall,fail,6.3,122020,6.4,19504,male,female,FALSE
The Twilight Saga: Breaking Dawn - Part 2,pass,5,63913,6.6,53254,male,female,TRUE
Underworld: Awakening,pass,6.3,66012,6.7,14964,male,female,TRUE
V/H/S,fail,5.8,21628,5.5,4376,male,male,FALSE
The Vow,pass,6.7,40166,7,41804,equal,female,FALSE
Wanderlust,pass,5.6,32298,5.6,13326,male,equal,FALSE
Warpaint,fail,7.5,2,9,3,female,female,TRUE
The Watch,fail,5.7,60487,5.6,11704,male,male,FALSE
What Maisie Knew,pass,7.4,6344,7.7,4476,male,female,FALSE
What to Expect When You're Expecting,pass,5.4,19235,6,18819,equal,female,TRUE
The Woman in Black,fail,6.4,65679,6.6,27176,male,female,FALSE
Women's Day (Dzien kobiet),pass,5.9,81,6.2,18,male,female,FALSE
Won't Back Down,pass,6,1877,6.8,1406,male,female,TRUE
The Words,fail,7,25469,7.1,12704,male,female,FALSE
Wrath of the Titans,fail,5.8,93639,6,14640,male,female,FALSE
Wreck-It Ralph,pass,7.8,118258,7.9,31630,male,female,FALSE
Zero Dark Thirty,pass,7.4,124202,7.4,20835,male,equal,FALSE
[REC]3 Genesis,pass,5.1,13598,5,2310,male,male,FALSE
a annan veg,fail,6.8,213,6.4,70,male,male,TRUE
11 Flowers,pass,7,244,7.2,47,male,female,FALSE
17 Girls,pass,5.9,715,6.2,717,equal,female,FALSE
17 Miracles,pass,5.4,370,7.3,131,male,female,TRUE
30 Minutes or Less,fail,6.2,52444,6.1,7826,male,male,FALSE
50/50,fail,7.8,144965,7.8,46848,male,equal,FALSE
A Dangerous Method,pass,6.5,38873,6.4,18445,male,male,FALSE
A Happy Event,pass,6.4,1377,7,806,male,female,TRUE
A Little Bit of Heaven,pass,5.9,6184,6.6,9040,female,female,TRUE
A Lonely Place to Die,pass,6.3,13578,6.3,2495,male,equal,FALSE
A Separation,pass,8.5,77295,8.3,17976,male,male,FALSE
A Simple Life,pass,7.6,2101,7.8,589,male,female,FALSE
A Very Harold & Kumar 3D Christmas,fail,6.4,37083,6.2,4174,male,male,FALSE
Absentia,pass,5.7,5449,5.8,1888,male,female,FALSE
The Adjustment Bureau,pass,7.1,121361,7.1,27372,male,equal,FALSE
The Adventures of Tintin,fail,7.4,110087,7.3,19778,male,male,FALSE
Age of the Dragons,fail,3.3,2801,3.8,376,male,female,TRUE
Alamanya,pass,7.2,2580,7.6,740,male,female,TRUE
Albatross,pass,6.2,1449,6.5,881,male,female,FALSE
Albert Nobbs,pass,6.5,8423,6.9,5887,male,female,TRUE
Alien Armageddon,pass,1.9,723,2,96,male,female,FALSE
Aliens vs. Avatars,pass,1.5,1012,2.2,84,male,female,TRUE
All Superheroes Must Die,fail,3.8,1119,4.5,166,male,female,TRUE
Alps,pass,6.3,1969,6.4,538,male,female,FALSE
Alvin and the Chipmunks: Chipwrecked,pass,4,10314,5.1,4425,male,female,TRUE
Alyce Kills,pass,5.5,1163,5.4,266,male,male,FALSE
Amber Lake,pass,5.6,135,6.3,126,equal,female,TRUE
And if we all live together,fail,6.6,953,6.9,525,male,female,TRUE
Another Earth,pass,7,35134,7.2,8881,male,female,FALSE
Another Happy Day,pass,5.8,1354,6.3,1000,male,female,TRUE
Apart,pass,4.8,245,5.9,161,male,female,TRUE
Apartment 143,pass,5.2,4706,5.1,1781,male,male,FALSE
Apollo 18,fail,5.3,32301,5.2,4799,male,male,FALSE
The Art of Getting By,fail,6.6,15078,6.6,10031,male,equal,FALSE
Arthur,fail,5.7,27214,6,9657,male,female,FALSE
Arthur Christmas,fail,7,16935,7.3,6623,male,female,FALSE
The Artist,fail,8,101698,8.2,33463,male,female,FALSE
Atlas Shrugged: Part I,pass,5.8,7349,6,1464,male,female,FALSE
Attack the Block,pass,6.6,54135,6.7,7487,male,female,FALSE
Attenberg,pass,6.1,2188,6.2,731,male,female,FALSE
Au cul du loup,pass,5.9,94,5.9,23,male,equal,FALSE
The Awakening,pass,6.4,22319,6.7,8449,male,female,FALSE
Bad Teacher,pass,5.7,82212,5.7,32673,male,equal,FALSE
Batman: Year One,pass,7.4,10869,7.2,668,male,male,FALSE
Battle: Los Angeles,fail,5.8,110274,5.8,11591,male,equal,FALSE
Beastly,fail,5,17509,5.9,24488,female,female,TRUE
The Best Exotic Marigold Hotel,pass,7.2,30234,7.5,16356,male,female,FALSE
The Big Year,fail,6.2,20577,6.2,4695,male,equal,FALSE
Black Butterflies,pass,5.9,888,6.7,350,male,female,TRUE
Black Gold,fail,6.7,5661,6.9,891,male,female,FALSE
The Black Power Mixtape 1967-1975,pass,7.2,713,7.5,201,male,female,FALSE
Blackthorn,fail,6.6,4677,6.5,437,male,male,FALSE
Bridesmaids,pass,6.8,94033,7.1,59273,male,female,FALSE
Butter,pass,6.2,7918,6.3,4219,male,female,FALSE
The Cabin in the Woods,pass,7.1,143633,6.9,35832,male,male,FALSE
Cafe de Flore,pass,7.2,3795,7.8,2671,male,female,TRUE
The Caller,pass,6,4074,6.3,1692,male,female,FALSE
Captain America: The First Avenger,fail,6.8,216610,7,42996,male,female,FALSE
The Captains,fail,7.1,1142,7.1,158,male,equal,FALSE
Carnage,pass,7.2,52851,7.1,16417,male,male,FALSE
Cars 2,fail,6.4,51622,6.5,11318,male,female,FALSE
Catch .44,pass,4.7,10422,4.4,1123,male,male,FALSE
Cedar Rapids,fail,6.3,23859,6,3521,male,male,FALSE
Circumstance,pass,5.6,3379,6.8,1471,male,female,TRUE
Cloudburst,pass,7,278,7.6,215,male,female,TRUE
Codependent Lesbian Space Alien Seeks Same,pass,5.6,86,7.2,47,male,female,TRUE
Colombiana,fail,6.3,46208,6.7,9999,male,female,TRUE
Combat Girls,pass,6.8,1692,7.1,311,male,female,FALSE
Conan the Barbarian,pass,5.2,56752,5.4,8198,male,female,FALSE
Contagion,pass,6.7,111337,6.6,26153,male,male,FALSE
Coriolanus,fail,6.1,18233,6.4,2627,male,female,TRUE
Coup declat,pass,5.5,100,5.7,12,male,female,FALSE
Courageous,pass,6.6,7055,7.8,2893,male,female,TRUE
Cowboys & Aliens,fail,6.1,110985,6.1,16641,male,equal,FALSE
The Craiglist Killer,pass,5.1,732,5.6,469,male,female,TRUE
Crazy Stupid Love.,fail,7.4,170928,7.6,80917,male,female,FALSE
Cyberbully,pass,5.3,1854,6.8,3352,female,female,TRUE
Damsels in Distress,pass,5.9,3492,5.4,1852,male,male,TRUE
The Darkest Hour,pass,4.9,32307,5,5935,male,female,FALSE
The Dead Inside,fail,5.8,150,5.7,60,male,male,FALSE
The Decoy Bride,pass,5.7,1988,6.5,2975,female,female,TRUE
The Deep Blue Sea,pass,6.2,4303,6.3,3448,male,female,FALSE
The Descendants,pass,7.4,113908,7.2,37618,male,male,FALSE
Detention,pass,5.7,5931,5.9,2401,male,female,FALSE
Deus Ex Human Revolution,pass,8.8,2184,6.9,139,male,male,TRUE
Diary of a Wimpy Kid: Rodrick Rules,fail,6.5,9084,7,3513,male,female,TRUE
The Divide,pass,5.8,19852,5.8,3346,male,equal,FALSE
Dolphin Tale,fail,6.7,7236,7.4,4530,male,female,TRUE
Donovan's Echo,fail,6.1,558,6.3,169,male,female,FALSE
The Double,fail,5.9,14512,6.1,2516,male,female,FALSE
Dream House,pass,5.9,23493,6.1,9667,male,female,FALSE
Drive,pass,7.9,255020,7.7,53283,male,male,FALSE
The Eagle,fail,6.2,33097,6.4,6190,male,female,FALSE
Eva,pass,6.6,3840,6.7,979,male,female,FALSE
Exit Humanity,pass,5.4,2486,5.3,427,male,male,FALSE
Extremely Loud & Incredibly Close,fail,6.8,40005,7.4,18000,male,female,TRUE
Faces in the Crowd,pass,5.6,8427,6.1,2863,male,female,TRUE
Familiar Grounds,fail,6.5,185,5.8,35,male,male,TRUE
Fast Five,pass,7.3,163921,7.6,24159,male,female,FALSE
Final Destination 5,fail,5.8,50076,5.9,10291,male,female,FALSE
Fjellet,pass,5.4,109,6.8,43,male,female,TRUE
Flypaper,pass,6.4,16450,6.5,3881,male,female,FALSE
Footloose,pass,5.5,12640,6.2,11650,equal,female,TRUE
Footnote,fail,7,2719,7.1,600,male,female,FALSE
The Forgiveness of Blood,pass,6.8,926,6.9,171,male,female,FALSE
Found Memories (Historias que so existem quando lembradas),pass,7.2,275,7.5,83,male,female,FALSE
Free Men,fail,6.6,611,6.6,156,male,equal,FALSE
French Immersion,pass,5.2,134,6,23,male,female,TRUE
Friends with Benefits,pass,6.5,109552,6.8,57036,male,female,FALSE
Friends with Kids,pass,6.1,15629,6.4,11759,male,female,TRUE
Fright Night,pass,6.4,50489,6.4,14743,male,equal,FALSE
From Prada to Nada,pass,5.1,3474,5.7,4965,female,female,TRUE
From Up on Poppy Hill,pass,7.3,6140,7.6,2470,male,female,FALSE
The Future,pass,6.1,3763,6.2,1465,male,female,FALSE
Ghost Rider: Spirit of Vengeance,fail,4.3,52010,4.6,6796,male,female,FALSE
The Girl with the Dragon Tattoo,fail,7.9,176516,7.9,49536,male,equal,FALSE
Gnomeo & Juliet,pass,5.8,19584,6.3,11525,male,female,TRUE
The Good Doctor,pass,5.5,2058,5.7,1260,male,female,FALSE
The Green Hornet,fail,5.9,89773,5.8,14351,male,male,FALSE
Green Lantern,fail,5.7,132664,5.8,23250,male,female,FALSE
The Guard,fail,7.3,38291,7.3,5000,male,equal,FALSE
Hall Pass,fail,6,66123,5.6,14216,male,male,TRUE
The Hangover Part 2,fail,6.5,202497,6.5,46121,male,equal,FALSE
Hanna,pass,6.8,98473,6.9,23682,male,female,FALSE
Hara-Kiri: Death of a Samurai,fail,7.3,3173,7.4,310,male,female,FALSE
Harry Potter and the Deathly Hallows: Part 2,pass,8,229202,8.6,86810,male,female,TRUE
Hasta la Vista,fail,7.3,3178,7.6,675,male,female,FALSE
Haywire,fail,5.9,48608,5.5,8192,male,male,TRUE
Headhunters,fail,7.6,45642,7.5,7437,male,male,FALSE
Hell,pass,5.9,6446,5.9,982,male,equal,FALSE
The Help,pass,7.9,117601,8.4,82479,male,female,TRUE
Hesher,fail,7.1,27028,7.1,6953,male,equal,FALSE
Hick,pass,5.6,6448,6,3566,male,female,TRUE
Higher Ground,pass,6.2,1476,6.7,560,male,female,TRUE
Himizu,pass,7.1,1030,7.5,206,male,female,TRUE
Hobo with a Shotgun,fail,6.1,27800,6,2123,male,male,FALSE
Hoodwinked Too! Hood vs. Evil,pass,4.8,5276,5,1934,male,female,FALSE
Hop,fail,5.3,11701,6,5337,male,female,TRUE
Horrible Bosses,pass,6.9,181893,6.8,54094,male,male,FALSE
Hugo,pass,7.6,137348,7.7,38761,male,female,FALSE
The Human Centipede II (Full Sequence),fail,4,13473,3.7,3272,male,male,FALSE
Hysteria,pass,6.6,9965,6.9,7615,male,female,TRUE
I Am Nasrine,pass,6.6,46,8.4,28,male,female,TRUE
I Am Number Four,fail,6.1,107649,6.5,30270,male,female,TRUE
Ides Of March,fail,7.2,111734,7.1,30156,male,male,FALSE
Immortals,fail,6,88036,6.3,17340,male,female,FALSE
In Time,fail,6.6,153725,6.8,43349,male,female,FALSE
The Inbetweeners Movie,fail,6.8,34702,6.8,5774,male,equal,FALSE
The Innkeepers,pass,5.6,15247,4.9,4209,male,male,TRUE
Inventory,pass,4.9,8,6,3,male,female,TRUE
Iris,pass,5.6,44,6.5,24,male,female,TRUE
The Iron Lady,pass,6.3,39170,6.8,16040,male,female,TRUE
Jack and Jill,pass,3.3,31308,4.2,9520,male,female,TRUE
Jackpot (Arme Riddere),fail,6.6,1265,6.7,190,male,female,FALSE
Jamie and Jessie Are Not Together,pass,5.6,22,5.1,48,female,male,TRUE
Jane Eyre,pass,7.2,16550,7.6,24190,female,female,TRUE
Jeff Who Lives at Home,pass,6.5,34106,6.4,8894,male,male,FALSE
Jin ling shi san chai,pass,7.6,21131,7.9,5317,male,female,TRUE
Jiro Dreams of Sushi,fail,7.9,10835,7.9,2597,male,equal,FALSE
Joe and Belle,pass,5,72,5.6,60,male,female,TRUE
Johnny English Reborn,pass,6.2,55791,6.2,8503,male,equal,FALSE
Juan of the Dead,fail,6.5,4690,6.7,705,male,female,FALSE
Jumping the Broom,pass,5.1,3169,6.1,2769,male,female,TRUE
Just Go with It,pass,6.3,77362,6.6,37428,male,female,FALSE
Kill List,pass,6.3,14935,5.8,1683,male,male,TRUE
Killer Elite,fail,6.5,71395,6.3,7054,male,male,FALSE
Kung Fu Panda 2,pass,7.4,90331,7.3,19458,male,male,FALSE
L'amour dure trois ans,pass,6.1,1483,6.2,823,male,female,FALSE
L'art d'aimer,pass,6.2,602,6.3,229,male,female,FALSE
La Leyenda de la Llorona,pass,5.8,108,6.4,50,male,female,TRUE
Last Call at the Oasis,pass,7.1,170,7.2,51,male,female,FALSE
Last Call at the Oasis,pass,7.1,170,7.2,51,male,female,FALSE
Le Havre,pass,7.2,8456,7.3,2152,male,female,FALSE
Le Skylab,pass,6.4,767,6.6,295,male,female,FALSE
The Lie,pass,5.2,337,5.3,115,male,female,FALSE
Life Without Principle,pass,6.9,988,7,166,male,female,FALSE
Like Crazy,pass,6.7,15850,6.8,14318,equal,female,FALSE
Limitless,fail,7.4,216892,7.4,48086,male,equal,FALSE
The Lincoln Lawyer,fail,7.3,100510,7.4,22246,male,female,FALSE
Little Birds,pass,6.1,1185,6.3,1130,equal,female,FALSE
The Little Engine That Could,pass,5.3,102,6.5,50,male,female,TRUE
Lloyd the Conqueror,fail,5.5,158,7.5,38,male,female,TRUE
The Loneliest Planet,fail,5.5,1606,5.4,572,male,male,FALSE
Lovely Molly,pass,5.3,3874,5.1,1423,male,male,FALSE
Margaret,pass,6.5,6370,6.1,2412,male,male,TRUE
Margin Call,fail,7.1,54589,7,9047,male,male,FALSE
Mars Needs Moms,pass,5.4,10301,5.6,2816,male,female,FALSE
Martha Marcy May Marlene,pass,7,20690,6.9,8642,male,male,FALSE
Masks,pass,5.8,270,6,32,male,female,FALSE
Mean Girls 2,pass,4,3346,4.3,5446,female,female,FALSE
The Mechanic,fail,6.5,75881,6.6,7994,male,female,FALSE
Melancholia,pass,7.1,64245,7.2,23783,male,female,FALSE
Michael,fail,7,2092,7,519,male,equal,FALSE
Midnight in Paris,pass,7.7,142702,7.7,60946,male,equal,FALSE
Mildred Pierce,pass,7.6,5427,7.8,4990,equal,female,FALSE
Mission: Impossible - Ghost Protocol,fail,7.4,211361,7.4,32773,male,equal,FALSE
Mitsuko Delivers,pass,6.6,76,7.4,24,male,female,TRUE
Moneyball,fail,7.6,170606,7.3,30868,male,male,FALSE
Monsieur Lahzar,pass,7.5,8348,7.6,2642,male,female,FALSE
Monte Carlo,pass,5.2,7606,6.1,12321,female,female,TRUE
Moon Point,fail,4.5,72,5.3,32,male,female,TRUE
The Moth Diaries,pass,4.7,1940,5.1,1569,male,female,TRUE
Mr. Popper's Penguins,fail,5.9,35269,6.3,10970,male,female,TRUE
The Muppets,fail,7.2,44088,7.3,13445,male,female,FALSE
My Piece of the Pie,pass,5.7,805,6,275,male,female,FALSE
My Week with Marilyn,pass,7,31735,7.1,22214,male,female,FALSE
New Year's Eve,pass,5.3,23361,6,22531,equal,female,TRUE
