M	CHARACTER	DIALOGUE
M	PERSEUS' POV	Andromeda, up in the balcony, has made herself visible only to him. She silently mouths these words -- "Thank... you."
M	AT THE MAP	which has been hung for all to see, Amoun uses a pointer.
M	AMOUN	We head north on the Via Dahlia. If we can make it to the Disputed Territories... MOVE IN ON the tip of Amoun's pointer on the
M	AMOUN (O.S.)	. we'll join the Cleon desert legion, the most formidable unit in all the army... With their escort, we can safely reach our destination in Skolothia, which lies to the east... First, two fearsome Mongols, MONGKE and TAMBURLANE.
M	AMOUN (V.0.)	Our guides will be Mongke and Tamburlane, father and son monster hunters from the Kingdom of the Iron Horde. Next, THE PRAETORIAN GUARD, commanded by a square-jawed
M	AMOUN (V.0.)	Our escort will be a detachment of the Praetorian Guard, led by Commander Draco -- the staunchest security force in Joppa. Next, on a stunning pale horse, a pale rider -- the
M	PERSEUS (V.0.)	Why do we bring the Earth Goddess into this danger?
M	AMOUN (V.0.)	I thank the stars we have her. Besides, she takes her orders from an authority much greater than I. Next, Spyros; horseback riding is not one of his many
M	PERSEUS	Amoun, it seems an odd coincidence you came into my life as tutor, so long ago, and now, once again you instruct me. No matter what you believe, Porpoise, some things are fated. I've been looking forward to this journey for a long, long time. He spurs his horse, riding ahead. Spyros drops back beside Perseus.
M	SPYROS	Who would have thought we'd be on a journey like this? Two simple fishermen.
M	PERSEUS	I'm afraid I've dragged you into real danger, Father, when I have little idea of what I'm doing.
M	SPYROS	Living at the mercy of the sea so long has convinced me some adventures are unexpected and some dangers unavoidable. It's all in your attitude.
M	PERSEUS	What's our attitude about destroying Leviathan?
M	SPYROS	The Kraken is just another big fish. Perseus smiles, but is not as sanguine.
M	TIAMAT	The demigod and his retinue are joined. They march for the counsel of the Norn Sisters, to seek the frailty of my Leviathan. The Sisters...
M	TIAMAT	Yes. I beseech you, track the expedition.
M	SET	To plainly thwart them would betray our intentions and draw the wrath of Zeus and the others.
M	TIAMAT	That, we cannot have. I merely suggest that the road to Skolothia is hazardous.
M	SET	I take your meaning. And your loyal brute, he is fixed upon the hunt?
M	TIAMAT	Fear not, he is about and he will do his share of damage. Set leaves. Tiamat resumes stirring the storm clouds. Peshet glides to Andromeda, who's wide awake, red-eyed, distressed.
M	PESHET	You must sleep. Princessat You must take care of yourself. A CRACK OF THUNDER. Andromeda looks over at her,
F	ANDROMEDA	My father was ready to sacrifice me to the monster.
M	PESHET	I'm sure that is not so.
F	ANDROMEDA	I saw it. I heard the words. My loving father, his beloved child. Only Perseus stayed his decision. And do you know the worst part, Peshet? He was right. Peshet's feline eyes widen. More LIGHTNING.
F	ANDROMEDA	The city is besieged, the people suffer.
M	ANDROMEDA (CONT'D)	Because of me, because he did not offer me up. Is that right?
M	PESHET	Go to sleep, my lady.
F	ANDROMEDA	Sleep? Sleep will come soon enough for me, faithful one. In one month... at the latest. The palace shakes with the ROLLING THUNDER.
M	PERSEUS	Joppa is pummelled by the Dark Goddess. It will not stop. Tiamat knows no mercy.
M	PERSEUS	By what name may mortals call you?
M	WILTING GIRL	I have no name.
M	PERSEUS	Who do your worshippers pray to?
M	WILTING GIRL	I can't remember.
M	PERSEUS	Perhaps that is why they are falling in number? The Wilting Girl flinches, and Perseus feels guilty about
M	PERSEUS	I have to call you something... Since we're naming you on this road, what about 'Via Dahlia'? She gives him a sharp look. Is he mocking her? He's
M	PERSEUS	That's a pretty name. Wait, better yet -- 'Vidalia'? How's that... 'Vidalia'? That's more than pretty, beautiful really, just as you are. She is pleased, self-conscious, concentrating on the road
M	PERSEUS	You don't like it? What's that? I missed it --
M	WILTING GIRL	I do not object. She picks up the pace, moving her horse a little ahead. Mongke and Tamburlane emerge from the woods with armfuls
M	DRACO	More. The Mongols stare -- either not comprehending or ready to
M	DRACO	It must last all night. Get some more. I'll find some more.
M	ABAS	Commander, I'll get some, too. Perseus and Abas head off into the woods in different Perseus sees Vidalia on the far side, her back turned. through the vines.
M	HIS POV	The leaves offer tantalizing cover to her naked body.
M	PERSEUS	Now is when an honorable man would turn around and walk away... . but they say I am not really a man. Vidalia surfaces and drifts on her back, looking sadly into the sky. Perseus fixates on the sadness in her eyes. His RAINDROPS fall as the SKY OPENS and a CLOUDBURST pelts Perseus' HEART POUNDS in his ears as he watches. KRA- heartbeat -- BOOM, BOOM, BOOM! Vidalia instantly knows he is nearby. She looks around Perseus retreats. After a few yards, he stops, face
M	PERSEUS	Vidalia... A DARK FIGURE is standing behind him, larger than a man,
M	SET	Hear me, my pet. Let my instructions be seared to your primal mind as natural law.
M	L	The monster's eyes shoot open; its pupils shrink to pinpoints.
M	SET	You are starving. Your gut says you'll soon perish. No earthly meat will still that hunger. What you need, what you ache for, is the flesh of... a demigod! Draco, Boreas, Icos and Perseus -- thrilled -- hide in a
M	DRACO	Pegassi, stallions of the Gods.
M	ICOS	Perseus. How long do you think you could stay on one of those? Icos and Boreas exchange a sly look.
M	BOREAS	Don't goad the boy, Icos. No Man can ride a Pegasus.
M	ICOS	Did not Bellerophon tame the Great White Pegasus?
M	BOREAS	You're right. But he was a demigod... Then this will be a good way to find out just what I am.
M	DRACO	Stop it, rogues. One of our own has disappeared without a trace and all you can think is to cause mischief. What if Perseus is bucked to his death from a thousand feet up?
M	BOREAS	Don't worry, Commander, the boy won't even get on its back. With a "watch this" grin, Perseus rises. Draco pulls him
M	DRACO	Don't do this. If we go back to camp right now, we can avoid trouble and keep our goal in sight. A true leader will not be distracted.
M	PERSEUS	I'm not the leader, Draco, Amoun is. I'm too young to start avoiding trouble. Perseus jumps up and approaches a roan Pegasus, speaking The Pegasus rears up, and leaps over Perseus' head. It face-first into the dirt. Icos and Boreas are laughing, but when Draco gives them a
M	BOREAS	I'll collect him right now, Commander. Suddenly, Humbaba erupts from the thicket with a HOWL.
M	DRACO	Perseus, get out of there! Icos, fetch the others. Icos bolts. Draco and Boreas leap into the clearing with does the same.
M	DRACO	I told you to run, boy. You'll make things worse.
M	ICOS	A Humbaba! Mongke and Tamburlane fly into the woods; the others
M	DRACO	Boreas! Draco hacks at the monster's leg, to no avail. it rips Perseus CRIES OUT and leaps at the creature, sword
M	AMOUN	No, Perseus!
M	VIDALIA	Get back! Vidalia spins her shepherd's sling to pitch lead sling- Tamburlane hoists an ancient BAZOOKA. Mongke lights the The Humbaba staggers from the shot, but lunges and
M	VIDALIA	A delusion is planted in its mind. It thinks it's starving and it wants to feed on -- The Humbaba's eyes bulge with surprise as a saber pierces
M	VIDALIA	I can't reverse the powerful curse. But if the monster's hungry, I can feed it. Vidalia raises her arms and shuts her eyes. A cyclone of Now! The belly! Slash the belly! Draco moves to do that when Perseus leaps forward, lunges
M	TO THE GROUND.	The flock of ravens, liberated from Humbaba's gut, shake
M	VIDALIA	I should cast a spell upon you and leave you forever a stone upon this stream.
M	PERSEUS	I didn't beckon the Humbaba.
M	VIDALIA	You did, with your childish recklessness, and Boreas has paid the price! Perseus, already rife with guilt, is stung by the truth.
M	VIDALIA	Your safety is entrusted to me by the mightiest power on Olympos. But without a thought, you risk life and limb, your own and your fellows'.
M	PERSEUS	The monster killed my friend. I could not contain my rage. But you, Goddess, are aloof from the emotions of Men. Vidalia's eyes narrow, enraged.
M	VIDALIA	Yes, a tyrannical Goddess, who dares question your mad rush to annihilation. The hopes of multitudes reside with you. You're late in learning you cannot act upon every impulse. She whirls and walks away. Perseus is left with the leads Peshet in from the rain. She is frightened; Agenor
M	PESHET	Where have you brought me?
M	AGENOR	It's okay... Peshet tries to leave, but Agenor stops her.
M	AGENOR	Just listen to this good man. He needs your help. Fantasos comes forward. He fixes her with a hypnotic
M	FANTASOS	Do you know who I am, child?
M	PESHET	You are the Priest of the Streets.
M	FANTASOS	That's right. You know that the good common people of Joppa trust that I will look after their welfare.
M	PESHET	Some do...
M	FANTASOS	Do you love the people of Joppa, Peshet? Do you want them to be destroyed by this awful curse? No, of course not. You want what's best for the people.
M	PESHET	I have always served the royal family.
M	FANTASOS	Yes, you have, good Peshet. And now you may be in a better position than anyone to help the Princessa save the city.
M	PERSEUS	Master Amoun... You knew about me, didn't you? When you came to our village?
M	AMOUN	Your birth was written in the stars. I sought you out and took it as my cause to teach you.
M	PERSEUS	You chose a poor student. I have learned little and my mistakes cost dearly.
M	AMOUN	Understanding that is the first step toward knowledge.
M	PERSEUS R	It won't do Boreas any good.
M	AMOUN	You can honor Boreas by the way you act from this moment forward.
M	PERSEUS	I'm no demigod, Tutor. I'm not even much of a human.
M	AMOUN	It is not your choice. You are what you are. Amor fati, Perseus. 'Love thy fate.'
M	PERSEUS	I do not believe my fate is to be half a God. No demigod could feel as confused as I do tonight.
M	AMOUN	Concentrate on the task before you. All answers will come with that.
M	PERSEUS	Tell me of the Cleon Desert Legion.
M	AMOUN	A fierce group. Trained to fight... Amoun's DESCRIPTION CONTINUES as we --
M	TERRITORIES	The desert camp of the Legion is lit by torches. The going about their evening business -- eating, cleaning
M	AMOUN (V.0.)	. behind enemy lines. A LOOKOUT peers into the dark desert, listening. Now he
M	LOOKOUT	The Night Patrol returns on the Gorge Road! That message is shouted along from Sentries to Guards in the camp. OUT IN THE DARKNESS on the dusty Gorge Road, a dozen
M	AMOUN (V.0.)	. They've been chasing Djinn Raiders in the mountains for years.
M	PERSEUS (V.0.)	Djinn Raiders?
M	AMOUN (V.0.)	Yes, Godly zealots, supposedly insane. They fight like Hades himself is keeping score... From the dark SURROUNDING DESERT, WE SEE the Night Patrol
M	AMOUN (V.0.)	.. That's how the Desert Legion came to be called 'God-slayers.' I'm not ashamed to say I'll be relieved to have their protection the rest of the way... Amoun's Voice FADES. TILT DOWN TO the barren, desert Strange, beautiful MAGENTA FLOWERS sprout magically where there had been only dirt and cacti. The LOTUS BLOSSOMS -- Tiamat, ensconced in a natural throne of rock. Turning a Lotus blossom in her hand, she smiles on
M	TIAMAT	My loyal friend. it is beneath you to stalk this band of infidels one by one. Events demand more decisive action. Kalibos' SPEECH is as tortured and deformed as his body --
M	KALIBOS	Grorashnrd... I to be... ruler... rhodirs... made whole... sovfrenty... kingdom mine...
M	TIAMAT	Yes, Kalibos, the time is nigh when I restore you to your rightful form -- proud Acrisius. With me, your protector, on the throne of Olympos... the violator Zeus deposed. Kalibos reacts, with what must be satisfaction.
M	TIAMAT	Go down into this valley. See what I am building for you -- an army dangerous and fearless as you, their leader. petals and chew them. The rest of the Legion filters out between the tents to Kalibos watches the handsome, powerful warriors from Andromeda. Peshet races out.
M	FANTASOS	How much are we meant to suffer? Where is your mighty King? Safely cloistered above the flood... on the high ground, with the high- born -- the privileged gentry!... The angry crowd responds, fists shaking. Peshet moves
M	FANTASOS	. Does Kepheus worry about you? No! Only the Princessa... And still, the Kraken comes! Does the King build his defenses at the water's edge? "NO!" cries the crowd. Peshet is shocked to find herself stage.
M	AGENOR	No! He makes his stand at his daughter's chamber door!... We will show Kepheus we're not sacrificial fodder. We will tremble the walls of his Basilica! RABID SUPPORT from the mob. Peshet stops suddenly,
M	HER POV	at the fringe of the crowd, Andromeda herself watches
M	AGENOR (O.S.)	Andromeda is the one Tiamat wants! We die so she may live... As the crowd EXPLODES, Andromeda hurries away in tears.
M	FANTASOS	Peshet, you've come at the right time. Fantasos engages her with hypnotic power. Peshet nods,
M	FANTASOS	One night soon, a gong will sound three times. When you hear it, unlock the back gate of the Basilica. Then go to Andromeda's chambers... . and bring the Princess out. My men will take her to Leviathan. Peshet just stares at the dagger, hands trembling.
M	FANTASOS	Do you understand me? Peshet, do you understand how important your part is? She nods, horrified by her predicament.
M	AMOUN	You wanted to know about Djinn Raiders. Here they are.
M	DRACO	Look sharp. Watch your surround.
M	VIDALIA	The Alkali Lotus... She stops, spotting something in the distance. Kosmo
M	VIDALIA	What is that?
M	THEIR POV	shimmering through the desert heat -- tents and flags. An army bivouac... flying the flag of Joppa. Its the Cleon Legion.
M	DRACO	Where is everyone? Spyros HEARS something and follows the SOUND to a tent, Spyros, uneasy, backs out.
M	L	Spyros comes out.
M	SPYROS	Draco, tell me what this -- Everyone is standing perfectly still. DARK FIGURES surround them. The transformed Cleon Legion creatures: LOTOPHAGI.
M	CLOSE ON A DEFORMED FOOT	as it plants in the dust. The companion foot lands the air around Perseus. Lotophagi. Lotus-eaters. We should leave... now.
M	PERSEUS	I won't do anything rash. I've learned my lesson.
M	VIDALIA	This time you must do something rash. We all must. Kalibos leans close to Perseus.
M	KALIBOS	Tosharicana... demigod... expulsotat... Zeusl
M	PERSEUS	No... Perseus. PERSEUS WHIPS OUT HIS SWORD. The whole Expedition comes THE LOTOPHAGI ATTACK, swift and brutal. Long arms thrash Mongke and Tamburlane BLAST the swarm with HANDGONNES.
M	AMOUN	Muster to me! Thad, Krikor and Perseus are the first there. Amoun
M	AMOUN	Come on! You can pass through! Draco bolts for the barrier. A Lotophagi spears Kosmo, killing him. Draco slides inside the swarm. He looks back at Kosmo in horror. Polluc slashes zombies and runs toward the swarm. He's the corpse into the protected circle. The tide of HOWLING and SHRIEKING Lotophagi claw at the
M	AMOUN	Only humans can penetrate the shield! Perseus takes quick stock of the group inside the swarm,
M	PERSEUS	Only humans... He looks over the Lotophagi and sees Vidalia out there, toward the barrier.
M	PERSEUS	Drop the barrier! r
M	AMOUN	No! It's too late for her!
M	PERSEUS	Drop it, Amoun! At that moment, Kalibos grabs Vidalia and drags her to
M	PERSEUS	Take the barrier down or I'll go through it!
M	AMOUN	Have you learned nothing? If you break out now, we're all at risk. On the boulder, Kalibos grabs Vidalia's white flesh.
M	PERSEUS	I've learned one thing for certain! Perseus shouts at Thad, the massive Praetorian.
M	PERSEUS	Get down! Perseus backs away three steps. To the others --
M	PERSEUS	Get ready to defend yourselves! Perseus runs, plants a foot on Thad's back and leaps out stunned Lotophagi come to their senses.
M	DRACO	Let's kill these freks! Perseus runs over the backs of the Lotophagi. Hurtling look: "You're the one that I want." They face off, looking for an opening. Perseus lunges, Perseus sweeps his sword at Kalibos' head. The monster Kalibos pounces, pins Perseus. He opens his jaw and Perseus leaps in the air and catches Kalibos in the back Kalibos slams down on the jagged boulders and ricochets Perseus lands on his back, weak from the bite. When he Okay... sshh... I've got you. A THUNDEROUS SOUND SURGES in the distance. Vidalia scans
M	DOWN BELOW	Draco, Spyros, Amoun and the others hack away, fending The earth VIBRATES. The Lotophagi are distracted, looking around nervously. Over a rise stampede SCORPIOCHS, rhino-sized scorpions. all but their blue eyes. They lay into the Lotophagi. The Scorpiochs skewer the
M	ATOP THE ROCKS	in Vidalia's arms, the fading Perseus watches as the in.
M	PERSEUS	Vidalia... we need to help them... He blacks out. Vidalia cranes to look over the edge of The deformed monster Kalibos is gone. In his place, neck cannot hear her --
M	VIDALIA	To save me, you risked everything -- your mission, your friends... the fate of multitudes. Men need better judgment in the one who is meant to lead them... No longer able to lecture, she regards him with love.
M	VIDALIA	You shouldn't have risked your life for me. It is a waste to save me when I'll be gone so soon. She strokes his hair and kisses his forehead.
M	VIDALIA	Thank you for your reckless disregard. Thank you, Perseus... Vidalia holds her palm above the floor and mutters a The wound bulges, then squirms deeper into Perseus. Perseus gags. A VIPER WRIGGLES from his throat and stomach.
M	VIDALIA	The poison is gone now.
M	PERSEUS	Where... Where are we? The
M	VIDALIA	In the Djinn caravan. They're escorting us to the Skolothian border.
M	PERSEUS	But I thought the Djinn...
M	VIDALIA .	We all did. But their leader, Shaikh Suleiman, has some special interest in you. Just sleep. She waves her palm over his face, and he does sleep. suddenly the petals blacken and curl. The creature, spooked, sniffs the air. All at once, the Lotophagi age years in seconds and keel surveying the battlefield.
M	DRACO	The Skolothians have suffered more than their share in this war. The Legions of the Gods have battered them.
M	SPYROS	It's no wonder they shy away from all strangers. Perseus looks ahead, where the Expedition is parting company with the Djinn Raiders. only one of the Djinn is
M	PERSEUS L	Why does this Djinn priest stay with us?
M	AMOUN	Because of you. You're the reason they saved us.
M	PERSEUS	Me? I don't understand.
M	AMOUN	Why don't you ask him?
M	PERSEUS	I thought they didn't speak.
M	AMOUN	They have no mouths. That doesn't mean they do not speak.
M	AMOUN	The Pillar of Moirai. Lair of the Norn Sisters.
M	PERSEUS	Tell me of them.
M	AMOUN	They're witches in the form of Strix. Not a pleasant sight, a Strix. They have powerful magic and dreadful habits. Baby-eaters, among other things. But they owe me a favor. When the war broke out, they lent their power to men against the Gods in exchange for infant sacrifice. Tiamat struck them blind for their treachery. When they came for help, I fashioned them an artificial eye, for their Second Sight.
M	PERSEUS	You made only one eye?
M	AMOUN	Yes. They have to take turns. If they all could see at once, they would be invincible, which one cannot risk in beings so grotesque. OUT OF THE DARKNESS runs Spyros, his harpoon raised for a
M	SPYROS	Stay away from my boy! Without touching him, the Shaikh throws the fisherman over his head, where he lands hard with an "UMPH!" Suleiman raises his hand and freezes Spyros in his
M	PERSEUS	Spyros, he means me no harm. The Shaikh lowers his hand: Spyros falls into the dirt.
M	PERSEUS	I hear you and I understand you. But I don't know how.
M	SHAIKH SULEIMAN	Moi ne epos ae'prositi, mene daeva.
M	PERSEUS	You are praying to me? There must be a mistake. The Shaikh proffers the gleaming bronze sickle which has
M	PERSEUS	An offering'? I thank you and take it humbly, as agift from a friend, not an offering. He takes the weapon and bows his head, surprising the
M	SHAIKH SULEIMAN	Tuj patir esti ho theos kosmosr.
M	PERSEUS	You honor my father? You honor Spyros?
M	SHAIKH SULEIMAN	Ho Zeus Patir... Zeus... Perseus reacts, taken aback to hear it from this mysterious stranger. A FLAP of WINGS and suddenly perched atop the stones are ARTIFICIAL ORB. The Strix toss the Eye between them and
M	URD	Amoun... So sorry to see you again.
M	AMOUN	Likewise, Urd. I seek your counsel. You want us to tell you about Leviathan.
M	AMOUN	You know already... of course.
M	VERDANDI	We know this -- the Kraken cannot be defeated. You've wasted a journey. I trust it was not a taxing one. The Sisters CACKLE HORRIBLY. Skuld SWOOSHES down. Icos irritation.
M	AMOUN	Surely the beast from the sea has some weakness. You owe me this answer at least.
M	URD	The Sisters owe nothing to you or any Man! She tosses the Eye to Verdandi, who focuses her attention
M	VERDANDI	There's something wrong with that one. I don't like having him here.
M	SKULD	Let me take a look. Verdandi tosses the Eye to Skuld. Perseus leaps and
M	PERSEUS	Tell us what we want to know or your Eye has seen its last. The Norns flap their wings and puff up their feathers.
M	VERDANDI	You've brought a thief into our nest!
M	URD	A villain!
M	SKULD	Scum!
M	AMOUN	No, good Sisters... the son of Zeus. The Strix react in horror and all land on the same monolith.
M	PERSEUS	Since you cannot see, let me tell you what's about to happen. I'm about to throw this evil Eye to the rocks far below. I fear its journey will be a taxing one. The members of the Expedition are impressed; Vidalia, Strix are panicked --
M	URD	We can't tell you. We don't dare betray Tiamat again.
M	VERDANDI	She sees all! Her touch is felt in every evil thing!
M	SKULD	A second offense and she will
M	PERSEUS	You don't have to tell us the secret. But you will have to live as blind as she made you.
M	SKULD	No! Give us the Eye and we'll tell.
M	PERSEUS	Tell me first. If I like the answer, you get your Eye.
M	VERDANDI	We need the Eye to see the answer!
M	AMOUN	You know the answer sure as you already knew the question. The Norn Sisters confer, enclosed in a curtain of wings.
M	SKULD	Leviathan can be destroyed...
M	VERDANDI	The beast has one weakness.
M	SPYROS	Tell us now! The Strix are torn, frightened. Finally --
M	URD	The stare of Medusa. No creature can look directly in her eyes and still survive. The answer hangs in the silence of the stunned Expedition.
M	AMOUN	They're lying, Perseus. Perseus studies the Sisters, weighing his response.
M	PERSEUS	I believe them. Here's your second sight. Verdandi launches and catches it in her beak, pops it in
M	PERSEUS	And Medusa! Where does she abide?
M	SKULD	In Tartaros, beyond the frozen Tethys Sea. Only Charon's ferry dare challenge the ice.
M	PERSEUS	How can she be slain?
M	VERDANDI	With extraordinary cunning and unimaginable luck. Skuld flaps to the pitch-black portal to an UNDERGROUND
M	SKULD	And the proper tools. Explore our cache of spoils. You may find such a tool. Perseus stares into the black entrance.
M	DRACO	Don't go in there, Perseus. It's a trap.
M	VERDANDI	No. We have guaranteed the rage of Tiamat with this revelation...
M	SKULD	. we ask only that the young God mention our aid... ... to his Father. If ever I should meet him. I need a light. The Shaikh holds a branch near his eyes until the end him, he shoulders it and leaves.
M	FIRST MATE	Captain, the storm is too great!
M	CAPTAIN	Joppa is under siege! King Kepheus needs these supplies! Something huge breaches the surface. The captain squints the fleet untouched. But then -- they HEAR a sound BIGGER than the typhoon. impossible speed -- TIAMAT'S PALACE-GALLEON so dwarfs the Fleet that it PLOWS Lit by FLASHES OF LIGHTNING. The Goddess smiles in shield he got from the Norns, looks to Amoun, who sits smoking.
M	PERSEUS	Tell of the Gorgoneion.
M	AMOUN	The Rape of Medusa? Everyone falls silent. The soldiers shift, suddenly nervous.
M	THAD	With respect, Magi, do not recite that black tale. You'll bring the sky down upon us.
M	SPYROS	Does a fairy tale frighten you, soldier? Thad looks at him, sharply.
M	DRACO	Tell the story, sir. My men fear only one thing -- to let fear in their hearts. Mongke says something that means, "Go ahead already."
M	AMOUN	Medusa was a tender young woman once -- a mortal creature of such rare beauty as to tempt even the Gods. One night, on the road home, she caught the eye of the God of Deserts and Entropy -- Set the Void.
M	AMOUN (V.0.)	She hastened to hallowed ground, thinking the Goddess Tiamat would protect her in her temple. But the God Set followed. A SHADOW passes swiftly over the shattered pitcher, in His cloak ripples as SHAPES PUSH THROUGH THE SPECTRAL
M	AMOUN (V.0.)	He ravished her on the cold floor. She felt the heartless passion of a God.
M	SAME SCENE - LATER	Alone, Medusa crawls with bloody fingernails toward the
M	AMOUN (V.0.)	Despoiled and broken in the shadow of Tiamat's altar, she prayed for comfort and pleaded for courage... But the Goddess of the Deep regarded Medusa with disdain. The prayers of such a frail and filthy mortal angered Tiamat. A bust of Tiamat chiseled from black crystal opens her
M	AMOUN (V.0.)	The Goddess twisted young Medusa into a loathsome new thing... The contorting shadow shows the transformation. Legs The Expedition all hang on Amoun's every word.
M	AMOUN	.. and cursed her with a hateful stare that petrifies to stone all that look upon her. Grave silence. Draco realizes he's burned his dinner on NOISES come from the fog: SPLINTERING ICE; SLOSHING
M	AMOUN	Charon's ferry.
M	CHARON	Better stoke those fires, boys, it's going to get cold soon.
M	VIDALIA	She's got a tail and she'll use it just like that. Perseus opens his eyes.
M	VIDALIA	Keep your eyes shut! Open them with Medusa and it will be your last look. You're enjoying this too much.
M	CONTINUED:	He can't see her smile. Or that she regards him with something hotter than amusement. She tries to punch him,
M	VIDALIA	Good! Pleased, he doesn't sense her right cross, which knocks him down.
M	VIDALIA	Do you think the Gorgon will hit once and then surrender her head? He gets up, eyes closed, and resumes the defensive
M	VIDALIA	Listen... you will hear her muscles coil. Feel her hunger in your gut. Ask, how will she feed it?
M	PERSEUS	I wish it, but I can't perceive the world that way.
M	VIDALIA	You can. You're the son of a God.
M	PERSEUS	Nothing I have done has convinced me of that.
M	VIDALIA	You do not see yourself clearly yet. In time, your actions in crisis will sharpen your view. Her faith touches him deeply. She resumes the lesson:
M	VIDALIA	You can do those things, Perseus, and much more. He shadows her movements more closely, back and forth.
M	VIDALIA	We think a room is silent until someone points out the wind. Then the wind is all we hear. She strikes. He dodges and locks her neck. Pleased, she
M	CONTINUED:	Surprisingly, he lands on his feet, and immediately
M	PERSEUS	I'm beginning to hear the wind. Vidalia... why are you afraid? She kisses him, deeply. He returns it. Suddenly, she
M	PERSEUS	Wait... She is already climbing the ladder. She stops for only a
M	VIDALIA	You've learned enough for now.
M	PERSEUS	What?
M	SPYROS	Nothing.
M	PERSEUS	What do you see?
M	SPYROS	A look I know well.
M	PERSEUS	From me?
M	SPYROS	Never before.
M	PERSEUS	Then where? Spyros smiles, puts his huge, calloused hand on Perseus'
M	SPYROS	In my own mirror, son.
M	PERSEUS	When does it go away?
M	SPYROS	If we're lucky... never.
M	SHAIKH SULEIMAN	Jaggous temploi Tartaros de Gorgoneion maitress.
M	AMOUN	The Temple of Tartaros... Medusa's lair. Mongke and Tamburlane exchange words and point. They all TWO STONE STATUES flank the entrance: a pair of enormous
M	AMOUN	Medusa must have turned them to stone. Perseus swings his sickle, measuring its balance, and
M	PERSEUS	I'm going into the Temple.
M	DRACO	I am with you. I go with my boy. Perseus, Spyros, and Draco split off toward the temple. spiky maces of jagged iron. Vidalia readies her sling. The Shaikh draws his scimitar. Mongke and Tamburlane load their handgonnes,
M	DRACO	Are you afraid?
M	PERSEUS	Of what?
M	DRACO	Good boy.
M	PERSEUS	Yes. You? Stay close and I'll steer us through. They tie on blindfolds and feel their way into the Temple. Thad, enraged, races at Nessus, but the Centaur dodges killing him. Nessus charges Amoun. Amoun throws a handful of sand, Tamburlane rolls under the beast and fires his weapon. goes for him when -- -- Shaikh Suleiman jumps between them. His scimitar
M	HIS HEAD.	Nessus' mace shatters Shaikh Suleiman's head of charred Draco, Spyros and Perseus move blindly through the screams. The men can't see it, but one wall suddenly frames a WE SEE only GLIMPSES of Medusa as she slides through the CUTTING BETWEEN Spyros, Perseus and Draco, moving OUR VIEW of Draco is suddenly BLOCKED by Medusa -- she
M	DRACO	I hear her, Perseus. She's near! Her torso behind him, she RATTLES her tail in front.
M	PERSEUS (O.S.)	Draco, be wary -- ! Medusa gingerly tugs Draco's blindfold free. Draco sees and looks. Medusa's face is inches from Draco's. His muscles lock a gaping wound in his head. Medusa regards her fallen minion in horror, loosing a Spyros HEARS HER and blindly hurls his harpoon toward the WITH THE HARPOON as its sails cleanly through slanted through a tiny opening and -- THUDS into Medusa's body! The Monster SCREAMS, whipping
M	SPYROS (O.S.)	Perseus, I think she's hit!
M	PERSEUS (O.S.)	Where?
M	SPYROS (O.S.)	Near to the left! Medusa's enraged attention shifts back and forth between
M	SPYROS (O.S.)	Perseus... I don't hear her near me! Perseus steps back and BUMPS into a column.
M	ABOVE HIM F-	Medusa is coiled around the column, harpoon stuck in her Eyes closed, Perseus slashes the air, sweeping the sickle Perseus waits and listens. Then, PING!, one drop of Perseus opens his eyes and peers into his shield. In the Eyes shut, he windmills his weapon above him. Medusa's Perseus scrambles for it on his hands and knees. Behind Perseus. Perseus reaches the sickle. He lifts his shield up in He shuts his eyes and wheels around, blade sweeping. A Perseus and Spyros, spent and saddened, stand at the top
M	KEPHEUS	The relief fleet is lost. Monsters gather outside our walls. Soon I won't be able to keep my own people at bay. And still, no word from the Expedition. Kepheus raises a spyglass to survey the view beyond the on the plain outside the city. BONFIRES RAGE, monster
M	KEPHEUS	Tiamat commands a massive horde. How many days remain?
M	MINISTER OF DEFENSE	Four, Majesty... Kepheus lowers the glass, looking grim.
M	GENERAL ANDOR	Our forces prepare. We have cards yet to play. We'll buy the time we need until...
M	KEPHEUS	Until the Expedition perhaps returns?... Until we're saved by the fisherman's son?
M	MINISTER OF DEFENSE	My king, remember and take hope... he is not truly the son of a fisherman. From your lips, I pray, to his true father's ear. Andromeda has appeared. All are shocked to see her. She
F	ANDROMEDA	I would speak with the King in private.
M	MINISTER OF DEFENSE	Princess, let us find a protected
F	ANDROMEDA	We can speak here, in the elements our subjects endure. The King's men exchange looks, then bow discreetly away,
M	KEPHEUS	They take refuge from the Lower Wharf. A sight I wish you'd never seen.
F	ANDROMEDA	You've sheltered me too long from the hard things in this world.
M	KEPHEUS	I would have it no other way.
F	ANDROMEDA	And I thank you for the gift of my cosseted youth. But now, with Mother so... It's time I shared this burden you've carried so long. Filled with emotion, he puts an arm around her.
M	KEPHEUS	You make me proud, but you are only a child... my little one.
F	ANDROMEDA	No, no longer. Your protection of me has brought hardship to our people...
M	ANDROMEDA (CONT'D)	and to me, perhaps, new understanding. I must ask you something, Father. She turns away from his gaze and looks down at the city.
F	ANDROMEDA	If you could end this siege with just one unselfish act, would you do it?
M	KEPHEUS	To save my people, yes, of course.
F	ANDROMEDA	Such an act is within my power. He studies her a moment, then becomes alarmed.
M	KEPH EUS	Stop itl I forbid you to entertain such thoughts.
F	ANDROMEDA	Perseus and the others were willing to give everything.
