M	CHARACTER	DIALOGUE
M	MICK	Just listen. A bunch of spinning plates: that's the state's case. In the middle is a big one. It's a fucking platter. And if that falls it takes the others down with it. The big plate is the victim. The only witness against you. I knock her down, the act is over and the crowd goes home. No trial. Mick has Louis' attention now.
M	LOUIS	You can make this trial go away?
M	MICK	We've lost time. You concealed from me the fact that could do it. It comes down to why.
M	LOUIS	Why what?
M	MICK	Why would a guy with a Porsche and a Rolex need a knife to get sex from a woman who sells it anyway? The answer is, he wouldn't. And when you see that you see the set- up, the trap. And suddenly it's the defendant who looks like the victim. Louis gets it. Penitent.
M	LOUIS	You're going to the prosecutor now?
M	MICK	Yes. Young hot-shot named Ted Minton. He wants to give me the discovery file. Poor guy doesn't know that Raul already got it. He's new to felonies but he's no dope. When he hears his vic's a hooker he'll know we've knocked all his plates down.
M	LOUIS	Then it'll be over?
M	MICK	No promises, Louis. Louis closes his eyes, savors the prospect. Then sees Mick to
F	MRS. WINDSOR	I didn't know you were here. Is there news?
M	LOUIS	There will be, Mother. And puts out a hand to Mick. Grateful. Hesitating half a Louis and his Mother. Regard each other. Face to face.
M	SECRETARY	Are these for A.D.A. Knight?
M	KURLEN	Yeah, and they're my only copies. I'll wait while you copy them.
M	SECRETARY	I'll have to ask her... But, he holds them back. Stares. She yields...
M	SECRETARY (CONT'D)	I'll run them for you now.
M	KURLEN	Just what I wanted to hear. She goes. Mick tries to avoid Kurlen-- but too late--
M	KURLEN (CONT'D)	Well, look who's come callin'.
M	MICK	Detective Kurlen.
M	KURLEN	Puttin' a case away. Guy drowned his neighbor's kid in a tub to see what it felt like. It won't shock you to hear he was high...
M	MICK	Thanks for clearing that up.
M	KURLEN	If he gets San Quentin, maybe he can look up your boy Jesus Martinez. Mick bristles at this reference. Turns away again. To a
M	MICK	Is Minton back yet?--
M	SECRETARY #2	He'll be a few more minutes, sir. Kurlen, seeing he's drawn blood, continues to needle.
M	KURLEN	How's he doin' up there, anyway? He make the pucker-up-and-kiss-me team?
M	MICK	I haven't talked to him.
M	KURLEN	I guess once they plead guilty, they're not much use to you. He went down forever, right?
M	MICK	He got life, but he'll be out. I don't know when.
M	KURLEN	Too bad. 'Cause his victim, Martha Renteria? She's dead forever.
M	MICK	You don't have to remind me you were lead dick on that. Kurlen grins. Shakes his head.
M	KURLEN	How's a guy like you sleep at night? With the scum you represent. Mick's had enough. Moves closer. To tell him a story.
M	MICK	I had a client once, he decapitated his ex-wife, then kept her head in the refrigerator. Naturally you got him off.
M	MICK	The D.A. got greedy. Tried to pile on two unsolved murders, trick up evidence to stick my guy with them. It's called the justice system, we don't do things that way.
M	KURT. EN	So your guy's out walkin' around. He ever do it again?
M	MICK	I don't know. I never heard of him after that.
M	KURLEN	But he could have. Fuck you, Haller. No. Fuck the D.A. Before Kurlen can react-- TED MINTON arrives. Fresh-faced,
M	TED	Mr. Haller? Sorry you had to wait. I hope it'll be worth your while. He gives Mick a thin, white-covered file from a briefcase.
M	MICK	Looks kinda thin for a discovery
M	TED	Yes well-- We can go to my office--
M	MICK	I've got a question first. He takes from his pocket: Raul's DISC. The DVD Raul gave him.
M	MICK (CONT'D)	You have something to play this on?
M	TED	What else do you have? The simple, polite question throws Mick.
M	MICK	Look Ted, let's cut the bullshit. Not only is your so-called victim a working prostitute, but we've got her on tape soliciting my client! Maybe you're new, but you gotta know how hard it's gonna be to convince a jury a guy would have to rape a hooker to have sex with her--
M	TED	Nothing you're telling me's going to change my offer.
M	MICK	Offer? You're making an offer? going forward? Not the way Mick thought it would go. Ted goes on...
M	TED	We'll drop the charges to Assault with a Deadly and Attempted Sexual Battery. The guidelines put him at seven years, maybe he'll do four. Mick, uncertain now, doubts himself for the first time...
M	MICK	.What am I missing here?... Ted stays innocent-looking. Blank.
M	EARL	Got you the good stuff, Hayley...
F	HAYLEY	Thank you, Earl. Just then a little girl gets off a pony. The attendant holds
M	EARL	Man's got your ride ready...
M	MICK	Go on, I'll hold your ice cream. Excited, Hayley goes. The attendant lifts her up and on, and There's something right in front of me and I'm not seeing it. On his lap he's spread out: PAGES from the TWO FILES: the It's the page Raul gave him showing the PICTURE OF A KNIFE,
F	HAYLEY	You said we',re going to the movies! You promised me last week!
M	MICK	Daddy's got to talk to somebody. You stay with Earl. Mick gets out, Hayley stays...
M	LOUIS	What's happened? Is it over? You said it would be over by now--
M	MICK	That was before I found out you were still lying to me. He shoves a sheet at Louis. Louis looks: PICTURE OF A KNIFE, You know what that is? It's a picture of your knife. The one you had on you when you went to Reggie Campos. The one the cops have. Look at the blood on the blade. Look at the initials. Louis is stuck for an answer--
M	MICK (CONT'D)	That's why Ted Minton didn't care when I told him Reggie's a prostitute. What's it matter, when he's got a knife with her blood and your initials on it?
M	LOUIS	This wasn't the knife in the file--
M	MICK	That's right. The file Raul got us was a loaded deck. The cops must have been on to him, because they used it to set us up. So we'd think they had nothing, when in fact they had enough to put your Hugo Boss, golf-playing ass away for twenty years! Mick looks back towards the car, parked maybe 20 yards off. Feeling the man's look, Hayley sits back. Out of sight. A
M	MICK (CONT'D)	Explain to me why you lied about the knife.
M	LOUIS	I didn't lie. I said the one in the picture wasn't mine. Mick frowns/grins at the answer...
M	LOUIS (CONT'D)	I said it twice! Nobody listened! What are you now, a lawyer? A clever, third-rate fucking lawyer with smart-ass technicalities? "You said it wasn't yours"-- What you should have said was, "I had a knife but this isn't it!" What did you think, it would just go away? You brought a murder weapon to a meeting with a prostitute, Louis! How am I supposed to make that look like she set you up?
M	LOUIS	1. Did. Not. Do this. Off which, Mick stares hard at Louis. At his frightened look.
M	MICK	Then kindly tell me why you went to her apartment with a custom-made knife, serrated tip, with "LR" engraved on the blade?
M	LOUIS	I always carry it. For a moment, Mick takes this in. Echoes.
M	MICK	You always carry it.
M	LOUIS	Yes. In real estate we show homes, to people we don't know. This one time... He stops. Like it's difficult. Then goes ahead...
M	LOUIS (CONT'D)	My mother. She was showing a place. It was in Bel-Air, so she thought it was okay to go alone, even though there was a man at the time who had raped some women that way. He was there.
M	MICK	Who was there?
M	LOUIS	The man. He raped her. When she didn't come back, I went to the house and found her. Mick. Stirs. Like he's seeing a possibility...
M	LOUIS (CONT'D)	That's when she stopped showing property. I do the selling now. And I started carrying a knife. Always. Mick turns it over. Finally...
M	MICK	That's quite a story, Louis. Your mother will have to testify.
M	LOUIS	We don't want that. I don't give a damn what you think we want. From now on you do what I tell you while I try this case. Do I make myself clear? Louis is silent. Mick looks off. Towards Hayley, in the car.
M	MICK	If she wasn't so darn heavy I'd carry her all night, I swear.
F	MAGGIE	Defense lawyers will swear to anything...
F	MAGGIE	You look like you're in a daze.
M	MICK	It turned into a rough week. Being with Hayley was the only high. She can't find anything to say. As he heads out again...
F	MAGGIE	Nobody's seen you at Four Green Fields lately.
M	MICK	I stopped going. Too much of a scene.
F	MAGGIE	Yeah well. If you start going again. Now she has his attention.
M	MICK	If I start again, what? She's awkward. Smiles, shrugs to cover--
F	MAGGIE	Bunch of us from the office are there. Tuesdays, after work. An invitation. S-zrprising him.
M	MICK	I'll keep it in mind.
F	MAGGIE	Okay.
M	MICK	Okay. Maggie sees him, lights up a little--
F	MAGGIE	Haller! Let him in, girls! Buy you a beer?
M	MICK	You won't make it to the bar...
F	MAGGIE	Then let's share this. They fight to a table for two, edge of the crowd. When he
M	MAGGIE (CONT'D)	We've had a taste of each other before. He laughs a little, reads that she's had a few. He drinks.
M	MAGGIE (CONT'D)	Feeling a little better tonight? Or did Ted Minton sandbag you?
M	MICK	Yeah, that's exactly what--
F	MAGGIE	With that guy Corliss, right? I told them using that dirtbag was a bullshit play. But you'll take the the guy's head off on the stand... Mick's off-guard, doesn't know what she's talking about.
M	MAGGIE (CONT'D)	Whoops, I shouldn't say that...
M	MICK	So Ted talked to you about Corliss?
F	MAGGIE	Huh? It was me who sent him to Ted. Corliss thought it was my case because I handled first appearance. I'm telling you too much.
M	MICK	Nah, nothing I don't know, they always use a professional snitch... I mean Corliss has done this before, right?
F	MAGGIE	Can't we just forget work and have a friendly Guiness?
M	MICK	How about we go somewhere to eat? So we can talk about our daughter. Let me tell my friends I'm leaving. She goes. And Mick, quick, writes the name CORLISS on napkin.
F	MAGGIE	I'll bet you didn't know Sponge-Bob movies could be so much fun.
M	MICK	The fun's watching her. Maggie likes this. Touch glasses. After a quiet moment...
F	MAGGIE	You didn't know Minton had Corliss til I blabbed, did you.
M	MICK	He was hiding something, I thought it might be a jailhouse snitch...
F	MAGGIE	You got me drunk to find out what you wanted to know. Except I was already drunk. Good point, right?
M	MAGGIE (CONT'D)	Hayley's probably asleep. I gotta go relieve the sitter-- Only I don't think I can drive myself home.
M	MICK	one good turn. I'll drive you.
F	MAGGIE	And will you take me back to get my car in the morning?
F	MAGGIE	This is not fair to her. Waking up and finding you here. She'll get her hopes up.
M	MICK	How'd she get in here?
F	MAGGIE	She comes in here when she has nightmares. She has nightmares.
M	MICK	So she sleeps in here a lot?
F	MAGGIE	Don't start. You have no idea what it's like raising a child alone. He can tell by her tone: All last night's tenderness gone.
M	MICK	Look-- I'll leave-- then come back in an hour. We'll go together to get your car then I can take her to
F	MAGGIE	Just like that? You're gonna start taking her to school?
M	MICK	Don't you remember what we talked about last night?
F	MAGGIE	I thought you were just trying to get into my head on your case-- or get me into bed--
M	MICK	I can't win with you--
F	MAGGIE	Not when you're being a defense lawyer! Do you know how crazy we were to think we could ever make it? Me trying to get dirtbags off the street, you keeping them there--
F	MAGGIE	Just go! An 8x10 OF REGGIE CAMPO'S BATTERED FACE.
M	MICK	Sorry. It's work.
M	WAITRESS	I just hope you catch the bastard who did it to her. And goes. Mick tucks the picture under some papers, to hide
M	MICK	Martha Renteria. DRAWER OPENING ON FILE CABINET... Mick's fingers fly through
M	MICK'S VOICE	I wish you'd called me before you talked to the cops, Jesus... I seen my picture every place! They was gonna bring me in, so...
M	MICK	But you told Kurlen you were in her apartment. He didn't have that, he doesn't even have any prints...
M	MARTINEZ	That shit I tol' is true, man! I seen her at the Cobra Room, she said if I paid we could go to her place, she didn't care about the other guy...
M	MICK	Nobody saw any "other guy"...
M	MARTINEZ	There was another guy, bpi guy that she was talking to...
M	MICK	Plus the coroner says her vagina was brutalized...
M	MARTINEZ	Are you my lawyer or what, man? When I left that chick was fine! I fucked her but I didn't hurt her-- You ain't even listenin'--
M	MICK	Three people saw you throwing a knife into the L.A. River...
M	MARTINEZ	'Cause I had that knife in my car! I knew they was gonna find it...
M	MICK	If all you did was fuck her then why didn't you leave any prints? The place was wiped down... But your semen was on the towel, you forgot you wiped your penis on that towel...
M	MARTINEZ	I didn't forget nothing! I jus' used that towel, then I give the chick the money and I left!
M	MICK	It's not gonna make.
M	MARTINEZ	Don't say that!
M	MICK	Jesus they want the death penalty! I can see to it that never happens, but not if you don't plead.
M	MARTINEZ	You want me to say I did this? Mick hesitates but stays level. Unbending. No choice.
M	MILK	Jesus, there's a deal to be made. I can do that. I can get you Life. Life means you'll do fifteen...
M	MARTINEZ	I'm innocent! Inocente! You know what that means? Mick just looks at him.
M	MICK	I'm not going to ask you how you are because I know. Martinez glares at him, then spits on the floor.
M	MICK (CONT'D)	Look. I need to ask some questions.
M	MARTINEZ	you didn't have no questions then. Never ask, Did you kill that girl?
M	MICK	I am trying to make it right. Martinez is silent. Cold.
M	MICK (CONT'D)	Tell me again about the Cobra Room.
M	MARTINEZ	Tell you what? She was workin'. Dancin'. LATER, AFTER THE ACT-- Camera finds Renteria half-curling Then she came and talked to me... She's whispering, Martinez is loving it-- She tol' me I could take her home. I did, but I didn't kill her. You said there was another guy... Disentangling from Martinez, Martha slides toward a MAN,
M	MARTINEZ (V.0.)	Si, she talk to him too, but she come back to me. Though she's with the other man, she glances back at Jesus... Frustrated, Mick complies-- but calls--
M	MICK	Guard! Long beat. Guard enters. Clean-Marine. Mick shows the stack.
M	MICK (CONT'D)	I need him to look at these.
M	GUARD	You can't give him anything.
M	MICK	But if you won't let him close to the glass, how can he see them?
M	GUARD	That's not my problem.
M	MICK	All right, but can you stay a minute? If he IDs one of these mug- shots I need you to witness it.
M	GUARD	Don't drag me into your bullshit. And goes.
M	MICK	Godammit. Try. See if one is the guy. Mick holds up one after another. Martinez shakes his head no-- Mick holds it up. Off Jesus, as his eyes narrow...
M	RAUL	Cool it, Ahab... C'mon in, Mick... Leaves Mick alone while he puts out the dog--
M	MICK	I helped myself.
M	RAUL	It's okay. I owe you, the way I let you down on that discovery file--
M	MICK	It wasn't you. The cops set you up. Who was it slipped you the file, anyway?
M	RAUL	Some guy in vice I play cards with. Lonnie Fry. You don't know him.
M	MICK	You're right, I don't. But I know who his partner was, when he was in homicide. Kurlen.
M	RAUL	That prick. I'll make him sorry.
M	MICK	Don't bother. We've got bigger problems. The way Mick says it. Raul sits, asks--
M	RAUL	Like what? Where were you today anyway? You were hard to reach...
M	MICK	Cell phones don't work too well where I was. Raul waits. Knows this is why Mick came here.
M	MICK (CONT'D)	I came to tell you a story. About Jesus Martinez.
M	RAUL	You were at San Quentin.
M	MICK	It's about what happened after he left Martha Renteria's apartment.
M	RAUL	After he killed her?
M	MICK	He never killed her. He went there, had sex, flushed the condom--
M	RAUL	Wiped his prick on the pink towel--
M	MICK	And then went home. The story starts after he left. The real killer.
M	MICK	The real killer. She lets him in.
M	MICK	Maybe he fakes like it's still Martinez and he forgot something. Or maybe it was an appointment... We see the door open but we don't see who enters... The other guy from the club? The one Jesus said he bid against?
M	NICK (V.0.)	Right. He comes in, punches her a few times to soften her up... Renteria staggers as she's suddenly pummeled, then spun... Then takes out a knife and holds it to her neck while he walks her to the bedroom... We SEE the knife-tip against her throat... Only she isn't lucky like Reggie Campo will be. He climbs on top, puts on a condom, rapes her... And when he's done he stabs her over and over, fifty-two times, while he works out something in his sick fucking mind. We SEE, the stabbing, bleeding, then-- Do you need to ask what kind of knife it was, based on the wounds?
M	RAUL	A short-blade folding knife...
M	MICK	Or whose face Martinez picked out of the mug-shots I brought him? No. No need. A beat. Raul's dog barks from outside.
M	MICK (CONT'D)	Of course the story goes on from there. From there it's about the lawyer Martinez gets himself...
M	RAUL	Don't do this to yourself...
M	MICK	The lawyer who just assumes he did it because of the DNA. The lawyer who gets him the best deal he can, and feels pretty good, because the deal keeps his client off Death Row... and this guy, this lawyer, he's all about the deal, see?
M	RAUL	Mick-- You can't beat yourself up for what you didn't know--
M	MICK	I just saw him and he's twenty-six going on forty. He's a little guy. You know what happens to the little ones up there. A beat. Mick drinks. He has a type. Roulet. It's more than a type, Renteria and Campo, you put their faces together you get the same face...
M	RAUL	You better take it easy...
M	MICK	Listen, I was thinking about this the whole way down on the plane-- That night with Renteria? It was like he hit the jackpot-- got to do his thing and get away with it. Then he's in a bar, sees Reggie--
M	RAUL	Who he's seen before, remember--
M	MICK	Yeah but tonight he sees who she looks like.
M	RAUL	Renteria?
M	MICK	Right. And he's right back there. Mick, we're talking about a really
M	MICK	We're talking about a killer at work. You know that video from the bar? Just like you, he saw that Mr. X was left-handed.
M	RAUL	Smart as the devil--
M	MICK	He knows what he's doing. Reggie's the luckiest woman alive.
M	RAUL	You think there are others? With that face, or--
M	MICK	You find out. Dig into Roulet. "All you'll find is parking tickets," I don't buy that anymore. Check out knife-murders of women. Not just the unsolved ones, Martha Renteria was a closed case.
M	RAUL	Look man, I can't throw a net like that. I'm just one guy! You gotta bring the cops in.
M	MICK	I can't. He's my client. That's why he hired me. Raul looks up, startled by this. Mick lays it out... I was thinking about that on the plane too: He was worried I might hear about the case and put it together. But if he was my client, I'd be bound to keep my mouth shut and protect him. Attorney-client privilege.
M	MICK	I told you: He knows what he's doing.
M	RAUL	You got one guy in prison for what your other client did. What are you going to do, Mick? A beat.
M	MICK	I'm working on it.
M	MICK	This is Haller...
M	MAGGIE'S VOICE	Did you get my messages?
M	MICK	Maggie, no, I was up in San Francisco for the day...
M	MAGGIE'S VOICE	No you weren't. You don't go to San Francisco, you go to San Quentin. Must have been seeing a client...
M	MICK	You always were too smart for me. Is Hayley okay?
M	MAGGIE'S VOICE	She's good. Look, she's playing soccer tomorrow, and she wants you to come to the match. You've started something, Mickey...
M	MICK	Fine, I look forward to it.
M	MAGGIE'S VOICE	You'll need to pick her up at noon. But, under this, he sees, DOWN THE HALLWAY, light from a
M	MICK	Noon, I'll do that. See you then. And hangs up before she can say goodbye.. And Stops. Freezes. Pauses at the door he comes to first, bedroom, dark...
M	MICK	What the hell are you doing here?
M	LOUIS	Funny thing is I've been here before. I was offered the house to show, never gave back the key--
M	MICK	Get out of my house! Now!
M	LOUIS	But, sees Mick noticing-- the ELECTRONIC ANKLET on his leg--
M	LOUIS (CONT'D)	Your friend Valenzuela put this on. A tracer. As if I were going anywhere.
M	MICK	I said Get up! Get up and get out of this house! Off Mick's force, Mick's almost crazy-- Louis smirks, goes--
M	LOUIS	I couldn't reach you! I'm on trial for my life, Mick, and I get nervous when I can't reach yout And you were away all day. Like you told "Maggie." Meaning he listened to the call. Mick goes white.
M	MICK	You don't come near this house again, do you understand me? We aren't friends, we aren't partners, you're my client, eriod--
M	LOUIS	Just what I wanted to remind you of. I'm your client. Mick reacts. Louis lets in sink in, then:
M	LOUIS (CONT'D)	Besides, I like it in your house, Mick... Pretty pictures of your kid, Hayley...
M	MICK	Fucken don't.
M	LOUIS	Don't what, don't say she's pretty? But I saw her, the other day at the club... At which, Mick's had enough: belts Louis in the mouth. Quick, His lip bloodied, Louis flashes with anger-- but then, just
M	LOUIS (CONT'D)	Okay. Okay I'm going. But-- And extends his hand: with Mick's house-key in it.
M	LOUIS (CONT'D)	--first I think I should give you back your key. It isn't right that I have it. Now that we can trust each other. Mick takes the key. Panting, he watches Louis go down the
M	MICK	That's it, Hayley, get in her way! Hayley isn't quick enough, the forward dribbles round her,
M	MICK (CONT'D)	It's okay, honey! When-- his CELL-PHONE RINGS. Into it--
M	MICK (CONT'D)	This is Haller... He strains to listen... Stops cold. His look darkens... Even
M	LANKFORD	Levin was back in his office...
F	SOBEL	We wouldn't have found him if a neighbor hadn't brought the dog back. It was running loose.
M	LANKFORD	Your name's all over this. Were you the only guy he worked for?
M	MICK	No, but I've got a big trial next month, attempted rape and murder. He was helping me.
F	SOBEL	Is that the Roulet case?
M	MICK	How did you know?
F	SOBEL	Because every file that's been rifled has the name.
M	LANKFORD	Only thing, Roulet himself is already cleared for this. We've checked the tracking on his tracer- anklet and it doesn't show him anywhere near this place. And there's no way to trick those things, no way in the world. We see Mick register this-- wants to ask about it, but before
M	LANKFORD (CONT'D)	By the way, Counsellor, where were you this morning? Mick rocked by the question. What it means.
M	MICK	I'm a suspect?
F	SOBEL	He knew whoever shot him. There are no signs of forcible, he even let the killer into the back room.
M	MICK	I was watching my daughter play soccer. A couple of dozen people can confirm I was there. Provisionally buying this, Lankford takes out booties.
M	LANKFORD	Put these on and don't touch anything back there.
F	SOBEL	Can you tell us if you see anything unusual? Mick draws close. Lankford, abruptly--
M	LANKFORD	All I see are pictures of a guy. Was he a fruit? He was a hell of an ex-cop, is what he was. Crimes Against Persons, back in Chicago. And yeah he was gay, and what the hell's that got to do with it? If the murder was some kind of gay thing, why'd they ransack the office? Isn't it obvious they were looking for something to do with his work? Lankford can't argue with this. When Sobel, near the body:
F	SOBEL	Look. The position of his hands.
M	LANKFORD	Was this guy a Longhorns fan or what? Or is it some kind of sign, like he was trying to tell us who --"The devil did it?"
M	VAL	Hey Mick! Val's surprised... a mix of emotions... What're you doin' here?... and I heard about Raul Levin, man...
M	MICK	You know your garage door's open?
M	VAL	Shit: I just had a plasma delivered... And rushes to... the GARAGE. Mick trails... Val's relieved to
M	VAL (CONT'D)	Oh man, if we still lived in Van Nuys this sucker'd be gone. Set me back eight grand, too. But it's gonna be great for the games... What's up anyway? What brings you out here?
M	MICK	Raul's murder. I've been with the cops. They can't tie Roulet to it, because your ankle bracelet doesn't put him near the house.
M	VAL	I know, I gave them the trace. The bracelet's got a mass detector, there's no way to beat that.
M	MICK	Did the cops ask you where you were this morning, Val? Val's slow at first, to register just what Mick's asking...
M	MICK (CONT'D)	Somehow, some way, Louis killed Raul Levin. And it didn't show up on the trace. Mick looks at the plasma TV, then back at Val. Val reddens--
M	VAL	You better not be sayin' what I think-- that I cut him loose-- to let him kill Raul--?
M	MICK	Maybe you didn't know what he was going to do--
M	VAL	You think I'd let that happen? For a fuckin' TV? And he lunges at Mick, shoves him back agains the van, Mick
M	VAL (CONT'D)	Shit, man--
M	MICK	Where'd you get the money for an eight thousand dollar TV, Val?
M	VAL	That's bullshit! I didn't do that! How dare you say that to me-- I'm inocente, man-- Mick reacts to the word-- Martinez's word-- as Val glares at
M	VAL (CONT'D)	Get outa here; Get out of here, Mick, and get outa my life! Mick's already backing off-- towards the car--
M	VAL (CONT'D)	Keep going, man! Instead of pouring the bartender swipes the keys. Mick looks
M	BARTENDER	That's it. You're done here, pal. And you're not driving either. Call yourself a cab or something. Off Mick,
F	MAGGIE	Being married to you sucked but it beat being a car service...
M	MICK	That's the idea, y'know. Car service, with the Lincolns-- Drive the illustrious turds of our city back and forth to LAX--
F	MAGGIE	I'll be your first customer. First dollar. And rolls him onto the bed. He looks at her. Drunk as he is:
M	MICK	Lemme ask you something. Corliss. The name Corliss. You didn't just give me that just because you'd been drinking. You wanted me to have it. She doesn't confirm or deny. Just gets him into bed-- says
M	MAGGGIE	I'm not staying. He knows, but-- one thing more--
M	MICK	Maggie-- Raul. Did I get him killed? Moved, she shakes her head no. Straightens his pillow.
F	MAGGIE	How do you do it, Haller? You're a sleazy defense lawyer with two ex- wives and a daughter, and we all still love you. We STAY ON HIM as she stands up, goes. To no one:
M	MICK	I can't do this anymore.
M	MACHINE VOICE	Message received: YESTERDAY, ELEVEN-
M	RAUL'S VOICE	Mick, it's me. Guess I missed you. Wanted to go over a few things, so I wouldn't interrupt your day with Hayley. Anyway... Presses STOP. Raul's voice: Mick's not sure he can deal. But First, that witness name you gave me. Corliss? Turns out he's this hype, Dwayne Jeffrey Corliss, sometimes goes by "DJ." When you run it that way you find out he's played the courtroom snitch a lot, mostly in Arizona. But here's the thing: One time down there? It blew up on him. I'm working on it, it can be good for us... Don't know how we get to him, though. They put him in USC lock-up, just to make it harder... Under which Mick, excited, is writing down D J CORLISS... Other thing is, you asked me to dig deep-on Roulet? Mick, I found something. I found Martinez' ticket out of the Q. When, on the tape he hears DOG BARKING... and a DOOR BELL... Uh, that's somebody at the door... Look, have a good time with your kid. Gotta go, boss. And MESSAGE goes OFF. Mick thinks a moment. Tries to clear Detective Sobel. It's me. Haller. Look, I-- just checked my phone messages. It turns out Raul called me. Just before he was killed. I didn't know. The message came at Eleven-oh- seven. He said, "I think I found Martinez' ticket out of the Q." Meaning Jesus Martinez-- that's a former client of yours--
M	MICK	In San Quentin. Right.
F	SOBEL	Did he say anything else? Looks down at his notes. At "Corliss." "USC." A beat. As he
M	MICK	No-- No, that's it. Then the dog barked, somebody was at the door. He hung up. Look, maybe you can tell me if there's any progress on the case. He was my friend. Sobel, makes a decision...
F	SOBEL	Well, we did catch a break. We found a bullet casing in the room, from a 22. It turns out Levin owned a .22, but when we checked it out it wasn't a Woodsman, like the gun that killed him... To which, Mick reacts... as she goes on...
M	SOBEL (CONT'D)	The other thing is we can't find his cell-phone... Are you still there?
M	MICK	Yeah... just, I'll let you know if I think of anything. About his cell- phone, I mean. Thanks. And hangs up. Too sudden. Leaves Sobel wondering... With GLORIA. In prison jumper. Faint smile.
M	MICK	Gloria I'm not here about you. I'm here about me. I need your help.
M	LOUIS	Mick. I want to tell you something before we start.
M	MICK	Better make it fast.
M	LOUIS	You're my lawyer, right? So I can tell you anything, even a crime I've committed, and you have to keep it secret.
M	MICK	That's right. Unless it's one you're going to commit.
M	LOUIS	I've killed people, Mick. Reaction Mick. Just then, Courtroom clerk gives a warning--
M	COURTROOM CLERK	Two minutes, people... Now? Now? Why now, are you telling me this...
M	LOUIS	Because I know your plan. Mick looks at him. Before he can deny--
M	LOUIS (CONT'D)	Your plan is to defend me on this-- then, when I'm not your client, throw me to the cops. I can't let that happen. So I'm telling you: I've killed people and guess what? Martha Renteria was one of them. There now. If you use what I've told you you might get Jesus Martinez out of jail, but you'll never practice law again. And I'll never be prosecuted. I think it's called fruits of the poisoned tree--
M	MICK	Come with me. Cuts Louis off, rises, leads him... past prosecution table,
M	MICK	You son of a bitch. You killed Raul.
M	LOUIS	You're right about one thing. I am a son of a bitch.
M	MICK	How did you do it? The trace said you weren't even in Glendale...
M	LOUIS	He was getting too close.
M	MICK	You piece of shit, do you think you have this wired? You don't!
M	LOUIS	I do have an insurance policy. He grabs Mick's wrists. Strong: pulls them off his chest.
M	MICK	I want my gun, Louis--
M	LOUIS	I walk away from this trial a free man-- and remain free-- and it never falls into wrong hands. The deal. Mick's close to hitting him-- when the door opens--
M	COURTROOM CLERK	Judge Fullbright is on the bench.
M	JUDGE FULLBRIGHT	Nice of you to join us... She's 46, bad hair, tough. Mick's off on the wrong foot.
M	MICK	I'm sorry, your honor.
M	TED	What this case is about is a predator... On the night of March Sixth, Louis Roulet was out stalking his prey... Jury of twelve, two alternates...
M	TED (CONT'D)	You are going to hear from the victim herself about her lifestyle, one that we would not condone. But remember that anyone, anyone, can be the victim of a violent crime. The case is clear. Straightforward. A man attacked a woman in her home in order to rape and kill her. It is only by the grace of God that she's here to tell you the story. Over Ted, Ladies and gentlemen of the jury... My name's Michael Haller, and I'm representing Louis Roulet. Mr. Minton doesn't want to use the word prostitute for the woman who's supposed to be Louis's victim. He needn't worry, this case isn't about how she makes her money... But it is about her actions. How she saw a young man with signs of wealth, and chose to target him... What she didn't count on, was you. The fact that you'd put two and two together, and let your common sense tell you who was the real predator.
F	LORNA	You had a message from Gloria. She thinks she can do what you asked.
M	MICK	Thinks?
F	LORNA	Corliss has the same meal time. She can try. Let her try. But it may not matter.
F	LORNA	What do you mean?
M	MICK	I mean, Corliss isn't on the witness list. It could be Ted Minton is holding him back. He won't use him until he has to. Until I screw up his case so bad he has no choice.
F	LORNA	Mickey? Can you do that? Off Mick, tries for a confident smile...
M	FEMALE COP (MAXWELL)	I'd describe Ms. Campo when we got there as... hurt and frightened...
M	TED	Frightened?
M	OFFICER MAXWELL	She kept asking us if she was safe, even after Roulet was taken away.
M	MICK	Officer, would you read from your arrest report where it's marked?
M	OFFICER MAXWELL	"The victim does not know the man who assaulted her or why she was attacked."
M	MICK	Why did you write that she didn't know him?
M	OFFICER MAXWELL	Because that's what she said.
M	MICK	So, she just opened the door at ten o'clock to a stranger?
M	OFFICER MAXWELL	She didn't put it like that...
M	MICK	Was there blood on his right hand?
M	OFFICER MAXWELL	No, his left. Or we would have bagged his right one, too.
M	TED	Mr. Talbot, you were with Miss Campo on the night of March Sixth? CHARLES TALBOT, 48, the customer from the video. Blurred
M	TALBOT	Yep. Had a date with her at Morgan's. Then from there we went to her place and had another date, if you know what I mean.
M	B5.	Air of a sleaze-ball sex-player, but calm and good-humored.
M	TED	Had you known Miss Campo before?
M	TALBOT	Nope. Just called her up.
M	TED	How did you know to call her?
M	TALBOT	From her website. She's got a real good website. Jury laughs a little. Fascinated but repulsed by this guy...
M	TED	Did you have sexual relations?
M	TALBOT	Four hundred bucks worth. And she earned every cent. Angle a male JUROR, red-faced with disapproval. Mick catches
M	TED	And what time did you leave?
M	TALBOT	About five minutes before ten.
M	TED	She say she had another engagement?
M	TALBOT	No, she acted like she was done for the night...
M	MICK	Objection, I don't think Mr. Talbot's qualified to interpret Ms. Campo's thinking or plans...
M	TALBOT	I just mean she acted satisfied... Sustained! Go on, Mr. Minton.
M	TED	When you left, what condition was she in? Was she hurt?
M	TALBOT	No, she was fit as a fiddle. I know because I'd just played her. Sorry, your honor. She was fine. Minton goes, lifts a sheet over an easel, REVEALS the blown-
M	TED	She didn't look like this?
