M	BANE	We take Gotham from the corrupt. The rich. The oppressors of generations who've kept you down with the myth of opportunity. And we give it to you, the people. Gotham is yours - none shall interfere. Do as you please... But start by storming Blackgate and freeing the oppressed... Step forward, those who would serve...
M	BANE (V.O.)	For an army will be raised... Mercenaries hand out weapons to escaping Prisoners...
M	BANE (V.O.)	The powerful will be ripped from their decadent nests... ...and cast into the cold world the rest of us have known and endured...
M	BANE (V.O.)	Courts will be convened... The spoils will be enjoyed... Blood will be shed...
M	BANE (V.O.)	But the police will live, until they are ready to serve true justice...
M	BANE (V.O.)	This great city will endure... Close enough to see the flickering digits of its Gotham will survive. Mercenaries load the core into the back of a black truck. He says you must first straighten your back. The Prisoner helps Wayne roll over, painfully.
M	WAYNE	How would he know?
M	PRISONER	He was the prison doctor. A morphine addict who incurred the displeasure of powerful people. Including your masked friend.
M	WAYNE	How?
M	PRISONER	Many years ago, during a time of plague, Bane was attacked by other prisoners. The doctor's fumbling attempts to repair the damage left him in perpetual agony. The mask holds his pain at bay.
M	WAYNE	Is Bane the child you spoke of? Was he born here? The legend is that there was a mercenary working for the local warlord who fell in love with his daughter. They married in secret.
M	PRISONER	When the warlord found out, he condemned the mercenary to this pit. But then exiled him instead.
M	PRISONER	The mercenary understood that the warlord's daughter had secured his release, but he couldn't know the true price of his freedom. She had taken his place in the pit.
M	PRISONER	And she was with the child. The mercenary's child.
M	PRISONER	One day the doctor forgot the lock the cell...
M	PRISONER	Innocence cannot flower underground. It was to be stamped out. But the child had a friend. A protector...
M	PRISONER	...who showed the others that this innocence was their redemption. The mother was not so lucky. The Blind Prisoner shouts at the Prisoner. He nods.
M	PRISONER	This is Bane's prison now. Bane would not want this story told. The Prisoner pulls - Wayne screams in pain as he is pulled vertebra...I'm going to force it back...
M	WAYNE	How -?
M	PRISONER	You stay like this. Until you stand.
M	A U	Did you not think I'd return, Bruce? R¯'s al Gh¯l, in his Ducard guise, steps in front of Wayne.
M	A U	I told you I was immortal.
M	WAYNE	I watched you die. R¯'S AL GH¯L
M	A U	There are many forms of immortality. Wayne looks inward, remembering...
M	A U	Once I had a wife. My great love. She was taken from me...
M	WAYNE	You were the mercenary. Bane is your child. Your heir.
M	A U	An heir to ensure the League of Shadows fulfills its duty to restore balance to civilization.
M	WAYNE	No...
M	A U	You yourself fought the decadence of Gotham for years. With all your strength and resources, all your moral authority. And the only victory you could achieve was a lie. Finally you understand... Gotham is beyond saving...
M	A U	And must be allowed to die.
M	BLAKE	For the bus in case there's a chance to evacuate. Keep it in here - people are siphoning parked cars.
M	FATHER REILLY	Really? How do you think I got it?
M	FATHER REILLY	Right. Any news? Is the
M	BLAKE	Less you know, Father. How're the boys?
M	FATHER REILLY	Power's been on more, so they get some TV. Blake, you be careful out there. They're hunting down cops like dogs.
F	JEN	Who's that?
F	SELINA	This was someone's home.
F	JEN	Now it's everyone's home.
F	JEN	'Storm's coming', remember? This is what you wanted.
F	SELINA	No. It's what I thought I wanted.
M	PRISONER	Why build yourself?
M	WAYNE	I'm not meant to die in here. The Prisoner indicates the TV:
M	PRISONER	Here? There? What's the difference? Wayne ignores this. Focuses on his body...
M	PRISONER	I told you it could not be done.
M	WAYNE	You told me a child did it...
M	PRISONER	No ordinary child... A child born in hell. hardened by pain... Not a man from privilege.
M	FOLEY	You have ID? Of course not.
M	FOLEY	How can we trust you? We don't have any choice.
M	SPECIAL FORCES 1	Commissioner Gordon? Captain Jones, Special Forces.
F	GORDON	Captain, glad to have you here.
M	CAPTAIN JONES	How many of you are there?
F	GORDON	Dozens. I'd rather not say exactly. But the men trapped underground number almost three thousand.
M	CAPTAIN JONES	What kind of shape they're in?
F	GORDON	They've been getting water, food.
M	CAPTAIN JONES	Could we break them out?
M	BLAKE	Yes, sir - take out the mercenaries guarding the outflow south of Ackerman Park, blow the rubble, you've got a hole big enough for ten at a time. I'm in contact with my partner - they're waiting for the day.
M	SPECIAL FORCES 2	Men who haven't seen daylight for three months?
M	BLAKE	Men with automatic weapons who haven't seen daylight in three months.
M	CAPTAIN JONES	What about the bomb? The satellites can't see any radiation hot spots...
M	GORDON (V.O.)	They keep it on a truck - it must have a lead-lined roof. They move it constantly.
M	CAPTAIN JONES (V.O.)	But you know the truck? They've got three of them. The routes don't vary much. Two Tumblers lead a massive black truck down the street.
M	CAPTAIN JONES	What about the triggerman?
F	GORDON	No leads. It's a bluff - Bane wouldn't give control of that bomb to someone else.
M	CAPTAIN JONES	We can't take that chance. Until we have the triggerman, we just track the device, smuggle men over -
M	BLAKE	While Gotham lives under a warlord, like in some failed state?
M	CAPTAIN JONES	Dial it back, officer. This situation is unprecedented. We can't do anything to risk millions of lives. BLAKE Aren't you gonna tell him?!
F	GORDON	Captain, things are more complicated than you think. There's somebody you need to meet. Blake? Blake nods, leads Jones and his men up the stairs.
M	BLAKE	I was up here looking for a vantage point. Found the people who run the corporation who owns it living here.
M	CAPTAIN JONES	Which corporation?
M	FOX (O.S.)	Wayne Enterprises. Lucius Fox is there, with Miranda Tate.
M	BLAKE	Captain, meet Mr. Fox. Mr. Fox, I'd like you to brief the Captain. Captain Jones indicates Miranda.
M	FOX	Miss Tate is fully aware of the situation.
F	MIRANDA	And as CEO of Wayne Enterprises, I have to take responsibility for it.
M	CAPTAIN JONES	Why?
F	MIRANDA	Because, Captain, we built it.
M	CAPTAIN JONES	You built the bomb?
M	FOX	It was built as a fusion reactor. The first of its kind. Bane turned the core into a bomb, then disconnected it from the reactor.
M	BLAKE	And here's the important part.
M	FOX	As the device's fuel cells decay, it's becoming increasingly unstable...until the point of detonation.
M	BLAKE	The bomb's a time bomb.
M	FOX	And it will go off. In twenty-three days. Captain Jones reels at this news.
M	BLAKE	Bane's revolution is a sham. He's watching Gotham rearrange its deckchairs while the whole ship's going down. Your appeasement plan might not be as practical as you thought. Captain Jones throws Blake a look. Addresses Fox.
M	CAPTAIN JONES	Could you disarm it?
M	FOX	I don't know, But I could reconnect it to the reactor. Stabilize it.
M	CAPTAIN JONES	We'd have to let the Pentagon know.
M	SPECIAL FORCES 2	They'll be monitoring our
M	CAPTAIN JONES	We have no choice. Let's move away from this location, then call it in.
M	BLAKE	Fox, somebody sold us out! Fox and Miranda burst into the corridor. Take Miranda - Blake grabs Miranda, heads for the back stairs. Mercenaries Fox freezes. Lowers himself to the ground.
M	CAPTAIN JONES	I'll die before I talk...
M	BANE	I'm on your schedule, Captain.
M	MERCERNARY	There were people living upstairs.
M	BANE	Give them over for judgement. (Indicates bodies.) Hang them where the world will see.
M	PRISONER	He says the leap to freedom is not about strength. My body makes the jump. Survival is the spirit. The soul.
M	WAYNE	My soul's as ready to escape as my body.
M	BLIND PRISONER	Fear is why you fail.
M	WAYNE	I'm not afraid. I'm angry. He FIGHTS the rock face...breathing hard. Grabs at a rock -
M	SKINNY PRISONER	Shouldn't you get him down? The Prisoner glances up at Wayne, disdainful.
M	PRISONER	He'll keep. As Wayne drifts into unconsciousness we -
M	THOMAS WAYNE (V.O.)	And why do we fall? You do not fear death. You think this makes you strong. This makes you weak.
M	WAYNE	Why?
M	BLIND PRISONER	How can you move faster then possible? Fight longer than possible? If not from the most powerful impulse of the spirit. The fear of death. The will to survive. Wayne gets up onto his elbow. Looks at the Blind Prisoner.
M	WAYNE	I do fear death. I fear dying in here while my city burns with no one there to save it.
M	BLIND PRISONER	Then make the climb.
M	WAYNE	How?
M	BLIND PRISONER	As the child did. Without the rope. (Dry laugh.) Then fear will find you again. Wayne considers this.
M	PRISONER	Supplies for your journey? Prisoners nearby laugh. Wayne moves to the cliff face. The As Wayne hoists himself up onto the precipice something The Prisoners go WILD as Wayne hoists himself up onto the
M	STRYVER	I want to see Bane! There's been a mistake! Take me to Bane! Fox watches him dragged upstairs...
M	STRYVER	There's been a mistake! Where's Bane?! There's been no mistake, Mr. Stryver.
M	CRANE	You are Philip Stryver, executive vice-president of Daggett The same Philip Stryver who for years lived like a prince off the blood and sweat of people less powerful?
M	STRYVER	Call Bane! I'm one of you! Jeers. Pull back to reveal a silent figure, watching. Bane.
M	CRANE	Bane has no authority here. This is merely a sentencing hearing. The choice is yours, death or exile. Stryver looks around, terrified, as the crowd shouts
M	STRYVER	Exile. Sold...to the man in the cold sweat! Mercenaries pull Stryver from the dock... Follow the tick ice. Try to swim - you're dead in minutes.
M	STRYVER	Has anyone made it? The Blackgate Inmate turns away. Stryver is forced onto the
F	GORDON	Where the hell are they? It's not like we have a lot of time, here.
M	COP	How long?
F	GORDON	The bomb goes off tomorrow. We've got about eighteen hours to do something. To do what?
F	GORDON	We mark that truck. Get a GPS on it, then we can start thinking about how to take it down. The door opens and Blake enters, followed by ten cops. That's it? Blake just looks at him. Gordon checks the faces. Realizes.
F	GORDON	Foley. Where's Foley, dammit?! Gordon heads for the door.
M	BLAKE	You shouldn't be out on the streets
M	FOLEY'S WIFE	Jim. He's not here -
F	GORDON	You're sending your wife to the door when the city's under occupation?! Foley appears at the end of the corridor. Ashamed.
M	FOLEY	Wait in the kitchen, honey.
F	GORDON	What did you do, bury your uniform in the backyard?
M	FOLEY	Jim, you saw what they did to those Special Forces.
F	GORDON	You forgotten all the years we went out on patrol with every gangbanger wanting to plant one as soon as our backs were turned?
M	FOLEY	This is different and you know it. These guys run the city - the government's done a deal with them
F	GORDON	Deal?! Bane's got their balls in a vice. That's not a deal -
M	FOLEY	You move against Bane, the triggerman's gonna hit the button -
F	GORDON	You think he's given control of that bomb to one of 'the people'?! You think this is part of some revolution? There's one man with his finger on the button - Bane.
M	FOLEY	We have to keep our heads down until they can fix this. If you still had family here maybe you'd - This only gets fixed from inside the city, Foley. (Calmer.) Look, I'm not asking you to walk down Grand in your dress blues. But we've got to do something before this maniac blows us all to hell.
M	FOLEY	I'm sorry Jim. I gotta -
F	GORDON	Keep your head down? What's that gonna do tomorrow, when that thing blows?
M	FOLEY	You don't know that's going to happen. Foley closes the door on Gordon. Gordon stands there. I hear you're looking for men, Commissioner. Gordon turns to see Miranda, Blake behind her. Blake shrugs.
F	MIRANDA	How about me, instead?
F	GORDON	Miss Tate, I can't ask you -
F	MIRANDA	My company built it.
F	GORDON	Bruce Wayne built it.
F	MIRANDA	And he wanted to destroy it. It was me who didn't listen. Please. Gordon looks at Blake. Then Miranda. Nods.
F	GORDON	Let's go.
M	GANGBANGER	You steal from us, you little bastard? They grab the Kid's backpack, the Gangbanger pulls out an
F	SELINA	You boys know you can't come into my neighborhood without asking politely.
F	SELINA	Never steal anything from someone you can't outrun, kid.
M	KID	Now you're gonna take it.
F	SELINA	Just tax. She tosses him the apple. He takes it and runs.
M	WAYNE (O.S.)	Pretty generous, for a thief. Selina recognizes the voice. Turns to find Wayne - strong,
F	SELINA	You came back. I thought they'd killed you.
M	WAYNE	Not yet.
F	SELINA	If you're expecting an apology -
M	WAYNE	It wouldn't suit you. I need your help.
F	SELINA	And why would I help you?
M	WAYNE	For this. The 'Clean Slate'.
F	SELINA	You're gonna trust me with that? After what I did to you?
M	WAYNE	I admit I felt a little let down. But I still think there's more to you. In fact, I think for you - it's an escape route. You want to disappear. Start fresh.
F	SELINA	Start fresh? I can't even get off this island.
M	WAYNE	I can give you a way off. Once you've gotten me to Lucius Fox. I need you to find out where they're holding him. Then take me in. Why do you need Fox?
M	WAYNE	To save this city. Who says it needs saving? Maybe I like it this way.
M	WAYNE	Maybe you do. But tomorrow that bomb's going off.
F	SELINA	Get your powerful friend on the case. I'm trying. But I need Fox.
F	GORDON	Stay further up the block. (Points at Men.) They're gonna cross the street and try and slow the truck down. As it approaches, hit this button. If the needle hits two hundred - give me the signal and I mark the truck. Okay? Heads up.
F	GORDON	Got it.
M	MERCENARY	Commissioner Gordon, you're under arrest.
F	GORDON	On whose authority?
M	MERCERNARY	The people of Gotham. Find this one a spot, he's got a big day tomorrow. They dump the Hooded Man with Fox.
M	BASEMENT THUG 2	We all do. It's not every day you bag Bruce Wayne... Fox hears this. Pulls the bag from Wayne's head. Wayne nods
F	MIRANDA	Bruce? You picked a hell of a time to go on vacation, Mr. Wayne.
M	WAYNE	How long until the core ignites?
M	FOX	That bomb goes off in twelve hours.
M	WAYNE	Unless we can connect it to the reactor.
M	FOX	If you can get it there. I'll find a way to plug it back in. (Indicates Miranda.) Can you get Miranda out?
M	WAYNE	Not tonight. I'm sorry.
F	MIRANDA	Do what's necessary. Tonight I need you.
M	FOX	What for?
M	WAYNE	To get me back in the game. Catwoman comes down the stairs with the Thugs.
M	CATWOMAN	Sorry to spoil things, boys, but Bane wants these guys himself... The thugs pull Wayne and Fox to their feet - Miranda looks
M	WAYNE	I won't forget about you.
F	MIRANDA	I know.
M	FOX	I like your girlfriend, Mr. Wayne.
M	CATWOMAN	He should be so lucky. And she's gone. Fox turns to Wayne. Who shrugs.
M	WAYNE	Any move I make against Bane or the bomb - the triggerman sets it off.
M	FOX	They can't be using radio or cell - too much interference. Infrared doesn't have the range. It could only be micro-burst long wave... Wayne opens a panel in the wall, takes out equipment:
M	WAYNE	Could you block it? Yes. I need the EMP cannon-guidance mount from the Bat. You remember where you parked? Wayne nods. Smiles. The Batsuit rises from the floor...
M	CRANE	The charges are espionage and attempted sabotage... Do you have anything to say in your defense?
F	GORDON	No lawyer, no witnesses. What sort of due process is this?
M	CRANE	More than you give Harvey's prisoners, Commissioner. Your guilt is determined, this is merely a sentencing hearing. What's it to be, death or exile?
F	GORDON	Crane, if you think we are going willingly out onto that ice, you've got another think coming.
M	CRANE	Death, then?
F	GORDON	Looks that way.
M	CRANE	Very well... Death... (Smiles.) By exile.
M	BANE	Bring her to me.
M	LUCIUS	I think it's time to talk about my year-end bonus...
M	FOX	She fly pretty well?
M	WAYNE	Even without the autopilot...
M	FOX	Autopilot? That's what you're there for.
M	BATMAN (O.S.)	Light it up.
M	FOLEY'S KIDS	Dad! Check it out!
M	FOLEY'S WIFE	Honey, take a look! Foley moves to a back window. Sees the flaming sign.
M	MERCENARY	Sir?
M	MERCENARY	You think it's really him?
M	BANE	Impossible... This blocks the remote detonator signal to the bomb. Get it onto the truck by sunrise. They might hit the button when it starts.
F	GORDON	When what starts?
M	BATMAN	War.
M	BLAKE	You missed a spot. Batman boots him in the head as he moves towards Blake.
M	BATMAN	If you're working alone, wear a mask.
M	BLAKE	No one cares who I am.
M	BATMAN	The mask is not for you. It's to protect the people you care about.
M	BLAKE	Huh. And you always seem to know where those people are. How is that?
M	BATMAN	I lost someone once. Since then I break into their homes when they're sleeping and implant a tracking device on the back of their neck.
M	BATMAN	On three - one, two, three - They throw the mini-mines at the rubble of the entrance -
M	BLAKE	No offense, but you got anything bigger in that belt?
M	BATMAN	That's to warn the men on the other side. Batman disappears into the shadows.
M	BLAKE	But how do we -? KAABOOOM! The Bat's cannons light up the night.
M	BLAKE	Okay.
M	BLAKE	What now?
M	BATMAN	All-out assault on Bane...but you need to get the people you care about across the bridge.
M	BLAKE	Why?
M	BATMAN	In case we fail. Lead an exodus across the bridge. Save as many lives as you can.
M	BLAKE	Don't you need me here?
M	BATMAN	You've given me an army. Now go. Blake nods. Turns to leave. Stops.
M	BLAKE	Thank you.
M	BATMAN	Don't thank me yet.
M	BLAKE	I might not get a chance later.
M	CATWOMAN	Oh, you shouldn't have... She hops on, feeling the controls.
M	BATMAN	The mid-town tunnel's blocked by debris, but the cannons give you enough firepower to make a path for people.
M	BATMAN	To start it, you -
M	CATWOMAN	I got it.
M	BATMAN	We've got forty-five minutes to save this city -
M	CATWOMAN	No, I've got forty-five minutes to get clear of the blast radius, because you don't stand a chance against these guys.
M	BATMAN	With your help I might.
M	CATWOMAN	I'll open that tunnel, then I'm gone. He looks at her.
M	BATMAN	There's more to you than that. She stares back at him. Facade slipping a touch.
M	CATWOMAN	Sorry to keep letting you down. He says nothing. She looks at him, imploring. Come with me. Save yourself. You don't owe these people anymore - you've given them everything...
M	BATMAN	Not everything. Not yet.
M	UPON.	The Cops look shaky, pale, but determined.
M	FOLEY	There's only one police in this city. He steps forward. The line follows.
M	BANE	Open fire.
F	GORDON	Come on, come on...
M	BANE	You came back. To die with your city.
M	BATMAN	No. I came back to stop you.
F	GORDON	That's impossible... Come on! Cut over to Fifth!
M	BLAKE	Knock on doors, spread the word - the bomb's going to blow! Get out by the South Street tunnel, or over the bridge! Do two blocks, then get back to the bus! The boys race down the street. Father Reilly climbs into the
M	BANE	Stay back. He is mine - Bane SMASHES Batman's head - moves in for the kill, but
M	BATMAN	Give me the trigger! You'd never give it to an ordinary citizen - Bane's thrashing calms as he stares at Batman through
M	BANE	I broke you. How have you come back?
M	BATMAN	You thought you were the only one who could learn the strength to escape? Bane looks at Batman, curiosity behind his pain.
M	BANE	I never escaped - R¯'s al Gh¯l
M	A U	rescued me. That is why I must fulfill his plan. That is why I must avenge his murder. The child of R¯'s al Gh¯l made the But he is not the child of R¯'s al
M	A	Gh¯l...
M	U	Batman flinches, frozen as Miranda leans into his ear...
F	MIRANDA	I am. Miranda has a knife through Batman's suit, into his ribs... am a citizen...
M	MIRANDA/TALIA	My mother named me Talia before she was killed. The way I would've been killed if not for my protector...Bane.
M	BANE	Goodbye. Then is overrun.
M	TALIA	I climbed out of the pit... I found my father and brought him back to exact terrible vengeance - but by that time...the prisoners and the doctor had done their work to my friend...my protector... Talia reaches up to touch Bane's mask.
M	A U	stop. R¯'s al Gh¯l has found Bane, bandaged. The League took us in. Trained us...
M	TALIA (V.O.)	But my father could not accept Bane. R¯'s al Gh¯l watches Bane training. Turns away.
M	TALIA	He saw only a monster who could never be tamed. Whose very existence was a reminder of the hell he'd left his wife to die in. He excommunicated Bane from the League of Shadows. His only crime was that he loved me. I could not truly forgive my father... Talia looks at Batman, cold. Until you murdered him.
M	BATMAN	He was trying to kill millions of innocent people -
M	TALIA	'Innocent' is a strong word to throw around Gotham, Bruce. I honor my father by finishing his work. Vengeance against the man who killed him is simply a reward for my patience... You see, it's the slow knife...the knife that takes its time, the knife that waits years without forgetting, then slips quietly between bones...that's the knife - Talia arms the trigger... - that cuts deepest. She hits the button - nothing.
M	BATMAN	Your knife may have been too slow... A Mercenary steps forward -
M	MERCENARY	The truck's under attack - Talia looks around, mind racing.
M	TALIA	Gordon. (To Batman.) You gave him a way to block my signal. No matter - (Looks at watch.) He's bought Gotham eleven minutes. (Shouts at Mercenary.) Prepare a convoy. We must secure the bomb until it detonates. Talia jumps to her feet. Bane grabs a shotgun from a
M	TALIA	Not yet... I want him to feel the heat. (To Batman.) Feel the fire of twelve million souls you failed. Talia reaches up to Bane's mask, reconnects his tubes, Goodbye, my friend. Bane nods at her, slowly. Talia moves out with the
M	BANE	You'll have to imagine the fire - now. He squeezes the trigger. BLAMMM! Bane is blasted across the Catwoman is there, on the Bat-Pod.
M	CATWOMAN	The whole no-guns thing? I don't feel as strongly about it as you do.
M	UNIFORM	Stay there! What are you doing?! Blake, MCU - I'm getting these boys to safety - Safety?! You're gonna get us all killed. Anyone crosses this bridge they blow the city - It's gonna blow anyway. We need this bridge open right now.
M	UNIFORM	No one leaves the island. Orders -
M	BLAKE	Whose orders? Bane's?
M	UNIFORM	Police Department's.
M	BLAKE	Haven't you heard the shooting? The Batman's battling it out with Bane The Batman's dead. Look, Officer -
M	BLAKE	It's Detective -
M	UNIFORM	Well, Detective, you take one more step, we have to shoot you. Two more steps, we have to blow the bridge.
M	BLAKE	Wait for me back at the bus. The Boys walk back down the bridge... I need you on the ground, me in the air, we have to force that convoy east, to the entrance to the
M	BLAKE	Your orders are out of date! The situation's changed! Listen, I'm a cop like you. And I'm walking out there. Please don't shoot me. Blake walks. Shots ring out at his feet. He keeps walking...
M	UNIFORM	Blow it! Before he reaches the line His partner arms the detonator. Uniform shouts at Blake -
M	UNIFORM	Get down! We're blowing the bridge! As Blake looks, disbelieving, the bridge in front of him
M	BLAKE	You idiots! You sons of bitches! You're killing us!!
M	BLAKE	Father! Get the boys on the bus -
M	FATHER REILLY	But there's nowhere to go, son. They're trying to force us onto
M	TALIA	Pushing us to the entrance of the reactor. They're going to try and reconnect the core. Can they?
F	GORDON	Give me a hand! The Bat lands at the tunnel mouth. Gordon moves in to try Let's get a cable on it and drag it out! Come on, we're almost there - Laughter. Gordon turns. Talia, lying half out the truck.
M	TALIA	Fox showed me how to operate the reactor core. Including the emergency flood -
M	TALIA	There is no way to stop this bomb. Prepare yourselves... (Looks up at Batman.) My father's work is done.
F	GORDON	What're you doing?
M	BATMAN	Two minutes. I can fly it out over the bay...
M	CATWOMAN	Rig it out to fly over the water, then bail -
M	BATMAN	No autopilot. She takes this in. He stands to face her.
M	CATWOMAN	You could've gone anywhere. Been anything. But you came back here.
M	BATMAN	So did you.
M	CATWOMAN	I guess we're both suckers. She puts her arms around his neck. Kisses him. Batman moves So this is the part where you vanish, only this time you don't come back?
M	BLAKE	Come on! On the bus!
M	FATHER REILLY	What're you doing?
M	BLAKE	Protection from the blast -
M	FATHER REILLY	It's an atom bomb -!
M	BLAKE	You think they need to hear that in their last seconds? You think I'm going to let them die without hope?
F	GORDON	I never cared who you were -
M	BATMAN	And you were right.
F	GORDON	But shouldn't the people know the hero who saved them?
M	BATMAN	A hero can be anyone. That was always the point. simple and reassuring as putting a coat around a little boy's shoulders to let him know that the world hadn't ended... The canopy closes - and as the Bat fires up Gordon remembers Gordon looks up to the cockpit -
F	GORDON	Bruce Wayne? - but is dusted by downdraft as the Bat RISES. Gordon LEAPS
M	BLAKE	Heads down! Heads down, now! Blake, they need to make their peace. Blake turns to him, furious.
M	BLAKE	They're children! They have no peace to make - An EXPLOSION from downtown Gotham. Blake looks across, The smallest of the boys stares through the window past
M	LITTLE BOY	No. That's Batman! Blake turns to see the Bat thundering out of the heart of Until a point of light fires into an enormous nuclear BLAST
M	GORDON (V.O.)	'I see a beautiful city and a brilliant people rising from this abyss...' Blake pulls out his badge. Throws it into the river. 'I see the lives for which I lay down my life, peaceful, useful, prosperous and happy...'
F	GORDON	'I see that I hold a sanctuary in their hearts, and in the hearts of their descendants, generations hence. It is a far, far better thing that I do, than I have ever done...' Gordon closes the book, looking down at Bruce Wayne's grave. I go to than I have ever known.' Fox places a gentle hand on Alfred's shoulder, then leaves.
M	ALFRED	I'm so sorry. I failed you. You trusted me, and I failed you. And the old man's shoulders begin to shake with sobs.
F	GORDON	Can I change your mind about quitting the force?
M	BLAKE	No. What you said about structures. About shackles. I can't take it. The injustice. (Gestures at gardens.) I mean...no one's ever going to know who saved an entire city.
F	GORDON	They know. (Off look.) It was Batman. Mr. Wayne's will was not amended to reflect his more modest estate...
F	LAWYER	Nonetheless, there are considerable assets to dispose of... The contents of the house are to be He glances up to see someone slip into the room - Blake. - to settle the estate's accounts. The remainder is left in its entirety to Alfred J. Pennyworth...
F	LAWYER	The house and grounds are left to the city of Gotham, on condition that they never be demolished, altered, or otherwise interfered
M	LAWYER (V.O.)	And that they shall be used for one purpose, and one purpose only... A schoolbus pulls up. Father Reilly shepherds children The housing and care of the city's at-risk and orphaned children. A sign reads:
F	LAWYER	My clerk will help anyone with the smaller correspondences and instructions... Blake approaches the Clerk. She smiles.
M	BLAKE	Blake, John. Nothing here. Blake realizes, offers her his driving license.
M	BLAKE	Try my legal name.
M	CLERK	Yup, here it is.
M	CLERK	You should use your full name. I like that name... Robin.
F	LAWYER	Any word on the missing item?
M	CLERK	No, not yet.
F	LAWYER	Well, they'd better leave no stone unturned... We can't just put a string of pearls on the manifest as 'lost'.
M	TECH 1	Why worry about the stabilization software? This whole autopilot system's obsolete -
M	FOX	Please, I just need to know what I could've done to fix it.
M	TECH 2	But Mr. Fox, it's already been fixed. (Typed on panel.) Software patch...six months ago. Check the user ident on the patch...
M	TECH 2	Huh. Bruce Wayne.
M	WAITER	Lei e solo?
M	ALFRED	Si, Fernet Branca, per cortesia.
