M	BANE	Time to go mobile. Shoeshine Man picks up the laptop, slips it into his pack...
M	ALLEN	Get the barriers up - no more in and out on this street! Steel wedge-shaped barriers rise up at the mouth of the
M	SNIPER	I've got something - The door explodes. SWATs duck, six sportbikes race out and
M	ROOKIE COP	Shoot the tires!
M	VETERAN COP	No shot!
M	FOLEY	Back off, back off! They've got hostages!
M	ROOKIE COP	What's going on with the lights? The Veteran Cop looks back - streetlights and headlights are
M	VETERAN COP	It can't be...
M	ROOKIE COP	The hell was that?!
M	VETERAN COP	Oh boy. You're in for a show tonight, son.
M	FOLEY	Let's roll, they've spotted the Batman! Call everyone in - every car patrol, beat cop, off-duty, too! Pull 'em in, close every street! Now! Foley looks out at Gotham rushing by.
M	FOLEY	I'm gonna do what Gordon never could.
M	BLAKE	What's that?
M	FOLEY	I'm gonna take down the Batman.
M	BLAKE	Sir, what about the armed robbers? One bike's pulled off, no hostage - Should we pursue?
M	FOLEY	Negative! Stay on the Batman!
M	BLAKE	But he's getting away! Who do you want to catch? Some robber, or the son-of-a-bitch who killed Harvey Dent?
M	TV ANNOUNCER	People aren't saying much - frankly, they're too busy - but all signs suggest that what we're seeing is, in fact, the return of the Batman...
M	CATWOMAN	Well, what do you know? Catwoman opens the safe. Nothing inside. She frowns. POLICE VOICE Batman looks at the line of stopped traffic. An empty car
M	DAGGETT	After eight years he has to pick tonight...
M	STRYVER	He's drawing the cops off Bane... Daggett watches, intrigued.
M	FOLEY	How did you let him go?! He's got a lot of firepower -
M	FOLEY	And you don't?! We're not letting one nut with a bad attitude and some fancy gadgets run this town down, you hear me?! He's heading back downtown... Then he's as dumb as he dresses - close it down, gentlemen!
M	FOLEY	Like a rat in a trap, gentlemen... Foley reaches for a loudhailer. VARRROOOOM!! A noise from
M	VETERAN COP	You might have the wrong animal there, sir -
M	BLAKE	Are you sure that was him? Foley looks at Blake. Thrusts the loudhailer at him. Police are keeping quiet about the prospect of a return by the Batman, but eyewitness accounts seem the clearly suggests the type of...
M	STRYVER	Bane says the Batman interfered, but the task was accomplished.
M	DAGGETT	What about the men they arrested?
M	STRYVER	He says, and I quote, they would die before talking. Where does he find these guys? Daggett gets to his feet, relieved, moves to his inner Open the champagne...
M	DAGGETT	And can we get some girls in here? Careful what you wish for. Catwoman grabs him, throws him across the room. His back
M	CATWOMAN	Cat got your tongue? She plucks the gun from his trembling hand.
M	DAGGETT	You dumb bitch.
M	CATWOMAN	Nobody ever accused me of being dumb.
M	DAGGETT	Dumb to show up here tonight.
M	CATWOMAN	I want what you owe me -
M	DAGGETT	'I want' never gets...
M	STRYVER	Nice outfit...those heels make it tough to walk?
M	CATWOMAN	I don't know, do they?
M	CATWOMAN	So where is it?
M	DAGGETT	Where's what?
M	CATWOMAN	The program. The 'Clean Slate'.
M	DAGGETT	Oh, yeah - the ultimate tool for a master thief with a record. I don't have it. The Bodyguard bursts in, gun drawn. Catwoman, holding
M	CATWOMAN	Where is it?
M	DAGGETT	The 'Clean Slate'? Type in a name and date of birth and within a couple hours that person ceases to exist in any database? Little too good to be true.
M	CATWOMAN	You're lying. Rykin Data took it to prototype stage -
M	DAGGETT	That's why I bought them. But they had nothing. It was a gangland myth.
M	CATWOMAN	Stay back! They continue to approach. One of them screws a silencer
M	CATWOMAN	I'm not bluffing! They know...
M	BATMAN	They just don't care.
M	CATWOMAN	You've got to be kidding.
M	BATMAN	No guns. No killing.
M	CATWOMAN	Where's the fun in that? As more mercenaries come out onto the roof, Batman runs for
M	BATMAN	Come on! Catwoman follows, confused, as Batman leaps off the roof.
M	CATWOMAN	My mother warned me about getting into cars with strange men -
M	BATMAN	This isn't a car. Catwoman flinches as the Bat thunders into the sky,
M	CATWOMAN	See you around - Batman steps down after her.
M	BATMAN	You're welcome.
M	CATWOMAN	I had it under control.
M	BATMAN	Those weren't street thugs - they were trained killers. I saved your life. In return I need to know what you did with Bruce Wayne's fingerprints. Catwoman looks at him. Considering.
M	CATWOMAN	Wayne wasn't kidding about a 'powerful friend'. I sold his prints to Daggett. For something that doesn't even exist.
M	BATMAN	I doubt many people get the better of you.
M	CATWOMAN	What were they going to do with them?
M	CATWOMAN	I don't know. But Daggett seemed pretty interested in that mess at the stock market. Batman considers this. A police chopper sweeps past,
M	BATMAN	Miss Kyle -? But she is gone. So that's what that feels like.
M	ALFRED	Very inconspicuous. Shall I tell the neighbors you got yourself a new leaf-blower?
M	WAYNE	We bought all the neighbors. Alfred takes the cowl from him, then the cape, as they walk.
M	ALFRED	From the look of the television coverage, you seem to have your taste for wanton destruction back.
M	WAYNE	I retrieved this.
M	ALFRED	Shouldn't the police be gathering the evidence?
M	WAYNE	They don't have the tools to analyze it.
M	ALFRED	They would if you gave them to them
M	WAYNE	One man's tool is another man's weapon.
M	ALFRED	In your mind, perhaps. But there aren't many things you couldn't turn into a weapon.
M	WAYNE	Alfred. Enough. The police weren't getting it done -
M	ALFRED	Perhaps they would've if you haven't made a sideshow of yourself.
M	WAYNE	Perhaps you're upset you were wrong.
M	ALFRED	Wrong?
M	WAYNE	You thought I didn't have it in me. Alfred looks at him. Puts down the cape and cowl.
M	ALFRED	You don't. You lead a bloated police force on a merry chase with some fancy new toys from Fox. What about when you come up against him. What then?
M	WAYNE	I'll fight harder, I always have.
M	ALFRED	for. What are you fighting for now? Not your life. Wayne moves to switch off the monitor. Alfred grabs his
M	ALFRED	Take a good look. At his speed, his ferocity, His training. I see the power of belief. Of the fanatic. I see the League of Shadows resurgent.
M	WAYNE	You said he was excommunicated.
M	ALFRED	By R¯'s al Gh¯l. Who leads them
M	A U	now?
M	WAYNE	R¯'s al Gh¯l was the League of
M	A U	Shadows. And I beat him. Bane's just a mercenary, and we have to find out what he's up to. Wayne plugs the USB in, hits keys. Text scrolls.
M	WAYNE	Trades of some kind. Coded... The screen blanks, a thumb print appears.
M	ALFRED	Is that -?
M	WAYNE	Mine. Courtesy of Selina Kyle. Get this to Fox - he can crack the code and tell us what trades they were executing.
M	ALFRED	I'll get this to Fox. But no more. Wayne hears his tone of voice. Turns to him. I've sewn you up and set your bones...but I won't bury you. I've buried enough members of the Wayne family.
M	WAYNE	You'd abandon me?
M	ALFRED	You see only one end to your story. Leaving is all I have to make you understand: you aren't Batman anymore - you have to find another way. You used to talk about finishing. About life beyond that awful cave -
M	WAYNE	Rachel died knowing we'd decided to be together. That was my life beyond this cave and I can't just move on. She didn't. She couldn't.
M	ALFRED	What if he had? What if she wasn't intending to make a life with you?
M	WAYNE	She was, I can't change that -
M	ALFRED	What if, before she died, she'd written a letter? Explaining that she'd chosen Harvey Dent over you? Wayne watches, confused, as the old man prepares to say -
M	ALFRED	And what if, to spare you pain...I'd burned that letter? Wayne stares at Alfred, shocked.
M	WAYNE	Why would you say such a thing?
M	ALFRED	Because I have to make you understand.
M	WAYNE	You're lying.
M	ALFRED	Because you are as precious to me as you were to your own mother and father and I swore to them that I would protect you and I haven't.
M	WAYNE	You're lying!
M	ALFRED	I've never lied to you. Except when I burned Rachel's letter. Wayne turns on the old man, furious.
M	WAYNE	How dare you use Rachel to stop me!
M	ALFRED	I'm using the truth, Master Wayne. Maybe it's time we all stopped trying to outsmart the truth and just let it have its day. I'm sorry.
M	WAYNE	Sorry?! You expect to destroy my world, then shake hands?!
M	ALFRED	No. I know what this means -
M	WAYNE	What does it mean, Alfred?!
M	ALFRED	It means your hatred. It means losing the person I've cared for ever since I heard his first cries echo through this house. But it might also mean saving your life. And that is more important.
M	WAYNE	Goodbye, Alfred. Goodbye, Bruce. Wayne mounts the stairs...Alfred watches him go. Turns.
M	WAYNE	Alfred? But Alfred is gone.
M	FOX	Answering your own door?
M	WAYNE	Yes. Could you decode the trades on that drive?
M	FOX	I didn't need to. Page three. Wayne turns the page:
M	FOX	It seems you made a series of large put options on the futures exchange. Verified by thumb print. The options expired at midnight last night. Wayne looks up from the newspaper, reeling.
M	FOX	Long term we may be able to prove fraud, but for now...you're completely broke. And Wayne Enterprises is about to fall into the hands of John Daggett.
M	WAYNE	The weapons - we can't let Daggett get his hands on Applied Sciences -
M	FOX	Applied Sciences is shut up tight, and off the books. The energy project is a different story.
M	WAYNE	Miranda Tate. We need to convince the board to get behind her. Let's show her the reactor -
M	FOX	We're meeting her there in thirty-five minutes. You better get dressed.
F	MIRANDA	You brought me out here to show me a rubbish dump, Mr. Fox?
M	FOX	Bear with me, Miss Tate. They arrive at a Portakabin and enter.
M	FOX	Keep your hands and feet inside the car at all times. He hits a button and the floor descends, Miranda is shocked
F	MIRANDA	This is it, isn't it?
M	FOX	The reactor is beneath the river so that it could be instantly flooded in an event of a security breach.
F	MIRANDA	Is Bruce Wayne really that paranoid?
M	FOX	I'm gonna plead the fifth on that one. Miranda marvels as they step off the elevator. She spots a I thought you might like to see what your investment built.
F	MIRANDA	No radiation, no fossil fuels. Free, clean energy for an entire city.
M	WAYNE	If it worked. It doesn't. Wayne leads Miranda to the core. Two perpendicular rings of
M	WAYNE	Ignition, yes. But no chain reaction.
F	MIRANDA	You've built a lot of security around a damp squib. Nothing. About three years ago a Russian scientist published a paper on weaponized fusion reactions. One week later your reactor started developing problems... (Looks at Wayne.) I think this machine works.
M	WAYNE	Miranda, if it were operational, the danger to Gotham would be too great. Would it make you feel better to know that the Russian scientist died in a plane crash six months ago?
M	WAYNE	Someone else will work out what Dr. Pavel did. Someone else will figure out how to turn this power source into a nuclear weapon. I need you to take control of Wayne Enterprises and this reactor.
F	MIRANDA	And to do what with it?
M	WAYNE	Nothing. Until we can find a way to guarantee its safety.
F	MIRANDA	And if we can't? Decommission it. Flood it.
F	MIRANDA	Destroy the world's best chance for a sustainable future?
M	WAYNE	If the world's not ready. Yes.
F	MIRANDA	Bruce, if you want to save the world you have to start trusting it.
M	WAYNE	I'm trusting you.
F	MIRANDA	Doesn't count. You have no choice.
M	WAYNE	I could've flooded this chamber any time in the last three years. I'm choosing to trust you, Miranda, and that's not the easiest thing for me. Please. His eyes are genuine. Pleading. Miranda nods.
M	FOX	We have a board meeting to get to.
M	DAGGETT	I'd like to point out that we have a non-board member here. Highly irregular, even if it is his family name above the door... All eyes go to Wayne. An older member of the board pipes up.
M	FREDERICKS	Bruce Wayne's family built this And he himself has run it -
M	DAGGETT	Into the ground, sir. Anybody disagree? Check the value of your shares this morning. Gambling on crazy futures didn't just lose Mr. Wayne his seat, it's lost us all a lot of money. He needs to leave.
M	FOX	I'm afraid he has a point, Mr. Wayne.
M	WAYNE	I understand. Ladies and gentlemen.
M	DAGGETT	Let's get down to business. Right away.
M	REPORTER	Wayne, how's it feel to be one of the people?!
M	COMPANY VALET	I'm sorry, sir, they had paperwork
M	BLAKE (O.S.)	Looks like you need a lift. Wayne turns to see Blake standing by his patrol car. Nods.
M	DAGGETT	How the hell did Miranda Tate get the inside track on the Wayne board?! Was she meeting with Wayne? Was she sleeping with Wayne?
M	STRYVER	Not that we know of -
M	DAGGETT	Clearly you don't 'know of' anything, do you?! Where's Bane?!
M	STRYVER	We told him it was urgent -
M	DAGGETT	Then where is the masked - Speak of the devil... Daggett turns. Bane is already there.
M	BANE	...and he shall appear.
M	DAGGETT	What the hell's going on?
M	BANE	The plan is proceeding as expected.
M	DAGGETT	You see me running Wayne Your stock exchange hit didn't work, friend. And now you've got my construction crews working all hours around the city? How's that supposed to help my company absorb Wayne's? BANE Leave us.
M	DAGGETT	You stay right there! I'm in charge! Bane places a gentle hand on Daggett's shoulder.
M	BANE	Do you feel in charge? Daggett is taken aback. Stryver leaves.
M	DAGGETT	I've paid you a small fortune -
M	BANE	And that gives you power over me?
M	DAGGETT	What is this?
M	BANE	Your money and infrastructure have been important. Till now.
M	DAGGETT	What are you? Gotham's reckoning. Come to end the borrowed time you've all been living on...
M	DAGGETT	You are true evil...
M	BANE	I am necessary evil. Stryver, on the steps outside the living room, flinches.
M	BLAKE	When you began...why the mask?
M	WAYNE	To protect the people closest to me.
M	BLAKE	You're a loner with no family.
M	WAYNE	There are always people you care about. You just don't realize how much until they're gone. (Collects himself.) The idea was to be a symbol. Batman could be anybody, that was the point.
M	BLAKE	It was damn good to see him back.
M	WAYNE	Not everybody agrees.
M	BLAKE	They'll figure it out in the end.
M	WAYNE	Got anything on Bane's whereabouts?
M	BLAKE	Yeah, I've got five hundred pages of tunnel records and a flashlight. I could use some help. You know what? Drop me in Old Town...
M	WAYNE	Don't wait. I'll get a cab.
M	BLAKE	You got money?
M	WAYNE	Actually, no. Blake hands him some bills, watches him cross the street.
M	JEN (O.S.)	I told you, money first.
M	WAYNE (O.S.)	I don't think so.
F	SELINA	He's not a mark. Jen looks at Selina. At Wayne.
F	SELINA	And he doesn't have a cent to his name, anyway.
F	SELINA	Yeah, it's not much. (Smiles.) But it's more that you've got right now.
M	WAYNE	Actually, they're letting me keep the house. SELINA The rich don't even go broke same as the rest of us, huh? Vacation?
F	SELINA	Let's just say that I've incurred the wrath of some people less susceptible to my charms than you.
M	WAYNE	My powerful friend hopes to change your mind about leaving.
F	SELINA	And how would he do that?
M	WAYNE	By giving you what you want.
F	SELINA	It doesn't exist.
M	WAYNE	He says it does. He wants to meet. Tonight.
F	SELINA	Why? He needs to find Bane. He thinks you'd know how.
F	SELINA	Tell him I'll think about it. Wayne nods, starts to leave.
F	SELINA	Mr. Wayne? I'm sorry they took all your money.
M	WAYNE	No, you're not.
M	FOLEY	Can we help you, officer?
M	BLAKE	John Daggett's body was found in a dumpster an hour ago. I thought you might like to know.
F	GORDON	Why?
M	BLAKE	Because Daggett's name is all over the permits I pulled to map the tunnels under Gotham. Blake hands Gordon a stack of files. Foley glares at Blake.
M	BLAKE	MTA maintenance, sewer construction... Where did you get to with the tunnel searches? Remind me to tell the detail to We've had teams down there, but it's a huge network -
F	GORDON	Get more men, work a grid. I want him found.
M	FOLEY	Yeah, yeah - the masked man. We're on it.
F	GORDON	This is good work. Lose the uniform - you're working for me now. We could use some hotter heads around here.
M	BLAKE	This could just be a coincidence.
F	GORDON	You're a detective now, son, you're not allowed to believe in coincidence anymore. Blake tries to conceal his excitement from Foley.
M	MIRANDA (O.S)	Nobody's answering. Wayne turns to find Miranda there.
M	WAYNE	No. I'm on my own now.
F	MIRANDA	Do you have keys? Wayne looks a little helpless all of a sudden.
M	WAYNE	Never needed them... She takes his hand.
F	MIRANDA	Let's find a window.
F	MIRANDA	Fox worked the board like you've never seen - I'm in, Daggett's out and he's not happy. Wayne sets down the newspaper:
M	WAYNE	Hope you don't like me for your money. Miranda kicks off her shoes. Glances at the paper.
F	MIRANDA	Suffering builds character. Then at a photo of Wayne's parents.
F	MIRANDA	I'll take care of your parents' legacy, Bruce. Miranda picks up a photo of Rachel.
F	MIRANDA	Who's this? Wayne looks at her. Can't find words...
F	MIRANDA	Where's Alfred?
M	WAYNE	He left. Taking everything. Miranda puts the photo down. Kisses him. Passionately. Then
F	MIRANDA	What's that? WAYNE I think my power's been shut off.
M	WAYNE	You're pretty good at that.
F	MIRANDA	When I was a child we had almost nothing. But on the nights we had a fire, we felt very rich indeed. She returns to him, pulling a blanket around both of them.
M	WAYNE	I assumed your family was wealthy.
F	MIRANDA	Not always. Not when I was young.
F	MIRANDA	An old mistake.
M	WAYNE	I've made a few myself. She turns to him, tracing the scars across his chest.
F	MIRANDA	More than a few... (Smiles.) We could leave. Tonight. Take my plane. Go anywhere we wanted.
M	WAYNE	Someday perhaps. Not tonight. She pulls him close. He kisses her. They fold into each
M	CATWOMAN	Don't be shy.
M	CATWOMAN	Wayne says you can get me the 'Clean Slate'.
M	BATMAN	That depends.
M	CATWOMAN	On what?
M	BATMAN	On what you want it for. I acquired it to keep it out of the wrong hands.
M	CATWOMAN	Still don't trust me, huh? How can we change that?
M	BATMAN	Start by taking me to Bane. You asked. Catwoman jumps down. Batman follows. Catwoman leads him down
M	CATWOMAN	From here, Bane's men patrol the tunnels...and they are not your average brawlers.
M	BATMAN	Neither am I. Catwoman swings into a -
M	CATWOMAN	He's behind you. MERCENARY Who? Batman hangs upside down behind him. Me. Darkness smashes onto the Mercenary. Gunfire in the tunnel.
M	CATWOMAN	Just a little further. A grate slams down, separating them - the lights come on. He
M	CATWOMAN	I had to find a way to stop them trying to kill me.
M	BATMAN	You've made a serious mistake.
M	BANE (O.S.)	Not as serious as yours, I fear. Batman turns. Bane emerges from behind the waterfalls.
M	BATMAN	Bane.
M	BANE	Let's not stand on ceremony here, Mr. Wayne.
M	BANE	Peace has cost you strength. Victory has defeated you.
M	BANE	Theatricality and deception are powerful agents...to the uninitiated. Batman lashes out at Bane - Bane counters - they separate.
M	BANE	But we are initiated, aren't we, Bruce? The League of Shadows. And you betrayed us...
M	BATMAN	Us? You were excommunicated. From a gang of psychopaths.
M	BANE	Now I am the League of Shadows, here to fulfill R¯'s al Gh¯l's
M	A U	destiny... Batman hurls himself at Bane, throwing him into the
M	BANE	You fight like a younger man. Nothing held back. No reserves. Admirable. But mistaken. Batman hits a switch on his belt - the lights go out - Bane
M	BANE	You think darkness is your ally. But you merely adopted the dark. I was born in it. Formed by it...
M	BANE	I didn't see the light until I was already a man. And by then it was nothing to me but blinding...
M	BANE	The shadows betray you, because they belong to me...
M	BANE	I will show you where I've made my home while preparing to bring justice. Then...I will break you.
M	BATMAN	No...
M	BANE	Your precious armory. Gratefully accepted. We will need it.
M	BANE	I wondered which would break first - your spirit...
M	HIGH.	...or your body. Bane brings Batman down onto his knee, BREAKING his back Get Commissioner Gordon. Tell him I've got a line on the Congressman's kidnapping.
M	UNIFORM	Excuse me, Miss. I need to see your ticket and identification, please.
F	SELINA	Would you mind?
M	BLAKE	I showed your picture to the Congressman and guess what?
F	SELINA	Don't tell me, still in love?
M	BLAKE	Head over heels. Pressing charges, though. Blake lays a police file down with a thump. You've made some mistakes, Ms. Kyle.
F	SELINA	Girl's gonna eat.
M	BLAKE	You have an appetite. Why run? You can't hide from us with this record.
F	SELINA	Maybe it's not you I'm running from.
M	BLAKE	Who then? Bane? What do you know about him? SELINA That you should be as afraid of him as I am.
M	BLAKE	We can offer you protection... Selina looks at him with contempt. Blake shrugs, switches
M	BLAKE	When I spotted you, I was looking for a friend...Bruce Wayne. Selina turns to look at Blake. His eyes plead with her.
M	BLAKE	Did they kill him?
F	SELINA	I'm not sure. And we - BLACK SCREEN. Sounds: screaming, laughing, CRYING. Sights:
M	WAYNE	Why didn't you just kill me?
M	BANE	You don't fear death. You welcome it. Your punishment is to be more severe. WAYNE You're a torturer...
M	BANE	Yes. But not of your body. Of your soul. Wayne exhales. Eyes losing focus from sheer pain.
M	WAYNE	Where am I?
M	BANE	Home. despair. As will you. (Rises.) There is a reason that this prison is the worst hell on earth... Bane steps to the bars - looks up at a bright opening five Hope. Every man who has rotted here over the centuries has looked up to the light and imagined climbing to freedom. So simple. So easy. And, like shipwrecked men turning to sea water from uncontrollable thirst, many have died trying. I learned that there can be no true despair without hope. (Turns to Wayne.) So as I terrorize Gotham, I will feed its people hope to poison their souls. I will let them believe they can survive so that you can watch them clamber over each other to stay in the sun... Bane points to an old TV, just outside the bars. entire city to cause you pain you thought you could never feel again. Then, when you have truly understood the depths of your failure, we will fulfill R¯'s al
M	A	Gh¯l's destiny. We will destroy
M	U	Gotham. And when it is done...when Gotham is ashes...then you have my permission to die. Bane rises. Leaves. Wayne drifts back to unconsciousness.
M	GUARD	We're locking her up in here?
M	WARDEN	The Dent Act allows non-segregation based on extraordinary need. First time she broke out of women's correctional she was sixteen. Selina passes a Huge Inmate who strains through the bars...
M	HUGE INMATE	Little closer, baby...
F	SELINA	Why, honey, you wanna hold my hand?
M	WARDEN	She'll be just fine.
M	FOX	I don't see the need for a board meeting on the energy project -
F	MIRANDA	Bruce got a lot of things right. Keeping the board in the dark wasn't one of them... Fox swings the doors to the boardroom open...
M	BANE	This meeting is called to order. Fox and Miranda freeze. Staring at the mask.
M	BANE	Chair and President. I also need one ordinary member - Mr. Fox, would you care to nominate?
M	FREDERICKS	No. I volunteer. The dignified older board member gets to his feet.
M	FOX	Where are you taking us?
M	BANE	Where you buried your resources. The bowels of Gotham.
F	GORDON	So you think our friend is gone again? This time...he might not be coming back. Gordon takes this in...Foley bursts in, agitated.
M	FOLEY	Okay, Commissioner, you were right.
F	GORDON	What's happened?
M	FOLEY	Your masked man kidnapped the Wayne Enterprises board. He let most of them go, but took three down into the sewers.
F	GORDON	No more patrols, no more hide and seek. Send every available cop down there to smoke him out.
M	FOLEY	The Mayor won't want panic -
M	BLAKE	So it's a training exercise.
M	FOLEY	I'm sorry for not taking you Don't apologize for believing the world's in better shape then it is...just fight to make it true.
F	GORDON	Not you. You're telling me the Batman's gone. So you chase up the Daggett leads, any way you can.
M	PRISONER	He asks if you would pay us to let you die. I told him you have nothing.
M	WAYNE	Do it for the pleasure.
M	PRISONER	They pay me more than that to keep you alive.
M	PRISONER	He will try the climb. Strong Man starts scaling the wall. The Prisoners' chant
M	WAYNE	Has anyone made it?
M	PRISONER	Of course not.
M	WAYNE	What does he say?
M	PRISONER	He says there is one who did. A child...
M	PRISONER	A child who had been born in this hell...
M	WAYNE	Bane.
M	PRISONER	An old legend. Nothing more. The Prisoner leaves Wayne's cell - switches on the TV.
M	WAYNE	Don't.
M	PRISONER	Whatever they want you to see...it's happening soon.
M	BANE	Turn it on.
M	BANE	I only need one other board member. There are eight more waiting upstairs. I won't do it. Fredericks trembles. Bane cocks the weapon.
F	MIRANDA	Alright, stop. She walks up to the scanner. Places her hand on it. It
F	MIRANDA	Lucius, you'll kill this man and yourself, and barely slow them down. Fox reluctantly puts his hand on the scanner. Then
M	BANE	Do your work. Bane turns to his men. Gestures at the hostages. their status deserve to see the next era of western civilization. Fox, Miranda and Fredericks are led back into the rubble.
M	REPORTER	We're seeing literally thousands of police heading into the sewers -
M	MAYOR	A training exercise, that's all. If you'll excuse me, I've got tickets to watch our boys thrash Rapid City. The Mayor heads into the stadium with the crowds...
M	BLAKE	I've been to half Daggett's cement plants, logged locations they've poured for underground construction... Anything strange about the pourings? Blake glances at a large map - dots mark pouring locations.
M	BLAKE	Honestly, Commissioner, I don't know anything about civil engineering.
F	GORDON	But you know about patterns. Keep looking. Blake pulls up in front of a cement plant.
M	DR. PAVEL	It's done. This is now a four-megaton nuclear bomb.
M	BANE	Pull the core out of the reactor. You can't. This is the only power source capable of sustaning it - if you move it, the core will decay in a matter of months.
M	BANE	Five, by my calculations.
M	DR. PAVEL	And then it will go off.
M	BANE	For the sake of your family, Dr. Pavel, I hope so.
M	WORKER	Boss is about to leave. Blake walks past cement mixers. Spots someone. A Driver.
M	BLAKE	Hey. The Driver turns.
M	BLAKE	That was you outside the stock exchange, right?
M	DRIVER	When? were trying to pull onto Castle Street and your truck shut them out.
M	DRIVER	Oh yeah. You're that cop -
M	BLAKE	Detective, now.
M	BLAKE	And as a detective...I'm not allowed to believe in coincidences Blake spins, drawing his weapon. The Worker lunges with a
M	BLAKE	What were you doing?! What?!
M	BLAKE	Commissioner, I'm at the Fourteenth Street plant with two dead witnesses and a lot of questions. Call me - Commissioner, they've got Polyisobutylene here... (Looks around.) And motor oil. They weren't making cement, they were making explosives -
M	BLAKE	Oh, God.
M	BLAKE	Patch me into Foley! Foley's overseeing the operation -
M	BLAKE	They're heading into a trap!
M	FOLEY	Foley.
M	BLAKE	It's a trap! Pull everyone out! Bane's been pouring concrete laced with explosives -
M	FOLEY	Where?
M	BLAKE	There's a ring around the tunnels - they're gonna blow it and trap the cops underground! Foley looks up with dread at the mouth of the tunnel.
M	FOLEY	Pull out! Pull 'em out!
M	BANE	Let the games begin. The Mercenaries hit the detonators.
M	BANE	Gotham, take control of your city...
M	BLAKE	Foley? Jesus, Blake! Every cop in the city's down in those tunnels! Not every cop...
M	GORDON (O.S.)	Clear the corners, rookie. Blake turns. Gordon holds his service weapon. The
F	GORDON	Get my coat, son.
M	BANE	This is the instrument of your liberation...
M	ANALYST	Satellite shows a radiation spike... Whatever it is...it's nuclear.
M	BANE	Identify yourself to the world.
M	DR. PAVEL	Dr. Leonid Pavel, nuclear physicist. Bane turns Dr. Pavel's head for the cameras.
M	CIA ANALYST	Pavel was confirmed dead - plane crash on an Agency pull-out of Uzbekistan... But it certainly looks like him - He points to a monitor with a photo of Dr. Pavel. An Air
M	BANE	Tell the world what this is.
M	DR. PAVEL	A fully primed neutron bomb. With a blast radius of six miles.
M	BANE	And who can disarm this device?
M	DR. PAVEL	Only me.
M	BANE	Thank you, Doctor. Bane snaps Dr. Pavel's neck in front of the world.
M	BANE	The bomb is armed, the bomb is mobile, the identity of the triggerman is a mystery. One of you holds the detonator - we come not as conquerors, but as liberators to return control of this city to the people. At the first sign of interference from the outside world or of people attempting to flee, this anonymous Gothamite, this unsung hero, will trigger the bomb. For now, martial law is in effect. Return to your homes, hold your families close, and wait. Tomorrow you claim what is rightfully yours. Bane turns, leaves the field, followed by his men.
M	GENERAL	Pull back the fighters, start high-level reconnaissance flights. And get the President on the line.
M	LEAD MERCENARY	Tanks and planes cannot stop us detonating our device. Send an emissary to discuss terms of access for supplies and communication.
M	CAPTAIN	How many of you are there, son? (Nothing.) You don't have enough men to stop twelve million people leaving that island.
M	LEAD MERCENARY	We don't. But you do.
M	CAPTAIN	Why in the hell would we help you keep your hostages?
M	LEAD MERCENARY	If people start crossing this bridge Gotham gets blown to hell. The Captain considers this. Troubled. PRESIDENT The people of our greatest city are resilient. They have proven this before, they will prove this again... We do not negotiate with terrorists, but we do recognize realities... Wayne starts to cry. As the situation develops, one thing must be understood above all others... People of Gotham, we have not abandoned you.
M	BLAKE	What does that mean?
F	GORDON	It means we're on our own. I have to get in front of a camera -
M	BLAKE	Sir, they'll kill you the second you show your face -
F	GORDON	The Mayor's dead. I'm the symbol of law and order. Bane says he's giving Gotham back to the people - they need to know that I could lead.
M	BLAKE	Bane's not gonna let that happen -
F	GORDON	Then he'll show his true colors.
M	BLAKE	And you'll be dead.
M	BANE	Behind you stands a symbol of oppression. Blackgate Prison...
M	BANE (O.S.)	Where a thousand men have languished for years. Under the Dent Act. Under the name of this
M	BANE	Harvey Dent. Held up to you, and over you, as a shining example of justice and good...
M	BLAKE	We're gonna keep moving you, till we can get you in front of a camera
M	BANE	But they supplied you a false idol. A straw man. To placate. To stop you tearing down this corrupt city... ...and rebuilding it the way it should have been rebuilt generations ago...
M	BANE	Let me tell you the truth about Harvey Dent. In the words of Gotham's Police Commissioner, James Gordon...
M	BANE	'The truth about Harvey Dent is simple in only one regard - it has been hidden for too long. After his devastating injuries, Harvey's mind has recovered no better than his mutilated face. He was a broken, dangerous man, not the crusader for justice that I, James Gordon, have portrayed him to be for the last eight years. Harvey's rage was indiscriminate. Psychopathic. He held my family at gunpoint, then fell to his death in the struggle over my son's life. The Batman did not murder Harvey Dent - he saved my boy. Then took the blame for Harvey's appalling crimes, so that I could, to my shame, build a lie around this fallen idol.' 'I praised the madman who tried to murder my own child.'
M	BANE	'The things we did in Harvey's name brought desperately needed security to our streets... But I can no longer live with my lie. It is time to trust the people of Gotham with the truth, and it is time for me to resign.' Bane folds the papers. Looks out to the stunned crowd. resignation?
M	BANE	Do you accept the resignation of all the liars?! All the corrupt?! More and more of the crowd is chanting 'Yes!'
M	BLAKE	These men, locked up in Blackgate for eight years, denied parole under the Dent Act. Based on a lie.
F	GORDON	A lie to keep a city from burning to the ground. Gotham needed a hero, someone to believe in -
M	BLAKE	Not as much as it does now. But you betrayed everything you stood for.
F	GORDON	There's a point. Far out there. When the structures fail you. When the rules aren't weapons anymore, they're shackles, letting the bad get ahead. Maybe one day you'll have such a moment of crisis. And in that moment, I hope you have a friend like I did. To plunge their hands into the filth so you can keep yours clean.
M	BLAKE	Your hands look pretty filthy to me, Commissioner.
